metric,value,std_error,count
precision@5,0.022735012624038518,0.00020875331847373845,3
HR@5,0.09786565674358523,0.0005191206825928025,3
precision@10,0.013446068933121955,3.106982926504192e-05,3
nDCG@5,0.0705599786081541,0.00018353794688881202,3
HR@10,0.11242612677349335,0.0008272056587269877,3
WHR@5,0.07038486308347151,0.00016599080937288938,3
nDCG@10,0.07048833753951227,0.00017057143178822573,3
recall@5,0.09761095488599625,0.0005240555745985177,3
WHR@10,0.0700372712324576,0.00018272759947802274,3
recall@10,0.11239713615187603,0.0008358243260554606,3
