dataset,feature,method,n_users,rho_raw_mean,rho_raw_sd,rho_centered_mean,rho_centered_sd,raw_low_to_high_mean,raw_low_to_high_sd,centered_low_to_high_mean,centered_low_to_high_sd,rho_raw_sign,rho_centered_sign,centered_effect_sign
dunnhumby,target_popularity_profile,fpmc,4504.0,0.1719199742627359,0.008033214679957466,-0.028015102231067363,0.01970029609252778,0.10936768301800141,0.008949959737656778,-0.020040717130656152,0.011771964610105518,positive,negative,negative
dunnhumby,target_popularity_profile,frequency,4504.0,0.15256144034601143,0.020038400616255354,0.0372417175540846,0.019258972580781665,0.13905838533725,0.011014610440343396,0.00964998518859246,0.002357895168942433,positive,positive,positive
dunnhumby,target_popularity_profile,recency,4504.0,0.11797532079573743,0.035731125016861674,-0.05621173195718613,0.019971354622701592,0.09531562433102415,0.02194031631222247,-0.03409277581763338,0.010404613705876292,positive,negative,negative
dunnhumby,target_popularity_profile,tifuknn,4504.0,0.15030247286599355,0.03132030043093577,0.033872954895869806,0.04336429767731149,0.13647638073469964,0.02170069481851117,0.007067980586042089,0.011294941860917134,positive,mixed,mixed
dunnhumby,target_popularity_profile,triple2vec,4504.0,0.11904598913119813,0.027841234631308963,-0.0547400519382762,0.018303949890012362,0.1139139511530805,0.02190668143375005,-0.015494448995577047,0.009597545074877102,positive,negative,negative
dunnhumby,target_relational_strength,cbp,4504.0,0.40004021521753935,0.01196091153891409,0.16472728329497457,0.010952708574012626,0.26745094861230895,0.00841578278134106,0.02679161217224323,0.0033570963763200584,positive,positive,positive
dunnhumby,target_relational_strength,diffrec,4504.0,0.41041795077650495,0.014419600288668549,0.14147283539782154,0.016059477321431287,0.25973742179392495,0.012954156962519343,0.019078085353859287,0.002688458718515067,positive,positive,positive
dunnhumby,target_relational_strength,dnntsp,4504.0,0.4061111695395397,0.0037677524385398924,0.02874310252805669,0.014152072949268442,0.24758297744108118,0.014891023133216542,0.006923641001015467,0.0044453360342832544,positive,positive,positive
dunnhumby,target_relational_strength,fpmc,4504.0,0.40429153173064986,0.008405022747015468,-0.17374522008770188,0.0063723252626907674,0.18470785259156272,0.00722939901066847,-0.05595148384850299,0.005118047931539691,positive,negative,negative
dunnhumby,target_relational_strength,frequency,4504.0,0.3999547709876317,0.010101927951980361,0.16281410547367384,0.015457107727302457,0.2677228146334604,0.007631787725829849,0.027063478193394715,0.004997967437177523,positive,positive,positive
dunnhumby,target_relational_strength,recency,4504.0,0.3545115605649471,0.012947115795245248,-0.16629470492293066,0.027678343992587635,0.18846613576980728,0.020244194627472414,-0.052193200670258476,0.010662804534348607,positive,negative,negative
dunnhumby,target_relational_strength,tifuknn,4504.0,0.3962581726479379,0.007586518057737904,0.1385029378946917,0.006647351722795436,0.2639476599901569,0.013935569114762012,0.02328832355009113,0.0048628683253999026,positive,positive,positive
dunnhumby,target_relational_strength,triple2vec,4504.0,0.3773906399819953,0.010754406732918087,0.03732135662084451,0.012827416262623266,0.24565888068822342,0.007356297015559556,0.004999544248157697,0.006317162117839584,positive,positive,mixed
dunnhumby,target_repeat_fraction,cbp,4504.0,0.5418202726631475,0.007638286536117486,0.2920426669358,0.00827002811902633,0.4466315526829123,0.0097551353544196,0.07006314749774854,0.005268414479888237,positive,positive,positive
dunnhumby,target_repeat_fraction,diffrec,4504.0,0.5305304496973409,0.0073678974613888915,0.17152484690786837,0.0031704085845943608,0.4243635662254572,0.010902551801317658,0.047795161040293355,0.0033566302114604683,positive,positive,positive
dunnhumby,target_repeat_fraction,dnntsp,4504.0,0.4613225773295535,0.015914245177710167,-0.014706318894571904,0.04330861016967077,0.35152991076354195,0.007994749350225216,-0.025038494421621853,0.005176311075080074,positive,mixed,negative
dunnhumby,target_repeat_fraction,fpmc,4504.0,0.316005454232435,0.005043351731791976,-0.4159267270666012,0.012521060702703141,0.18277558509679856,0.003937056962423091,-0.19379282008836526,0.005084067652230112,positive,negative,negative
dunnhumby,target_repeat_fraction,frequency,4504.0,0.5412178787967998,0.009462928785000574,0.28354116216828723,0.01079901709303239,0.4463199966046197,0.011092615416766538,0.06975159141945592,0.005092659866984404,positive,positive,positive
dunnhumby,target_repeat_fraction,recency,4504.0,0.41717487031137973,0.006560957862109997,-0.22918238171874494,0.007265404620762912,0.28520836685406165,0.010178710817962885,-0.09136003833110219,0.0059174530398175855,positive,negative,negative
dunnhumby,target_repeat_fraction,tifuknn,4504.0,0.5380594663764355,0.008164842549824658,0.2551389685471328,0.00843880994795152,0.4379096046330832,0.005580005228123202,0.06134119944791941,0.003565415646143222,positive,positive,positive
dunnhumby,target_repeat_fraction,triple2vec,4504.0,0.5443836179114129,0.01443461340623072,0.2135796953462524,0.008523462963378081,0.4378086586208359,0.014995572851518674,0.0612402534356721,0.006729426887458915,positive,positive,positive
dunnhumby,target_transition_strength,cbp,4504.0,0.29174634285524426,0.023651459551654347,0.09609527913905058,0.011064946671718109,0.219563101749351,0.02122147193741958,0.016687808812319575,0.0036390146919789926,positive,positive,positive
dunnhumby,target_transition_strength,diffrec,4504.0,0.3037908200435608,0.016953340654697127,0.08246762911579077,0.006522632693954711,0.21957930056127528,0.014433642832098487,0.016704007624243844,0.00454547254576587,positive,positive,positive
dunnhumby,target_transition_strength,dnntsp,4504.0,0.2937621906823748,0.012353929084396564,-0.0004834369846185447,0.00995490018176614,0.19922488059000173,0.011932918764852196,-0.0036504123470297183,0.006890648929355118,positive,mixed,mixed
dunnhumby,target_transition_strength,fpmc,4504.0,0.29574331756893024,0.01544602118214205,-0.13930984850651026,0.008093346613832311,0.14849385346825536,0.010262199131776699,-0.05438143946877607,0.007640760606143908,positive,negative,negative
