dataset,method_a,method_b,feature,rho_keyset0,rho_keyset1,rho_keyset2,mean_rho,mean_abs_rho,min_rho,max_rho,rho_range,sign_pattern,consistent_signs,abs_mean_rho,n_valid_keysets,rho_sd,max_deviation_from_mean,replication_status,replicated
dunnhumby,sets2sets,dnntsp,adjacent_basket_jaccard,-0.210296537792019,-0.1986629213011108,-0.2260729729897929,-0.2116774773609742,0.2116774773609742,-0.2260729729897929,-0.1986629213011108,0.0274100516886821,---,True,0.2116774773609742,3,0.011232630412148522,0.0143954956288187,negative,True
dunnhumby,recency,triple2vec,repeat_rate,-0.2039168443811108,-0.2053072006996825,-0.2109553778322281,-0.2067264743043405,0.2067264743043405,-0.2109553778322281,-0.2039168443811108,0.0070385334511172,---,True,0.2067264743043405,3,0.0030436810454101343,0.004228903527887601,negative,True
dunnhumby,recency,frequency,repeat_rate,-0.199022176999576,-0.2041392298677545,-0.2065354196237921,-0.2032322754970409,0.2032322754970409,-0.2065354196237921,-0.199022176999576,0.007513242624216,---,True,0.2032322754970409,3,0.003133595204181276,0.004210098497464898,negative,True
dunnhumby,recency,racf,repeat_rate,-0.1869266113790152,-0.1945185453156011,-0.1969286374685704,-0.1927912647210622,0.1927912647210622,-0.1969286374685704,-0.1869266113790152,0.0100020260895552,---,True,0.1927912647210622,3,0.004262061720438328,0.005864653342046999,negative,True
dunnhumby,tifuknn,sets2sets,avg_basket_size,0.1884442605709751,0.1824369141295347,0.1952563980601721,0.1887125242535607,0.1887125242535607,0.1824369141295347,0.1952563980601721,0.0128194839306374,+++,True,0.1887125242535607,3,0.0052369689779816556,0.006543873806611394,positive,True
dunnhumby,sets2sets,dnntsp,avg_basket_size,-0.1700180789402254,-0.1893295604051361,-0.1666915160376716,-0.1753463851276777,0.1753463851276777,-0.1893295604051361,-0.1666915160376716,0.0226380443674644,---,True,0.1753463851276777,3,0.009980427456318514,0.013983175277458404,negative,True
dunnhumby,recency,tifuknn,adjacent_basket_jaccard,-0.1907279674553637,-0.1641044700149799,-0.166103303885483,-0.1736452471186089,0.1736452471186089,-0.1907279674553637,-0.1641044700149799,0.0266234974403837,---,True,0.1736452471186089,3,0.012106839245878069,0.017082720336754786,negative,True
dunnhumby,frequency,sets2sets,avg_basket_size,0.1598785234410936,0.1628392817905644,0.1933143771894589,0.1720107274737057,0.1720107274737057,0.1598785234410936,0.1933143771894589,0.0334358537483652,+++,True,0.1720107274737057,3,0.01511237111132523,0.021303649715753215,positive,True
dunnhumby,racf,sets2sets,avg_basket_size,0.1618583231769031,0.1637404851556643,0.1872015515801979,0.1709334533042551,0.1709334533042551,0.1618583231769031,0.1872015515801979,0.0253432284032947,+++,True,0.1709334533042551,3,0.011528917253739935,0.016268098275942805,positive,True
dunnhumby,recency,tifuknn,avg_basket_size,-0.1716030620639511,-0.1702716733446226,-0.1674596929802604,-0.1697781427962781,0.1697781427962781,-0.1716030620639511,-0.1674596929802604,0.0041433690836907,---,True,0.1697781427962781,3,0.0017271471935985355,0.002318449816017698,negative,True
dunnhumby,tifuknn,sets2sets,recent_basket_novelty,-0.1683560545375192,-0.1677730767037858,-0.1672325265740263,-0.1677872192717771,0.1677872192717771,-0.1683560545375192,-0.1672325265740263,0.0011235279634929,---,True,0.1677872192717771,3,0.00045878737294428125,0.0005688352657421125,negative,True
dunnhumby,recency,triple2vec,n_baskets,-0.1690490657240926,-0.1534295799727075,-0.150317200780683,-0.1575986154924944,0.1575986154924944,-0.1690490657240926,-0.150317200780683,0.0187318649434095,---,True,0.1575986154924944,3,0.00819578484907405,0.011450450231598186,negative,True
dunnhumby,recency,dnntsp,repeat_rate,-0.156773553901253,-0.1509983108801451,-0.1614257669661868,-0.1563992105825283,0.1563992105825283,-0.1614257669661868,-0.1509983108801451,0.0104274560860417,---,True,0.1563992105825283,3,0.004265212757240245,0.005400899702383194,negative,True
dunnhumby,frequency,sets2sets,recent_basket_novelty,-0.1565946332160755,-0.1511356892107748,-0.1568466917054533,-0.1548590047107678,0.1548590047107678,-0.1568466917054533,-0.1511356892107748,0.0057110024946785,---,True,0.1548590047107678,3,0.002634791845653503,0.0037233154999929963,negative,True
dunnhumby,racf,sets2sets,recent_basket_novelty,-0.1474782380401814,-0.1522322521029935,-0.1574658537263281,-0.1523921146231677,0.1523921146231677,-0.1574658537263281,-0.1474782380401814,0.0099876156861466,---,True,0.1523921146231677,3,0.004078993649791431,0.005073739103160391,negative,True
dunnhumby,triple2vec,sets2sets,recent_basket_novelty,-0.1570269519998141,-0.1458014350078876,-0.1500911588888456,-0.1509731819655158,0.1509731819655158,-0.1570269519998141,-0.1458014350078876,0.0112255169919264,---,True,0.1509731819655158,3,0.0046250428080787664,0.0060537700342983,negative,True
dunnhumby,recency,frequency,avg_basket_size,-0.1344949840651425,-0.1435278563589781,-0.1478540139681007,-0.1419589514640738,0.1419589514640738,-0.1478540139681007,-0.1344949840651425,0.0133590299029582,---,True,0.1419589514640738,3,0.005565489910389679,0.0074639673989313204,negative,True
dunnhumby,recency,frequency,recency_frequency_disagreement,-0.1327004184833602,-0.1543243993439322,-0.1361734818915739,-0.1410660999062888,0.1410660999062888,-0.1543243993439322,-0.1327004184833602,0.0216239808605719,---,True,0.1410660999062888,3,0.009481646141995604,0.013258299437643395,negative,True
dunnhumby,recency,frequency,adjacent_basket_jaccard,-0.1437446965995477,-0.1335985866855771,-0.1412933679292537,-0.1395455504047928,0.1395455504047928,-0.1437446965995477,-0.1335985866855771,0.0101461099139706,---,True,0.1395455504047928,3,0.0043225791815151736,0.005946963719215714,negative,True
dunnhumby,recency,frequency,n_baskets,-0.142811558798382,-0.1474661178183748,-0.1260819862740064,-0.138786554296921,0.138786554296921,-0.1474661178183748,-0.1260819862740064,0.0213841315443683,---,True,0.138786554296921,3,0.009182257035692925,0.012704568022914586,negative,True
dunnhumby,recency,racf,avg_basket_size,-0.1319543420550223,-0.1422558868579951,-0.1390283914308896,-0.1377462067813023,0.1377462067813023,-0.1422558868579951,-0.1319543420550223,0.0103015448029728,---,True,0.1377462067813023,3,0.004302205204980494,0.005791864726280016,negative,True
dunnhumby,recency,racf,adjacent_basket_jaccard,-0.1441331869461759,-0.1288117309164224,-0.1344479943152456,-0.1357976373926147,0.1357976373926147,-0.1441331869461759,-0.1288117309164224,0.0153214560297534,---,True,0.1357976373926147,3,0.006327343099339312,0.008335549553561222,negative,True
dunnhumby,recency,tifuknn,recency_frequency_disagreement,-0.1305951044451986,-0.1438236124296814,-0.1322277792717796,-0.1355488320488865,0.1355488320488865,-0.1438236124296814,-0.1305951044451986,0.0132285079844827,---,True,0.1355488320488865,3,0.005888995360564685,0.008274780380794905,negative,True
dunnhumby,triple2vec,sets2sets,avg_basket_size,0.1287565281626519,0.1288444644098853,0.1443300576082142,0.1339770167269171,0.1339770167269171,0.1287565281626519,0.1443300576082142,0.0155735294455622,+++,True,0.1339770167269171,3,0.007320793436654741,0.010353040881297126,positive,True
dunnhumby,recency,triple2vec,adjacent_basket_jaccard,-0.1253136094354009,-0.1360805975828504,-0.1321044594457977,-0.131166222154683,0.131166222154683,-0.1360805975828504,-0.1253136094354009,0.0107669881474494,---,True,0.131166222154683,3,0.004445389023295802,0.005852612719282085,negative,True
dunnhumby,recency,dnntsp,avg_basket_size,-0.1198631256746908,-0.1451984732542303,-0.126865101922022,-0.1306422336169811,0.1306422336169811,-0.1451984732542303,-0.1198631256746908,0.0253353475795394,---,True,0.1306422336169811,3,0.010682384319517733,0.014556239637249196,negative,True
dunnhumby,sets2sets,dnntsp,recent_basket_novelty,0.132443117330938,0.1167223840959005,0.1405121708364014,0.1298925574210799,0.1298925574210799,0.1167223840959005,0.1405121708364014,0.0237897867405009,+++,True,0.1298925574210799,3,0.009878174769998744,0.013170173325179418,positive,True
dunnhumby,recency,racf,recency_frequency_disagreement,-0.123250375995394,-0.1382120830306253,-0.1264292234699172,-0.1292972274986455,0.1292972274986455,-0.1382120830306253,-0.123250375995394,0.0149617070352312,---,True,0.1292972274986455,3,0.006435953940358478,0.008914855531979793,negative,True
dunnhumby,recency,dnntsp,recency_frequency_disagreement,-0.1480057314687982,-0.1368891970350833,-0.1014426280980522,-0.1287791855339779,0.1287791855339779,-0.1480057314687982,-0.1014426280980522,0.046563103370746,---,True,0.1287791855339779,3,0.019855475546890346,0.02733655743592571,negative,True
dunnhumby,recency,tifuknn,n_baskets,-0.1252442697944484,-0.1334207645982263,-0.1224371129630231,-0.1270340491185659,0.1270340491185659,-0.1334207645982263,-0.1224371129630231,0.0109836516352032,---,True,0.1270340491185659,3,0.004659229788470367,0.00638671547966041,negative,True
dunnhumby,recency,racf,n_baskets,-0.1252112780561913,-0.1324096215019508,-0.1177730969323115,-0.1251313321634846,0.1251313321634846,-0.1324096215019508,-0.1177730969323115,0.0146365245696393,---,True,0.1251313321634846,3,0.005975603533185814,0.007358235231173099,negative,True
dunnhumby,recency,triple2vec,recency_frequency_disagreement,-0.1223329126945421,-0.1297863169407777,-0.1186845810306389,-0.1236012702219862,0.1236012702219862,-0.1297863169407777,-0.1186845810306389,0.0111017359101387,---,True,0.1236012702219862,3,0.004620150298253972,0.006185046718791484,negative,True
dunnhumby,recency,dnntsp,n_baskets,-0.1613897575193392,-0.1109007098906056,-0.0977806912569555,-0.1233570528889667,0.1233570528889667,-0.1613897575193392,-0.0977806912569555,0.0636090662623837,---,True,0.1233570528889667,3,0.02742138688885856,0.038032704630372505,negative,True
dunnhumby,recency,sets2sets,recent_basket_novelty,-0.1078111508048257,-0.1109799014424864,-0.1161519280305766,-0.1116476600926296,0.1116476600926296,-0.1161519280305766,-0.1078111508048257,0.0083407772257508,---,True,0.1116476600926296,3,0.0034376898632203553,0.004504267937947004,negative,True
dunnhumby,recency,triple2vec,avg_basket_size,-0.0967266627559081,-0.1105811422511866,-0.1138060643875455,-0.1070379564648801,0.1070379564648801,-0.1138060643875455,-0.0967266627559081,0.0170794016316373,---,True,0.1070379564648801,3,0.007409098647874697,0.010311293708971991,negative,True
dunnhumby,recency,sets2sets,adjacent_basket_jaccard,0.1315095620279148,0.0838540281798161,0.1002007175284669,0.1051881025787326,0.1051881025787326,0.0838540281798161,0.1315095620279148,0.0476555338480987,+++,True,0.1051881025787326,3,0.019772337306053468,0.02632145944918221,positive,True
dunnhumby,recency,sets2sets,recency_frequency_disagreement,-0.1003912500482814,-0.0744064186519388,-0.0870695616954307,-0.0872890767985503,0.0872890767985503,-0.1003912500482814,-0.0744064186519388,0.0259848313963425,---,True,0.0872890767985503,3,0.010609398532573566,0.013102173249731092,negative,True
dunnhumby,recency,dnntsp,adjacent_basket_jaccard,-0.058595875782218,-0.0895600026576317,-0.1129487487449987,-0.0870348757282828,0.0870348757282828,-0.1129487487449987,-0.058595875782218,0.0543528729627807,---,True,0.0870348757282828,3,0.022261190434386575,0.02843899994606481,negative,True
dunnhumby,triple2vec,sets2sets,n_baskets,0.0821036549019425,0.0914499374930064,0.0736507510320177,0.0824014478089889,0.0824014478089889,0.0736507510320177,0.0914499374930064,0.0177991864609887,+++,True,0.0824014478089889,3,0.007269537817948548,0.009048489684017488,positive,True
dunnhumby,recency,tifuknn,neighbor_similarity,-0.0653823013158301,-0.0996134428903816,-0.0705838174387232,-0.0785265205483116,0.0785265205483116,-0.0996134428903816,-0.0653823013158301,0.0342311415745515,---,True,0.0785265205483116,3,0.015061156726040805,0.02108692234206999,negative,True
dunnhumby,recency,sets2sets,neighbor_similarity,-0.0545614541170958,-0.0953687225465071,-0.075150742881157,-0.0750269731815866,0.0750269731815866,-0.0953687225465071,-0.0545614541170958,0.0408072684294113,---,True,0.0750269731815866,3,0.01665972745618219,0.020465519064490803,negative,True
dunnhumby,recency,triple2vec,neighbor_similarity,-0.0649522728640109,-0.0946844178525843,-0.0640728614424951,-0.0745698507196967,0.0745698507196967,-0.0946844178525843,-0.0640728614424951,0.0306115564100891,---,True,0.0745698507196967,3,0.014227677236514578,0.020114567132887604,negative,True
dunnhumby,recency,sets2sets,n_baskets,-0.0814782518231736,-0.0550831289154981,-0.0864639731672419,-0.0743417846353045,0.0743417846353045,-0.0864639731672419,-0.0550831289154981,0.0313808442517438,---,True,0.0743417846353045,3,0.013769197977870734,0.019258655719806395,negative,True
dunnhumby,tifuknn,dnntsp,adjacent_basket_jaccard,0.1189527455661322,0.0594839104985196,0.0417274181098988,0.0733880247248502,0.0733880247248502,0.0417274181098988,0.1189527455661322,0.0772253274562333,+++,True,0.0733880247248502,3,0.033024547380140885,0.04556472084128199,positive,True
dunnhumby,recency,frequency,neighbor_similarity,-0.051379047977045,-0.0978509035476554,-0.0593353647954885,-0.0695217721067296,0.0695217721067296,-0.0978509035476554,-0.051379047977045,0.0464718555706103,---,True,0.0695217721067296,3,0.020293357048991805,0.02832913144092579,negative,True
dunnhumby,recency,tifuknn,recent_basket_novelty,0.0759446991338427,0.0699396372763485,0.0542406238310017,0.0667083200803976,0.0667083200803976,0.0542406238310017,0.0759446991338427,0.021704075302841,+++,True,0.0667083200803976,3,0.009150511071464225,0.012467696249395907,positive,True
dunnhumby,recency,sets2sets,transition_predictability,0.0654602465911314,0.0607708258580803,0.0645268534560061,0.0635859753017393,0.0635859753017393,0.0607708258580803,0.0654602465911314,0.0046894207330511,+++,True,0.0635859753017393,3,0.002026755285141711,0.0028151494436590013,positive,True
dunnhumby,frequency,sets2sets,n_baskets,0.0627431670368127,0.0819285815520425,0.0451736515511284,0.0632818000466612,0.0632818000466612,0.0451736515511284,0.0819285815520425,0.036754930000914,+++,True,0.0632818000466612,3,0.01500997033047251,0.018646781505381294,positive,True
dunnhumby,recency,dnntsp,neighbor_similarity,-0.0381236118414215,-0.0957893304047426,-0.055449626203264,-0.0631208561498093,0.0631208561498093,-0.0957893304047426,-0.0381236118414215,0.0576657185633211,---,True,0.0631208561498093,3,0.02415877481752224,0.0326684742549333,negative,True
dunnhumby,racf,triple2vec,avg_basket_size,0.060466334085476,0.0614201341560244,0.0643113693320272,0.0620659458578425,0.0620659458578425,0.060466334085476,0.0643113693320272,0.0038450352465511,+++,True,0.0620659458578425,3,0.001634804489321623,0.002245423474184702,positive,True
dunnhumby,tifuknn,triple2vec,n_baskets,-0.076752692866266,-0.0510364836655166,-0.0572515076514266,-0.0616802280610697,0.0616802280610697,-0.076752692866266,-0.0510364836655166,0.0257162092007494,---,True,0.0616802280610697,3,0.010955699498868742,0.0150724648051963,negative,True
dunnhumby,frequency,dnntsp,adjacent_basket_jaccard,0.095119491070965,0.0392969939564519,0.0468845821329607,0.0604336890534592,0.0604336890534592,0.0392969939564519,0.095119491070965,0.0558224971145131,+++,True,0.0604336890534592,3,0.02472140125184764,0.0346858020175058,positive,True
dunnhumby,recency,racf,neighbor_similarity,-0.0357333450709424,-0.0901314979868564,-0.0550155722482306,-0.0602934717686765,0.0602934717686765,-0.0901314979868564,-0.0357333450709424,0.054398152915914,---,True,0.0602934717686765,3,0.022519353567938438,0.029838026218179894,negative,True
dunnhumby,sets2sets,dnntsp,n_baskets,-0.0865100817375143,-0.0573640189390715,-0.0304606163991624,-0.0581115723585827,0.0581115723585827,-0.0865100817375143,-0.0304606163991624,0.0560494653383518,---,True,0.0581115723585827,3,0.022888203195315048,0.028398509378931604,negative,True
dunnhumby,racf,dnntsp,adjacent_basket_jaccard,0.0944923671107754,0.0337607262636718,0.0384575169486878,0.055570203441045,0.055570203441045,0.0337607262636718,0.0944923671107754,0.0607316408471035,+++,True,0.055570203441045,3,0.027588839280098684,0.0389221636697304,positive,True
dunnhumby,recency,dnntsp,cooccurrence_support,-0.0219958523645467,-0.0881032592393477,-0.0529517455775708,-0.0543502857271551,0.0543502857271551,-0.0881032592393477,-0.0219958523645467,0.0661074068748009,---,True,0.0543502857271551,3,0.027006347980183237,0.0337529735121926,negative,True
dunnhumby,frequency,triple2vec,avg_basket_size,0.0536318652778927,0.0504431814591113,0.0588339340382682,0.0543029935917574,0.0543029935917574,0.0504431814591113,0.0588339340382682,0.0083907525791569,+++,True,0.0543029935917574,3,0.0034582261465873113,0.004530940446510798,positive,True
dunnhumby,racf,sets2sets,n_baskets,0.0471079863408446,0.0750503509176456,0.0406473728602434,0.0542685700395779,0.0542685700395779,0.0406473728602434,0.0750503509176456,0.0344029780574021,+++,True,0.0542685700395779,3,0.01492976208750936,0.0207817808780677,positive,True
dunnhumby,sets2sets,dnntsp,recency_frequency_disagreement,-0.066531917533262,-0.0640946024506745,-0.0310445223400992,-0.0538903474413452,0.0538903474413452,-0.066531917533262,-0.0310445223400992,0.0354873951931627,---,True,0.0538903474413452,3,0.01618505317920405,0.022845825101246,negative,True
dunnhumby,recency,tifuknn,cooccurrence_support,-0.0431293448771534,-0.0613145706615819,-0.0571284609056769,-0.0538574588148041,0.0538574588148041,-0.0613145706615819,-0.0431293448771534,0.0181852257844285,---,True,0.0538574588148041,3,0.007776040132635275,0.010728113937650705,negative,True
dunnhumby,frequency,sets2sets,recency_frequency_disagreement,0.0428067955670973,0.0620652309530277,0.0558595171822002,0.0535771812341084,0.0535771812341084,0.0428067955670973,0.0620652309530277,0.0192584353859304,+++,True,0.0535771812341084,3,0.008026150028229727,0.0107703856670111,positive,True
dunnhumby,recency,tifuknn,popularity_profile,-0.0469691207969564,-0.0488077891466835,-0.0645424907360467,-0.0534398002265622,0.0534398002265622,-0.0645424907360467,-0.0469691207969564,0.0175733699390903,---,True,0.0534398002265622,3,0.007886591056433275,0.011102690509484502,negative,True
dunnhumby,recency,triple2vec,recent_basket_novelty,0.0610638947188891,0.0514708690313161,0.0442203639240603,0.0522517092247552,0.0522517092247552,0.0442203639240603,0.0610638947188891,0.0168435307948287,+++,True,0.0522517092247552,3,0.0068984740324632195,0.0088121854941339,positive,True
dunnhumby,tifuknn,sets2sets,n_baskets,0.0457595657495956,0.0702142340818912,0.0372499306341613,0.0510745768218827,0.0510745768218827,0.0372499306341613,0.0702142340818912,0.0329643034477298,+++,True,0.0510745768218827,3,0.013972552438558609,0.019139657260008505,positive,True
dunnhumby,recency,sets2sets,cooccurrence_support,-0.0201810735738152,-0.0709667636952905,-0.0605696151081721,-0.0505724841257592,0.0505724841257592,-0.0709667636952905,-0.0201810735738152,0.0507856901214752,---,True,0.0505724841257592,3,0.021905152380026445,0.030391410551944,negative,True
dunnhumby,recency,frequency,transition_predictability,0.0592937868446097,0.0408202327596882,0.0515530980391661,0.0505557058811547,0.0505557058811547,0.0408202327596882,0.0592937868446097,0.0184735540849215,+++,True,0.0505557058811547,3,0.007574701026873471,0.009735473121466498,positive,True
dunnhumby,recency,frequency,recent_basket_novelty,0.0612559075312493,0.047000923859978,0.0407497726620684,0.0496688680177652,0.0496688680177652,0.0407497726620684,0.0612559075312493,0.0205061348691808,+++,True,0.0496688680177652,3,0.008581524197952347,0.011587039513484103,positive,True
dunnhumby,tifuknn,dnntsp,recent_basket_novelty,-0.0553805515826134,-0.0581542061841892,-0.0339387296752304,-0.0491578291473443,0.0491578291473443,-0.0581542061841892,-0.0339387296752304,0.0242154765089588,---,True,0.0491578291473443,3,0.010820937467668396,0.015219099472113896,negative,True
dunnhumby,tifuknn,sets2sets,recency_frequency_disagreement,0.040544544961707,0.0566004682800179,0.0489870178624588,0.0487106770347279,0.0487106770347279,0.040544544961707,0.0566004682800179,0.0160559233183109,+++,True,0.0487106770347279,3,0.006557715130067442,0.008166132073020901,positive,True
dunnhumby,triple2vec,dnntsp,adjacent_basket_jaccard,0.078925893401546,0.0349549953961587,0.0292683199966561,0.0477164029314536,0.0477164029314536,0.0292683199966561,0.078925893401546,0.0496575734048898,+++,True,0.0477164029314536,3,0.022190219930214278,0.031209490470092402,positive,True
dunnhumby,recency,racf,transition_predictability,0.062880505502715,0.028349943486038,0.0517518581657149,0.0476607690514893,0.0476607690514893,0.028349943486038,0.062880505502715,0.0345305620166769,+++,True,0.0476607690514893,3,0.014390799975500445,0.019310825565451297,positive,True
dunnhumby,triple2vec,dnntsp,repeat_rate,0.0546406564585144,0.029071434101617,0.0554284879232545,0.0463801928277953,0.0463801928277953,0.029071434101617,0.0554284879232545,0.0263570538216374,+++,True,0.0463801928277953,3,0.012243365988294742,0.0173087587261783,positive,True
dunnhumby,racf,sets2sets,recency_frequency_disagreement,0.0332920590741733,0.0546308811141162,0.0507522617195087,0.0462250673025994,0.0462250673025994,0.0332920590741733,0.0546308811141162,0.0213388220399429,+++,True,0.0462250673025994,3,0.009281090039410217,0.0129330082284261,positive,True
dunnhumby,tifuknn,triple2vec,avg_basket_size,0.0682188621036207,0.0401315313419143,0.0288523397112659,0.0457342443856003,0.0457342443856003,0.0288523397112659,0.0682188621036207,0.0393665223923547,+++,True,0.0457342443856003,3,0.01655241304471667,0.0224846177180204,positive,True
dunnhumby,frequency,dnntsp,recent_basket_novelty,-0.0518494321985053,-0.0506358667347203,-0.0340085106973091,-0.0454979365435116,0.0454979365435116,-0.0518494321985053,-0.0340085106973091,0.0178409215011961,---,True,0.0454979365435116,3,0.008139343339207896,0.011489425846202501,negative,True
dunnhumby,recency,dnntsp,popularity_profile,-0.0237203305165859,-0.0630062634555505,-0.0476906959354433,-0.0448057633025266,0.0448057633025266,-0.0630062634555505,-0.0237203305165859,0.0392859329389646,---,True,0.0448057633025266,3,0.016167627303628633,0.0210854327859407,negative,True
dunnhumby,recency,racf,recent_basket_novelty,0.0509430015386536,0.0462808469553517,0.0360325334158161,0.0444187939699405,0.0444187939699405,0.0360325334158161,0.0509430015386536,0.0149104681228374,+++,True,0.0444187939699405,3,0.0062279448670701145,0.008386260554124399,positive,True
dunnhumby,recency,triple2vec,transition_predictability,0.0471927834063172,0.0374350654832148,0.0470717978327434,0.0438998822407585,0.0438998822407585,0.0374350654832148,0.0471927834063172,0.0097577179231024,+++,True,0.0438998822407585,3,0.004571582596775892,0.0064648167575437,positive,True
dunnhumby,triple2vec,sets2sets,recency_frequency_disagreement,0.033702782286191,0.0493171939956894,0.0438689411760286,0.042296305819303,0.042296305819303,0.033702782286191,0.0493171939956894,0.0156144117094984,+++,True,0.042296305819303,3,0.0064708242510697084,0.008593523533111998,positive,True
dunnhumby,racf,triple2vec,n_baskets,-0.0526861227492698,-0.0262530639736745,-0.0451751581683508,-0.0413714482970983,0.0413714482970983,-0.0526861227492698,-0.0262530639736745,0.0264330587755952,---,True,0.0413714482970983,3,0.011121384975113377,0.015118384323423804,negative,True
dunnhumby,recency,dnntsp,transition_predictability,0.0567123330122114,0.0272468790044027,0.0390426693038372,0.0410006271068171,0.0410006271068171,0.0272468790044027,0.0567123330122114,0.0294654540078086,+++,True,0.0410006271068171,3,0.012108631743244428,0.0157117059053943,positive,True
dunnhumby,tifuknn,dnntsp,repeat_rate,0.0493032140633002,0.0340092856476251,0.0390384295832815,0.0407836430980689,0.0407836430980689,0.0340092856476251,0.0493032140633002,0.0152939284156751,+++,True,0.0407836430980689,3,0.006364505178728672,0.008519570965231302,positive,True
dunnhumby,frequency,dnntsp,repeat_rate,0.0417279993818658,0.0344553440916219,0.046124408450655,0.0407692506413809,0.0407692506413809,0.0344553440916219,0.046124408450655,0.0116690643590331,+++,True,0.0407692506413809,3,0.004811871785099166,0.006313906549758996,positive,True
dunnhumby,triple2vec,dnntsp,recent_basket_novelty,-0.0517728828007948,-0.0372327940402497,-0.0293350621909147,-0.0394469130106531,0.0394469130106531,-0.0517728828007948,-0.0293350621909147,0.02243782060988,---,True,0.0394469130106531,3,0.009293032893575527,0.012325969790141701,negative,True
dunnhumby,recency,frequency,cooccurrence_support,-0.0120052249601793,-0.0558266786255877,-0.0455753489829726,-0.0378024175229132,0.0378024175229132,-0.0558266786255877,-0.0120052249601793,0.0438214536654083,---,True,0.0378024175229132,3,0.018715302080551974,0.025797192562733898,negative,True
dunnhumby,tifuknn,sets2sets,transition_predictability,0.0367335925765761,0.0283246852262887,0.0470221420986476,0.0373601399671708,0.0373601399671708,0.0283246852262887,0.0470221420986476,0.0186974568723589,+++,True,0.0373601399671708,3,0.0076460510329592595,0.009662002131476798,positive,True
dunnhumby,frequency,tifuknn,n_baskets,0.0477549489835831,0.0441367393215858,0.0180535237247873,0.0366484040099854,0.0366484040099854,0.0180535237247873,0.0477549489835831,0.0297014252587957,+++,True,0.0366484040099854,3,0.0132312770838691,0.018594880285198095,positive,True
dunnhumby,recency,sets2sets,repeat_rate,0.0552044931148634,0.0347297594255569,0.0200054994941358,0.0366465840115187,0.0366465840115187,0.0200054994941358,0.0552044931148634,0.0351989936207276,+++,True,0.0366465840115187,3,0.014433709394978044,0.0185579091033447,positive,True
dunnhumby,recency,racf,popularity_profile,-0.0077949989803461,-0.0511735610284279,-0.0497340716423434,-0.0362342105503725,0.0362342105503725,-0.0511735610284279,-0.0077949989803461,0.0433785620480817,---,True,0.0362342105503725,3,0.020118144355559628,0.0284392115700264,negative,True
