dataset,keyset,method_a,method_b,mean_delta,median_delta,p10_delta,p90_delta,a_better_share,b_better_share,tie_share,two_sided_share
instacart,1,dnntsp,diffrec,0.023573364607627694,0.0,-0.2346393630113782,0.3242969329432515,0.3957322987390883,0.31619786614936957,0.2880698351115422,0.31619786614936957
instacart,1,cbp,diffrec,0.08779365939629824,0.0,-0.1460683498427064,0.36267195806771774,0.4806013579049467,0.20926285160038796,0.3101357904946654,0.20926285160038796
instacart,2,recency,frequency,-0.15588802886299713,-0.1312050775123417,-0.5236035802407889,0.13120507751234178,0.16028128031037828,0.5783220174587779,0.2613967022308438,0.16028128031037828
instacart,2,recency,racf,-0.15675959582775814,-0.1312050775123417,-0.5296347172140421,0.13120507751234178,0.16125121241513093,0.5807468477206595,0.2580019398642095,0.16125121241513093
instacart,2,recency,tifuknn,-0.14220218391491263,-0.0679179148918212,-0.4912596920895759,0.1312050775123417,0.15470417070805043,0.5487390882638216,0.296556741028128,0.15470417070805043
instacart,2,recency,fpmc,0.13984005462389373,0.038375025124466305,-0.1681275362711174,0.5147714448836773,0.516003879728419,0.15446168768186228,0.3295344325897187,0.15446168768186228
instacart,2,recency,triple2vec,-0.08236232598419868,0.0,-0.47036528278595807,0.27124229038179504,0.24539282250242483,0.45950533462657617,0.29510184287099905,0.24539282250242483
instacart,2,recency,sets2sets,-0.01917859716251187,0.0,-0.4076087606974198,0.3835663673713355,0.34165858389912707,0.39088263821532493,0.267458777885548,0.34165858389912707
instacart,2,recency,dnntsp,-0.09449178798073808,0.0,-0.4852285551163225,0.21398626473452764,0.2434529582929195,0.49878758486905916,0.2577594568380213,0.2434529582929195
instacart,2,recency,cbp,-0.15361943034669123,-0.1312050775123417,-0.5147714448836775,0.1460683498427065,0.17192046556741028,0.5761396702230844,0.2519398642095053,0.17192046556741028
instacart,2,recency,diffrec,-0.07132519303701966,0.0,-0.3984296397017004,0.2139862647345275,0.25096993210475266,0.46411251212415133,0.284917555771096,0.25096993210475266
instacart,2,frequency,racf,-0.0008715669647609937,0.0,-0.014863272330364663,0.014863272330364719,0.11032977691561591,0.11105722599418041,0.7786129970902037,0.11032977691561591
instacart,2,frequency,tifuknn,0.013685844948084506,0.0,-0.12517394053908865,0.14606834984270645,0.27449078564500484,0.20198836081474297,0.5235208535402521,0.20198836081474297
instacart,2,frequency,fpmc,0.29572808348689084,0.2772734273550482,0.0,0.7078633003145871,0.7099903006789525,0.07129000969932105,0.21871968962172647,0.07129000969932105
instacart,2,frequency,triple2vec,0.07352570287879842,0.0,-0.044406162097719526,0.31564845247951456,0.37827352085354027,0.13894277400581959,0.4827837051406402,0.13894277400581959
instacart,2,frequency,sets2sets,0.13670943170048527,0.0827811872221858,-0.14606834984270645,0.4912596920895759,0.5475266731328807,0.18646944713870028,0.266003879728419,0.18646944713870028
instacart,2,frequency,dnntsp,0.06139624088225905,0.0,-0.13120507751234178,0.30078518014914996,0.4306498545101843,0.22187196896217265,0.34747817652764307,0.22187196896217265
instacart,2,frequency,cbp,0.002268598516305894,0.0,-0.03837502512446633,0.05111236374467912,0.1556741028128031,0.1396702230843841,0.7046556741028128,0.1396702230843841
instacart,2,frequency,diffrec,0.08456283582597748,0.0,-0.1460683498427064,0.3633175612671684,0.475266731328807,0.20683802133850632,0.3178952473326867,0.20683802133850632
instacart,2,racf,tifuknn,0.0145574119128455,0.0,-0.12517394053908865,0.14606834984270645,0.27909796314258,0.2046556741028128,0.5162463627546072,0.2046556741028128
instacart,2,racf,fpmc,0.2965996504516519,0.2772734273550482,0.0,0.7039180890341346,0.7138700290979632,0.06838021338506305,0.2177497575169738,0.06838021338506305
instacart,2,racf,triple2vec,0.07439726984355943,0.0,-0.05111236374467917,0.31564845247951456,0.38118331716779824,0.14718719689621726,0.47162948593598447,0.14718719689621726
instacart,2,racf,sets2sets,0.13758099866524626,0.0804780198458991,-0.1460683498427064,0.4912596920895759,0.5499515033947624,0.18380213385063046,0.26624636275460717,0.18380213385063046
instacart,2,racf,dnntsp,0.062267807847020046,0.0,-0.13120507751234178,0.30877919231049056,0.4282250242483026,0.22187196896217265,0.34990300678952474,0.22187196896217265
instacart,2,racf,cbp,0.003140165481066888,0.0,-0.05926943442808413,0.10166218774498696,0.18452958292919497,0.16125121241513093,0.6542192046556741,0.16125121241513093
instacart,2,racf,diffrec,0.08543440279073845,0.0,-0.1460683498427064,0.3626719580677178,0.4742967992240543,0.20683802133850632,0.31886517943743936,0.20683802133850632
instacart,2,tifuknn,fpmc,0.2820422385388064,0.2463023887407299,0.0,0.6992148198508502,0.6871968962172648,0.08414161008729389,0.2286614936954413,0.08414161008729389
instacart,2,tifuknn,triple2vec,0.059839857930713926,0.0,-0.1251739405390885,0.3007851801491498,0.35135790494665375,0.17725509214354995,0.4713870029097963,0.17725509214354995
instacart,2,tifuknn,sets2sets,0.12302358675240076,0.03837502512446633,-0.15471683030644345,0.4852285551163225,0.5230358874878759,0.19713870029097963,0.27982541222114454,0.19713870029097963
instacart,2,tifuknn,dnntsp,0.047710395934174546,0.0,-0.16958010263680812,0.3156484524795145,0.4042192046556741,0.26867119301648884,0.32710960232783703,0.26867119301648884
instacart,2,tifuknn,cbp,-0.011417246431778614,0.0,-0.1460683498427065,0.13120507751234178,0.22235693501454898,0.2837051406401552,0.4939379243452958,0.22235693501454898
instacart,2,tifuknn,diffrec,0.07087699087789295,0.0,-0.16958010263680812,0.37753523039808246,0.4478661493695441,0.25048496605237636,0.30164888457807953,0.25048496605237636
instacart,2,fpmc,triple2vec,-0.22220238060809244,-0.16958010263680803,-0.6992148198508501,0.1460683498427064,0.13627546071774976,0.5914161008729389,0.27230843840931135,0.13627546071774976
instacart,2,fpmc,sets2sets,-0.1590186517864056,-0.08679891541462229,-0.6096199500078984,0.19309185543090962,0.18646944713870028,0.534917555771096,0.2786129970902037,0.18646944713870028
instacart,2,fpmc,dnntsp,-0.23433184260463183,-0.19047451194042592,-0.6548086577531306,0.020894409303617894,0.1045101842870999,0.6328806983511154,0.26260911736178466,0.1045101842870999
instacart,2,fpmc,cbp,-0.293459484970585,-0.27727342735504823,-0.7039180890341346,0.0,0.07807953443258972,0.7090203685741998,0.21290009699321047,0.07807953443258972
instacart,2,fpmc,diffrec,-0.21116524766091338,-0.169580102636808,-0.5720274705309448,0.0,0.08729388942774007,0.6222114451988361,0.29049466537342383,0.08729388942774007
instacart,2,triple2vec,sets2sets,0.06318372882168682,0.0,-0.2346393630113782,0.3893218771648346,0.4364694471387003,0.25121241513094084,0.3123181377303589,0.25121241513094084
instacart,2,triple2vec,dnntsp,-0.012129461996539383,0.0,-0.3156484524795145,0.27124229038179504,0.32201745877788557,0.3431134820562561,0.3348690591658584,0.32201745877788557
instacart,2,triple2vec,cbp,-0.07125710436249254,0.0,-0.31564845247951456,0.044406162097719526,0.13700290979631427,0.3683317167798254,0.49466537342386036,0.13700290979631427
instacart,2,triple2vec,diffrec,0.011037132947179031,0.0,-0.339160205273616,0.3600546145772341,0.3739088263821532,0.33389912706110575,0.292192046556741,0.33389912706110575
instacart,2,sets2sets,dnntsp,-0.07531319081822621,0.0,-0.44685352999185635,0.23664042117345463,0.27085354025218233,0.4750242483026188,0.2541222114451988,0.27085354025218233
instacart,2,sets2sets,cbp,-0.13444083318417938,-0.06791791489182114,-0.48522855511632257,0.1460683498427064,0.18598448108632396,0.5434044616876819,0.27061105722599416,0.18598448108632396
instacart,2,sets2sets,diffrec,-0.05214659587450779,0.0,-0.48522855511632257,0.35402347760398084,0.3258971871968962,0.4481086323957323,0.2259941804073715,0.3258971871968962
instacart,2,dnntsp,cbp,-0.059127642365953165,0.0,-0.3146154759924068,0.14606834984270645,0.232541222114452,0.4306498545101843,0.3368089233753637,0.232541222114452
instacart,2,dnntsp,diffrec,0.023166594943718415,0.0,-0.21398626473452764,0.32167958945276776,0.38094083414161006,0.3128031037827352,0.3062560620756547,0.3128031037827352
instacart,2,cbp,diffrec,0.08229423730967157,0.0,-0.169580102636808,0.3835663673713355,0.47090203685742,0.22453928225024247,0.30455868089233756,0.22453928225024247
retailrocket,0,recency,frequency,0.023279770784237316,0.0,0.0,0.0,0.041176470588235294,0.0058823529411764705,0.9529411764705882,0.0058823529411764705
retailrocket,0,recency,racf,0.022814172414841145,0.0,0.0,0.0,0.07058823529411765,0.011764705882352941,0.9176470588235294,0.011764705882352941
retailrocket,0,recency,tifuknn,0.012597298491671401,0.0,0.0,0.0,0.047058823529411764,0.0,0.9529411764705882,0.0
retailrocket,0,recency,fpmc,0.1731121688044363,0.0,0.0,1.0,0.22941176470588234,0.0058823529411764705,0.7647058823529411,0.0058823529411764705
retailrocket,0,recency,triple2vec,0.0260453089997166,0.0,0.0,0.0,0.058823529411764705,0.01764705882352941,0.9235294117647059,0.01764705882352941
retailrocket,0,recency,sets2sets,0.009125524372593504,0.0,0.0,0.0,0.047058823529411764,0.01764705882352941,0.9352941176470588,0.01764705882352941
retailrocket,0,recency,dnntsp,0.4506098559672309,0.0,0.0,1.0,0.4823529411764706,0.0058823529411764705,0.5117647058823529,0.0058823529411764705
retailrocket,0,recency,cbp,0.029093153467857145,0.0,0.0,0.0,0.06470588235294118,0.0,0.9352941176470588,0.0
retailrocket,0,recency,diffrec,0.040317536364873056,0.0,0.0,0.0,0.08235294117647059,0.023529411764705882,0.8941176470588236,0.023529411764705882
retailrocket,0,frequency,racf,-0.00046559836939617024,0.0,0.0,0.0,0.041176470588235294,0.01764705882352941,0.9411764705882353,0.01764705882352941
retailrocket,0,frequency,tifuknn,-0.010682472292565913,0.0,0.0,0.0,0.041176470588235294,0.03529411764705882,0.9235294117647059,0.03529411764705882
retailrocket,0,frequency,fpmc,0.149832398020199,0.0,0.0,1.0,0.21764705882352942,0.011764705882352941,0.7705882352941177,0.011764705882352941
retailrocket,0,frequency,triple2vec,0.0027655382154792834,0.0,0.0,0.0,0.047058823529411764,0.041176470588235294,0.9117647058823529,0.041176470588235294
retailrocket,0,frequency,sets2sets,-0.014154246411643812,0.0,0.0,0.0,0.029411764705882353,0.041176470588235294,0.9294117647058824,0.029411764705882353
retailrocket,0,frequency,dnntsp,0.4273300851829936,0.0,0.0,1.0,0.4588235294117647,0.011764705882352941,0.5294117647058824,0.011764705882352941
retailrocket,0,frequency,cbp,0.005813382683619831,0.0,0.0,0.0,0.052941176470588235,0.029411764705882353,0.9176470588235294,0.029411764705882353
retailrocket,0,frequency,diffrec,0.01703776558063574,0.0,0.0,0.0,0.058823529411764705,0.023529411764705882,0.9176470588235294,0.023529411764705882
retailrocket,0,racf,tifuknn,-0.010216873923169745,0.0,0.0,0.0,0.01764705882352941,0.029411764705882353,0.9529411764705882,0.01764705882352941
retailrocket,0,racf,fpmc,0.15029799638959515,0.0,0.0,1.0,0.21176470588235294,0.011764705882352941,0.7764705882352941,0.011764705882352941
retailrocket,0,racf,triple2vec,0.003231136584875454,0.0,0.0,0.0,0.011764705882352941,0.023529411764705882,0.9647058823529412,0.011764705882352941
retailrocket,0,racf,sets2sets,-0.013688648042247642,0.0,0.0,0.0,0.011764705882352941,0.03529411764705882,0.9529411764705882,0.011764705882352941
retailrocket,0,racf,dnntsp,0.4277956835523898,0.0,0.0,1.0,0.4647058823529412,0.0058823529411764705,0.5294117647058824,0.0058823529411764705
retailrocket,0,racf,cbp,0.006278981053016002,0.0,0.0,0.0,0.03529411764705882,0.029411764705882353,0.9352941176470588,0.029411764705882353
retailrocket,0,racf,diffrec,0.017503363950031908,0.0,0.0,0.0,0.03529411764705882,0.01764705882352941,0.9470588235294117,0.01764705882352941
retailrocket,0,tifuknn,fpmc,0.1605148703127649,0.0,0.0,1.0,0.21176470588235294,0.0058823529411764705,0.7823529411764706,0.0058823529411764705
retailrocket,0,tifuknn,triple2vec,0.013448010508045198,0.0,0.0,0.0,0.029411764705882353,0.023529411764705882,0.9470588235294117,0.023529411764705882
retailrocket,0,tifuknn,sets2sets,-0.003471774119077898,0.0,0.0,0.0,0.01764705882352941,0.023529411764705882,0.9588235294117647,0.01764705882352941
retailrocket,0,tifuknn,dnntsp,0.43801255747555945,0.0,0.0,1.0,0.4823529411764706,0.0058823529411764705,0.5117647058823529,0.0058823529411764705
retailrocket,0,tifuknn,cbp,0.016495854976185744,0.0,0.0,0.0,0.03529411764705882,0.0058823529411764705,0.9588235294117647,0.0058823529411764705
retailrocket,0,tifuknn,diffrec,0.02772023787320165,0.0,0.0,0.0,0.052941176470588235,0.029411764705882353,0.9176470588235294,0.029411764705882353
retailrocket,0,fpmc,triple2vec,-0.1470668598047197,0.0,-1.0,0.0,0.011764705882352941,0.20588235294117646,0.7823529411764706,0.011764705882352941
retailrocket,0,fpmc,sets2sets,-0.16398664443184283,0.0,-1.0,0.0,0.0058823529411764705,0.21764705882352942,0.7764705882352941,0.0058823529411764705
retailrocket,0,fpmc,dnntsp,0.27749768716279455,0.0,0.0,1.0,0.3588235294117647,0.06470588235294118,0.5764705882352941,0.06470588235294118
retailrocket,0,fpmc,cbp,-0.14401901533657915,0.0,-1.0,0.0,0.01764705882352941,0.2,0.7823529411764706,0.01764705882352941
retailrocket,0,fpmc,diffrec,-0.13279463243956324,0.0,-1.0,0.0,0.029411764705882353,0.19411764705882353,0.7764705882352941,0.029411764705882353
retailrocket,0,triple2vec,sets2sets,-0.016919784627123097,0.0,0.0,0.0,0.01764705882352941,0.029411764705882353,0.9529411764705882,0.01764705882352941
retailrocket,0,triple2vec,dnntsp,0.4245645469675143,0.0,0.0,1.0,0.4588235294117647,0.0058823529411764705,0.5352941176470588,0.0058823529411764705
retailrocket,0,triple2vec,cbp,0.003047844468140548,0.0,0.0,0.0,0.023529411764705882,0.01764705882352941,0.9588235294117647,0.01764705882352941
retailrocket,0,triple2vec,diffrec,0.014272227365156456,0.0,0.0,0.0,0.047058823529411764,0.01764705882352941,0.9352941176470588,0.01764705882352941
retailrocket,0,sets2sets,dnntsp,0.4414843315946374,0.0,0.0,1.0,0.4823529411764706,0.011764705882352941,0.5058823529411764,0.011764705882352941
retailrocket,0,sets2sets,cbp,0.01996762909526364,0.0,0.0,0.0,0.041176470588235294,0.01764705882352941,0.9411764705882353,0.01764705882352941
retailrocket,0,sets2sets,diffrec,0.03119201199227955,0.0,0.0,0.0,0.047058823529411764,0.01764705882352941,0.9352941176470588,0.01764705882352941
retailrocket,0,dnntsp,cbp,-0.4215167024993737,0.0,-1.0,0.0,0.011764705882352941,0.4588235294117647,0.5294117647058824,0.011764705882352941
retailrocket,0,dnntsp,diffrec,-0.4102923196023578,0.0,-1.0,0.0,0.023529411764705882,0.4588235294117647,0.5176470588235295,0.023529411764705882
retailrocket,0,cbp,diffrec,0.011224382897015907,0.0,0.0,0.0,0.052941176470588235,0.03529411764705882,0.9117647058823529,0.03529411764705882
retailrocket,1,recency,frequency,0.0,0.0,0.0,0.0,0.011764705882352941,0.011764705882352941,0.9764705882352941,0.011764705882352941
retailrocket,1,recency,racf,-0.011888284510063655,0.0,0.0,0.0,0.029411764705882353,0.023529411764705882,0.9470588235294117,0.023529411764705882
retailrocket,1,recency,tifuknn,0.005758774313465756,0.0,0.0,0.0,0.023529411764705882,0.0,0.9764705882352941,0.0
retailrocket,1,recency,fpmc,0.06974834170600294,0.0,0.0,0.0,0.09411764705882353,0.0058823529411764705,0.9,0.0058823529411764705
retailrocket,1,recency,triple2vec,-0.00012357862771071414,0.0,0.0,0.0,0.03529411764705882,0.01764705882352941,0.9470588235294117,0.01764705882352941
retailrocket,1,recency,sets2sets,0.012585588558781197,0.0,0.0,0.0,0.041176470588235294,0.011764705882352941,0.9470588235294117,0.011764705882352941
retailrocket,1,recency,dnntsp,0.48540034049851105,0.3868528072345416,0.0,1.0,0.5176470588235295,0.011764705882352941,0.47058823529411764,0.011764705882352941
retailrocket,1,recency,cbp,0.006703235617604726,0.0,0.0,0.0,0.041176470588235294,0.01764705882352941,0.9411764705882353,0.01764705882352941
retailrocket,1,recency,diffrec,0.010309983810342717,0.0,0.0,0.0,0.047058823529411764,0.023529411764705882,0.9294117647058824,0.023529411764705882
retailrocket,1,frequency,racf,-0.011888284510063655,0.0,0.0,0.0,0.023529411764705882,0.01764705882352941,0.9588235294117647,0.01764705882352941
retailrocket,1,frequency,tifuknn,0.005758774313465757,0.0,0.0,0.0,0.03529411764705882,0.011764705882352941,0.9529411764705882,0.011764705882352941
retailrocket,1,frequency,fpmc,0.06974834170600294,0.0,0.0,0.2407836178068267,0.10588235294117647,0.011764705882352941,0.8823529411764706,0.011764705882352941
retailrocket,1,frequency,triple2vec,-0.00012357862771071414,0.0,0.0,0.0,0.029411764705882353,0.011764705882352941,0.9588235294117647,0.011764705882352941
retailrocket,1,frequency,sets2sets,0.012585588558781197,0.0,0.0,0.0,0.03529411764705882,0.0058823529411764705,0.9588235294117647,0.0058823529411764705
retailrocket,1,frequency,dnntsp,0.48540034049851105,0.3107460851229599,0.0,1.0,0.5176470588235295,0.0058823529411764705,0.4764705882352941,0.0058823529411764705
retailrocket,1,frequency,cbp,0.006703235617604726,0.0,0.0,0.0,0.029411764705882353,0.0058823529411764705,0.9647058823529412,0.0058823529411764705
retailrocket,1,frequency,diffrec,0.010309983810342717,0.0,0.0,0.0,0.041176470588235294,0.01764705882352941,0.9411764705882353,0.01764705882352941
retailrocket,1,racf,tifuknn,0.01764705882352941,0.0,0.0,0.0,0.023529411764705882,0.0058823529411764705,0.9705882352941176,0.0058823529411764705
retailrocket,1,racf,fpmc,0.0816366262160666,0.0,0.0,0.3439294654697085,0.11176470588235295,0.0058823529411764705,0.8823529411764706,0.0058823529411764705
retailrocket,1,racf,triple2vec,0.011764705882352941,0.0,0.0,0.0,0.01764705882352941,0.0058823529411764705,0.9764705882352941,0.0058823529411764705
retailrocket,1,racf,sets2sets,0.024473873068844854,0.0,0.0,0.0,0.029411764705882353,0.0058823529411764705,0.9647058823529412,0.0058823529411764705
retailrocket,1,racf,dnntsp,0.4972886250085748,0.3868528072345416,0.0,1.0,0.5294117647058824,0.0058823529411764705,0.4647058823529412,0.0058823529411764705
retailrocket,1,racf,cbp,0.018591520127668383,0.0,0.0,0.0,0.029411764705882353,0.011764705882352941,0.9588235294117647,0.011764705882352941
retailrocket,1,racf,diffrec,0.022198268320406372,0.0,0.0,0.0,0.029411764705882353,0.011764705882352941,0.9588235294117647,0.011764705882352941
retailrocket,1,tifuknn,fpmc,0.0639895673925372,0.0,0.0,0.0,0.08823529411764706,0.0058823529411764705,0.9058823529411765,0.0058823529411764705
retailrocket,1,tifuknn,triple2vec,-0.0058823529411764705,0.0,0.0,0.0,0.011764705882352941,0.01764705882352941,0.9705882352941176,0.011764705882352941
retailrocket,1,tifuknn,sets2sets,0.0068268142453154395,0.0,0.0,0.0,0.023529411764705882,0.01764705882352941,0.9588235294117647,0.01764705882352941
retailrocket,1,tifuknn,dnntsp,0.4796415661850454,0.3414673591002034,0.0,1.0,0.5117647058823529,0.011764705882352941,0.4764705882352941,0.011764705882352941
retailrocket,1,tifuknn,cbp,0.0009444613041389686,0.0,0.0,0.0,0.023529411764705882,0.023529411764705882,0.9529411764705882,0.023529411764705882
retailrocket,1,tifuknn,diffrec,0.00455120949687696,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.9411764705882353,0.029411764705882353
retailrocket,1,fpmc,triple2vec,-0.06987192033371366,0.0,-0.029608191096585912,0.0,0.0058823529411764705,0.1,0.8941176470588236,0.0058823529411764705
retailrocket,1,fpmc,sets2sets,-0.05716275314722174,0.0,0.0,0.0,0.01764705882352941,0.08823529411764706,0.8941176470588236,0.01764705882352941
retailrocket,1,fpmc,dnntsp,0.41565199879250814,0.0,0.0,1.0,0.4411764705882353,0.029411764705882353,0.5294117647058824,0.029411764705882353
retailrocket,1,fpmc,cbp,-0.06304510608839821,0.0,0.0,0.0,0.011764705882352941,0.09411764705882353,0.8941176470588236,0.011764705882352941
retailrocket,1,fpmc,diffrec,-0.059438357895660224,0.0,-0.30038974039664046,0.0,0.023529411764705882,0.10588235294117647,0.8705882352941177,0.023529411764705882
retailrocket,1,triple2vec,sets2sets,0.01270916718649191,0.0,0.0,0.0,0.029411764705882353,0.01764705882352941,0.9529411764705882,0.01764705882352941
retailrocket,1,triple2vec,dnntsp,0.48552391912622184,0.3414673591002034,0.0,1.0,0.5176470588235295,0.0058823529411764705,0.4764705882352941,0.0058823529411764705
retailrocket,1,triple2vec,cbp,0.0068268142453154395,0.0,0.0,0.0,0.023529411764705882,0.01764705882352941,0.9588235294117647,0.01764705882352941
retailrocket,1,triple2vec,diffrec,0.01043356243805343,0.0,0.0,0.0,0.029411764705882353,0.023529411764705882,0.9470588235294117,0.023529411764705882
retailrocket,1,sets2sets,dnntsp,0.47281475193972994,0.2653606369886218,0.0,1.0,0.5058823529411764,0.01764705882352941,0.4764705882352941,0.01764705882352941
retailrocket,1,sets2sets,cbp,-0.0058823529411764705,0.0,0.0,0.0,0.0058823529411764705,0.011764705882352941,0.9823529411764705,0.0058823529411764705
retailrocket,1,sets2sets,diffrec,-0.00227560474843848,0.0,0.0,0.0,0.023529411764705882,0.029411764705882353,0.9470588235294117,0.023529411764705882
retailrocket,1,dnntsp,cbp,-0.4786971048809064,-0.2653606369886218,-1.0,0.0,0.011764705882352941,0.5117647058823529,0.4764705882352941,0.011764705882352941
retailrocket,1,dnntsp,diffrec,-0.47509035668816835,-0.2653606369886218,-1.0,0.0,0.011764705882352941,0.5117647058823529,0.4764705882352941,0.011764705882352941
retailrocket,1,cbp,diffrec,0.0036067481927379904,0.0,0.0,0.0,0.01764705882352941,0.01764705882352941,0.9647058823529412,0.01764705882352941
retailrocket,2,recency,frequency,-0.004592706470495313,0.0,0.0,0.0,0.0058823529411764705,0.0058823529411764705,0.9882352941176471,0.0058823529411764705
retailrocket,2,recency,racf,0.012010145136523572,0.0,0.0,0.0,0.041176470588235294,0.0058823529411764705,0.9529411764705882,0.0058823529411764705
retailrocket,2,recency,tifuknn,0.005138806687869938,0.0,0.0,0.0,0.03529411764705882,0.0058823529411764705,0.9588235294117647,0.0058823529411764705
retailrocket,2,recency,fpmc,0.08112180154870728,0.0,0.0,0.22712888327896294,0.11176470588235295,0.0,0.888235294117647,0.0
retailrocket,2,recency,triple2vec,0.0075437832594799446,0.0,0.0,0.0,0.041176470588235294,0.01764705882352941,0.9411764705882353,0.01764705882352941
retailrocket,2,recency,sets2sets,0.018234656014522392,0.0,0.0,0.0,0.052941176470588235,0.0058823529411764705,0.9411764705882353,0.0058823529411764705
retailrocket,2,recency,dnntsp,0.4277533273203873,0.0,0.0,1.0,0.4823529411764706,0.023529411764705882,0.49411764705882355,0.023529411764705882
retailrocket,2,recency,cbp,0.00040463036431729655,0.0,0.0,0.0,0.047058823529411764,0.023529411764705882,0.9294117647058824,0.023529411764705882
retailrocket,2,recency,diffrec,0.0096866828411922,0.0,0.0,0.0,0.052941176470588235,0.011764705882352941,0.9352941176470588,0.011764705882352941
retailrocket,2,frequency,racf,0.01660285160701888,0.0,0.0,0.0,0.041176470588235294,0.0058823529411764705,0.9529411764705882,0.0058823529411764705
retailrocket,2,frequency,tifuknn,0.00973151315836525,0.0,0.0,0.0,0.03529411764705882,0.011764705882352941,0.9529411764705882,0.011764705882352941
retailrocket,2,frequency,fpmc,0.08571450801920259,0.0,0.0,0.2498607074336938,0.11176470588235295,0.0058823529411764705,0.8823529411764706,0.0058823529411764705
retailrocket,2,frequency,triple2vec,0.012136489729975258,0.0,0.0,0.0,0.047058823529411764,0.01764705882352941,0.9352941176470588,0.01764705882352941
retailrocket,2,frequency,sets2sets,0.022827362485017703,0.0,0.0,0.0,0.052941176470588235,0.011764705882352941,0.9352941176470588,0.011764705882352941
retailrocket,2,frequency,dnntsp,0.4323460337908826,0.0,0.0,1.0,0.48823529411764705,0.023529411764705882,0.48823529411764705,0.023529411764705882
retailrocket,2,frequency,cbp,0.004997336834812609,0.0,0.0,0.0,0.047058823529411764,0.01764705882352941,0.9352941176470588,0.01764705882352941
retailrocket,2,frequency,diffrec,0.01427938931168751,0.0,0.0,0.0,0.052941176470588235,0.0058823529411764705,0.9411764705882353,0.0058823529411764705
retailrocket,2,racf,tifuknn,-0.006871338448653632,0.0,0.0,0.0,0.0058823529411764705,0.01764705882352941,0.9764705882352941,0.0058823529411764705
retailrocket,2,racf,fpmc,0.06911165641218371,0.0,0.0,0.0,0.09411764705882353,0.011764705882352941,0.8941176470588236,0.011764705882352941
retailrocket,2,racf,triple2vec,-0.0044663618770436255,0.0,0.0,0.0,0.0058823529411764705,0.011764705882352941,0.9823529411764705,0.0058823529411764705
retailrocket,2,racf,sets2sets,0.006224510877998819,0.0,0.0,0.0,0.011764705882352941,0.0058823529411764705,0.9823529411764705,0.0058823529411764705
retailrocket,2,racf,dnntsp,0.41574318218386364,0.0,0.0,1.0,0.47058823529411764,0.023529411764705882,0.5058823529411764,0.023529411764705882
retailrocket,2,racf,cbp,-0.011605514772206275,0.0,0.0,0.0,0.01764705882352941,0.023529411764705882,0.9588235294117647,0.01764705882352941
retailrocket,2,racf,diffrec,-0.0023234622953313714,0.0,0.0,0.0,0.029411764705882353,0.01764705882352941,0.9529411764705882,0.01764705882352941
retailrocket,2,tifuknn,fpmc,0.07598299486083736,0.0,0.0,0.011701517252643168,0.1,0.0,0.9,0.0
retailrocket,2,tifuknn,triple2vec,0.0024049765716100077,0.0,0.0,0.0,0.01764705882352941,0.01764705882352941,0.9647058823529412,0.01764705882352941
retailrocket,2,tifuknn,sets2sets,0.013095849326652451,0.0,0.0,0.0,0.023529411764705882,0.0058823529411764705,0.9705882352941176,0.0058823529411764705
retailrocket,2,tifuknn,dnntsp,0.42261452063251737,0.0,0.0,1.0,0.47058823529411764,0.01764705882352941,0.5117647058823529,0.01764705882352941
retailrocket,2,tifuknn,cbp,-0.0047341763235526435,0.0,0.0,0.0,0.01764705882352941,0.01764705882352941,0.9647058823529412,0.01764705882352941
retailrocket,2,tifuknn,diffrec,0.0045478761533222604,0.0,0.0,0.0,0.029411764705882353,0.011764705882352941,0.9588235294117647,0.011764705882352941
retailrocket,2,fpmc,triple2vec,-0.07357801828922735,0.0,-0.17850657210429358,0.0,0.011764705882352941,0.10588235294117647,0.8823529411764706,0.011764705882352941
retailrocket,2,fpmc,sets2sets,-0.0628871455341849,0.0,0.0,0.0,0.0058823529411764705,0.08823529411764706,0.9058823529411765,0.0058823529411764705
retailrocket,2,fpmc,dnntsp,0.34663152577168,0.0,0.0,1.0,0.38823529411764707,0.029411764705882353,0.5823529411764706,0.029411764705882353
retailrocket,2,fpmc,cbp,-0.08071717118439,0.0,-0.227128883278963,0.0,0.011764705882352941,0.10588235294117647,0.8823529411764706,0.011764705882352941
retailrocket,2,fpmc,diffrec,-0.0714351187075151,0.0,0.0,0.0,0.011764705882352941,0.08823529411764706,0.9,0.011764705882352941
retailrocket,2,triple2vec,sets2sets,0.010690872755042444,0.0,0.0,0.0,0.023529411764705882,0.0058823529411764705,0.9705882352941176,0.0058823529411764705
retailrocket,2,triple2vec,dnntsp,0.42020954406090727,0.0,0.0,1.0,0.4764705882352941,0.01764705882352941,0.5058823529411764,0.01764705882352941
retailrocket,2,triple2vec,cbp,-0.00713915289516265,0.0,0.0,0.0,0.023529411764705882,0.01764705882352941,0.9588235294117647,0.01764705882352941
retailrocket,2,triple2vec,diffrec,0.002142899581712255,0.0,0.0,0.0,0.041176470588235294,0.01764705882352941,0.9411764705882353,0.01764705882352941
retailrocket,2,sets2sets,dnntsp,0.4095186713058649,0.0,0.0,1.0,0.4588235294117647,0.023529411764705882,0.5176470588235295,0.023529411764705882
retailrocket,2,sets2sets,cbp,-0.017830025650205094,0.0,0.0,0.0,0.011764705882352941,0.029411764705882353,0.9588235294117647,0.011764705882352941
