dataset,keyset,method_a,method_b,mean_delta,median_delta,p10_delta,p90_delta,a_better_share,b_better_share,tie_share,two_sided_share
dunnhumby,1,frequency,cbp,-7.410269791195746e-05,0.0,0.0,0.0,0.06349911190053285,0.07060390763765542,0.8658969804618117,0.06349911190053285
dunnhumby,1,frequency,diffrec,0.014847258931081912,0.0,-0.11701517252643828,0.169580102636808,0.2313499111900533,0.15563943161634103,0.6130106571936057,0.15563943161634103
dunnhumby,1,racf,tifuknn,0.0096242503654507,0.0,-0.1251739405390885,0.1460683498427064,0.20648312611012434,0.1649644760213144,0.6285523978685613,0.1649644760213144
dunnhumby,1,racf,fpmc,0.13013557268638723,0.0,-0.014863272330364663,0.48522855511632274,0.43539076376554176,0.10079928952042629,0.463809946714032,0.10079928952042629
dunnhumby,1,racf,triple2vec,0.014413495671504854,0.0,-0.06791791489182114,0.14606834984270647,0.2202486678507993,0.14631438721136766,0.6334369449378331,0.14631438721136766
dunnhumby,1,racf,sets2sets,0.08865355163057441,0.0,-0.1460683498427064,0.4024473678941367,0.37633214920071045,0.158303730017762,0.46536412078152756,0.158303730017762
dunnhumby,1,racf,dnntsp,0.052945590885110534,0.0,-0.1312050775123417,0.3156484524795144,0.32571047957371224,0.16163410301953818,0.5126554174067496,0.16163410301953818
dunnhumby,1,racf,cbp,0.002737543326364061,0.0,0.0,0.0,0.09635879218472469,0.09569271758436945,0.8079484902309059,0.09569271758436945
dunnhumby,1,racf,diffrec,0.017658904955357935,0.0,-0.0855935969568913,0.16958010263680798,0.23423623445825933,0.14986678507992895,0.6158969804618117,0.14986678507992895
dunnhumby,1,tifuknn,fpmc,0.12051132232093649,0.0,0.0,0.4692787260227564,0.4296181172291297,0.09569271758436945,0.4746891651865009,0.09569271758436945
dunnhumby,1,tifuknn,triple2vec,0.004789245306054152,0.0,-0.14606834984270645,0.169580102636808,0.2246891651865009,0.19649200710479572,0.5788188277087034,0.19649200710479572
dunnhumby,1,tifuknn,sets2sets,0.0790293012651237,0.0,-0.1460683498427064,0.3868528072345415,0.3672291296625222,0.15652753108348136,0.4762433392539964,0.15652753108348136
dunnhumby,1,tifuknn,dnntsp,0.04332134051965983,0.0,-0.14407766125137167,0.2947540431758966,0.3099467140319716,0.17229129662522202,0.5177619893428064,0.17229129662522202
dunnhumby,1,tifuknn,cbp,-0.00688670703908664,0.0,-0.14003721286945325,0.12517394053908865,0.16518650088809947,0.2033747779751332,0.6314387211367674,0.16518650088809947
dunnhumby,1,tifuknn,diffrec,0.008034654589907228,0.0,-0.13738757226231976,0.169580102636808,0.23268206039076378,0.1902753108348135,0.5770426287744227,0.1902753108348135
dunnhumby,1,fpmc,triple2vec,-0.11572207701488237,0.0,-0.4852285551163225,0.08278118722218586,0.12766429840142096,0.41185612788632325,0.4604795737122558,0.12766429840142096
dunnhumby,1,fpmc,sets2sets,-0.04148202105581281,0.0,-0.339160205273616,0.2139862647345275,0.19849023090586146,0.3163854351687389,0.48512433392539966,0.19849023090586146
dunnhumby,1,fpmc,dnntsp,-0.07718998180127666,0.0,-0.36870309504097093,0.1251739405390885,0.12921847246891652,0.35634991119005327,0.5144316163410302,0.12921847246891652
dunnhumby,1,fpmc,cbp,-0.12739802936002315,0.0,-0.4852285551163226,0.023511752794101597,0.10346358792184725,0.4313943161634103,0.4651420959147424,0.10346358792184725
dunnhumby,1,fpmc,diffrec,-0.11247666773102927,0.0,-0.4468535299918563,0.0,0.09835701598579041,0.41429840142095914,0.4873445825932504,0.09835701598579041
dunnhumby,1,triple2vec,sets2sets,0.07424005595906955,0.0,-0.169580102636808,0.40707812016543726,0.3641207815275311,0.18450266429840143,0.45137655417406747,0.18450266429840143
dunnhumby,1,triple2vec,dnntsp,0.038532095213605684,0.0,-0.1695801026368081,0.3007851801491499,0.30350799289520425,0.20004440497335702,0.49644760213143874,0.20004440497335702
dunnhumby,1,triple2vec,cbp,-0.01167595234514079,0.0,-0.14606834984270642,0.0679179148918212,0.1483126110124334,0.2191385435168739,0.6325488454706927,0.1483126110124334
dunnhumby,1,triple2vec,diffrec,0.0032454092838530763,0.0,-0.169580102636808,0.16958010263680812,0.22513321492007105,0.22291296625222023,0.5519538188277087,0.22291296625222023
dunnhumby,1,sets2sets,dnntsp,-0.03570796074546387,0.0,-0.3156484524795144,0.169580102636808,0.18494671403197158,0.29307282415630553,0.5219804618117229,0.18494671403197158
dunnhumby,1,sets2sets,cbp,-0.08591600830421035,0.0,-0.40707812016543726,0.1460683498427064,0.15852575488454707,0.37677619893428066,0.4646980461811723,0.15852575488454707
dunnhumby,1,sets2sets,diffrec,-0.07099464667521647,0.0,-0.3835663673713355,0.14606834984270645,0.1700710479573712,0.35457371225577267,0.4753552397868561,0.1700710479573712
dunnhumby,1,dnntsp,cbp,-0.05020804755874648,0.0,-0.30078518014914996,0.1312050775123417,0.163854351687389,0.3210479573712256,0.5150976909413855,0.163854351687389
dunnhumby,1,dnntsp,diffrec,-0.0352866859297526,0.0,-0.23749801752862926,0.1460683498427065,0.18872113676731794,0.29307282415630553,0.5182060390763765,0.18872113676731794
dunnhumby,1,cbp,diffrec,0.014921361628993872,0.0,-0.1312050775123417,0.16958010263680806,0.23978685612788633,0.16096802841918295,0.5992451154529307,0.16096802841918295
dunnhumby,2,recency,frequency,-0.09654798712316556,0.0,-0.3984296397017003,0.060790613896566696,0.12144760213143872,0.3932060390763766,0.48534635879218474,0.12144760213143872
dunnhumby,2,recency,racf,-0.09853076490016234,0.0,-0.421941392495802,0.06452763104835582,0.125,0.39831261101243337,0.47668738898756663,0.125
dunnhumby,2,recency,tifuknn,-0.09081803485487426,0.0,-0.36267195806771774,0.01486327233036469,0.102797513321492,0.3812166962699822,0.5159857904085258,0.102797513321492
dunnhumby,2,recency,fpmc,0.032973826170522115,0.0,-0.19309185543090962,0.3007851801491498,0.2821936056838366,0.18050621669626998,0.5373001776198935,0.18050621669626998
dunnhumby,2,recency,triple2vec,-0.08404583111605682,0.0,-0.3903800499921016,0.1312050775123417,0.1460923623445826,0.37122557726465366,0.4826820603907638,0.1460923623445826
dunnhumby,2,recency,sets2sets,-0.00990491482128281,0.0,-0.2772734273550482,0.2346393630113782,0.23068383658969804,0.27575488454706926,0.4935612788632327,0.23068383658969804
dunnhumby,2,recency,dnntsp,-0.057053677524798146,0.0,-0.36312388030733306,0.169580102636808,0.17273534635879217,0.3339253996447602,0.4933392539964476,0.17273534635879217
dunnhumby,2,recency,cbp,-0.09775399894481689,0.0,-0.39842963970170037,0.04910050325059307,0.11856127886323269,0.39853463587921845,0.48290408525754885,0.11856127886323269
dunnhumby,2,recency,diffrec,-0.08105802566672744,0.0,-0.38356636737133576,0.1251739405390885,0.13521314387211367,0.37300177619893427,0.49178507992895204,0.13521314387211367
dunnhumby,2,frequency,racf,-0.0019827777769967805,0.0,0.0,0.0,0.07571047957371226,0.08570159857904085,0.8385879218472468,0.07571047957371226
dunnhumby,2,frequency,tifuknn,0.005729952268291294,0.0,-0.1251739405390885,0.13120507751234178,0.20093250444049734,0.16718472468916518,0.6318827708703375,0.16718472468916518
dunnhumby,2,frequency,fpmc,0.12952181329368767,0.0,-0.023511752794101615,0.4912596920895759,0.4325044404973357,0.102797513321492,0.4646980461811723,0.102797513321492
dunnhumby,2,frequency,triple2vec,0.012502156007108734,0.0,-0.08278118722218586,0.1460683498427064,0.211145648312611,0.15208703374777977,0.6367673179396093,0.15208703374777977
dunnhumby,2,frequency,sets2sets,0.08664307230188274,0.0,-0.13120507751234178,0.4024473678941368,0.375,0.15208703374777977,0.47291296625222023,0.15208703374777977
dunnhumby,2,frequency,dnntsp,0.03949430959836741,0.0,-0.13120507751234178,0.2463023887407299,0.2879662522202487,0.17895204262877443,0.5330817051509769,0.17895204262877443
dunnhumby,2,frequency,cbp,-0.0012060118216513467,0.0,0.0,0.0,0.05661634103019538,0.06838365896980461,0.875,0.05661634103019538
dunnhumby,2,frequency,diffrec,0.015489961456438108,0.0,-0.08679891541462229,0.16914433272710125,0.23468028419182949,0.15053285968028418,0.6147868561278863,0.15053285968028418
dunnhumby,2,racf,tifuknn,0.0077127300452880755,0.0,-0.10769332471824017,0.14003721286945325,0.20115452930728242,0.163854351687389,0.6349911190053286,0.163854351687389
dunnhumby,2,racf,fpmc,0.13150459107068443,0.0,-0.022726549746956436,0.49309183253291516,0.436056838365897,0.10324156305506217,0.46070159857904086,0.10324156305506217
dunnhumby,2,racf,triple2vec,0.014484933784105513,0.0,-0.0617535089293436,0.1460683498427064,0.21203374777975134,0.14431616341030196,0.6436500888099467,0.14431616341030196
dunnhumby,2,racf,sets2sets,0.08862585007887953,0.0,-0.1312050775123417,0.40707812016543726,0.37544404973357015,0.15097690941385436,0.47357904085257546,0.15097690941385436
dunnhumby,2,racf,dnntsp,0.041477087375364194,0.0,-0.13120507751234178,0.2463023887407299,0.2877442273534636,0.1716252220248668,0.5406305506216696,0.1716252220248668
dunnhumby,2,racf,cbp,0.0007767659553454337,0.0,0.0,0.0,0.09658081705150977,0.09635879218472469,0.8070603907637656,0.09635879218472469
dunnhumby,2,racf,diffrec,0.01747273923343489,0.0,-0.08278118722218586,0.16914433272710125,0.24200710479573712,0.1492007104795737,0.6087921847246892,0.1492007104795737
dunnhumby,2,tifuknn,fpmc,0.12379186102539637,0.0,0.0,0.4703652827859578,0.42539964476021314,0.09502664298401421,0.47957371225577267,0.09502664298401421
dunnhumby,2,tifuknn,triple2vec,0.006772203738817439,0.0,-0.14606834984270645,0.169580102636808,0.21847246891651864,0.20004440497335702,0.5814831261101243,0.20004440497335702
dunnhumby,2,tifuknn,sets2sets,0.08091312003359145,0.0,-0.1312050775123417,0.38356636737133576,0.3641207815275311,0.14498223801065718,0.49089698046181174,0.14498223801065718
dunnhumby,2,tifuknn,dnntsp,0.033764357330076114,0.0,-0.14606834984270642,0.2346393630113782,0.27708703374777977,0.18450266429840143,0.5384103019538188,0.18450266429840143
dunnhumby,2,tifuknn,cbp,-0.00693596408994264,0.0,-0.13120507751234178,0.10629294001628746,0.1649644760213144,0.20159857904085257,0.6334369449378331,0.1649644760213144
dunnhumby,2,tifuknn,diffrec,0.009760009188146814,0.0,-0.14407766125137167,0.169580102636808,0.23179396092362345,0.18339253996447602,0.5848134991119005,0.18339253996447602
dunnhumby,2,fpmc,triple2vec,-0.11701965728657894,0.0,-0.48522855511632257,0.08139928679641507,0.12189165186500889,0.4098579040852576,0.4682504440497336,0.12189165186500889
dunnhumby,2,fpmc,sets2sets,-0.04287874099180493,0.0,-0.339160205273616,0.19047451194042597,0.18738898756660746,0.30794849023090587,0.5046625222024866,0.18738898756660746
dunnhumby,2,fpmc,dnntsp,-0.09002750369532025,0.0,-0.3903800499921016,0.1251739405390885,0.1238898756660746,0.3738898756660746,0.5022202486678508,0.1238898756660746
dunnhumby,2,fpmc,cbp,-0.13072782511533904,0.0,-0.48945035099759976,0.01486327233036469,0.10079928952042629,0.43405861456483125,0.4651420959147424,0.10079928952042629
dunnhumby,2,fpmc,diffrec,-0.11403185183724958,0.0,-0.44082239301860304,0.0,0.09857904085257549,0.41429840142095914,0.48712255772646534,0.09857904085257549
dunnhumby,2,triple2vec,sets2sets,0.07414091629477401,0.0,-0.169580102636808,0.3903800499921016,0.35324156305506216,0.17939609236234458,0.46736234458259324,0.17939609236234458
dunnhumby,2,triple2vec,dnntsp,0.026992153591258675,0.0,-0.16958010263680812,0.2667833086826897,0.2697602131438721,0.2146980461811723,0.5155417406749556,0.2146980461811723
dunnhumby,2,triple2vec,cbp,-0.01370816782876008,0.0,-0.1460683498427064,0.0679179148918212,0.14742451154529307,0.21580817051509768,0.6367673179396093,0.14742451154529307
dunnhumby,2,triple2vec,diffrec,0.0029878054493293737,0.0,-0.169580102636808,0.16958010263680812,0.2357904085257549,0.21158969804618116,0.552619893428064,0.21158969804618116
dunnhumby,2,sets2sets,dnntsp,-0.04714876270351533,0.0,-0.32351172989610627,0.1460683498427064,0.16296625222024866,0.29951154529307283,0.5375222024866785,0.16296625222024866
dunnhumby,2,sets2sets,cbp,-0.08784908412353408,0.0,-0.4070781201654373,0.13120507751234178,0.15053285968028418,0.37788632326820604,0.4715808170515098,0.15053285968028418
dunnhumby,2,sets2sets,diffrec,-0.07115311084544464,0.0,-0.3835663673713355,0.1460683498427064,0.1614120781527531,0.35257548845470693,0.48601243339253997,0.1614120781527531
dunnhumby,2,dnntsp,cbp,-0.040700321420018754,0.0,-0.2523612898589939,0.13120507751234178,0.1747335701598579,0.29240674955595025,0.5328596802841918,0.1747335701598579
dunnhumby,2,dnntsp,diffrec,-0.0240043481419293,0.0,-0.21398626473452764,0.169580102636808,0.20293072824156305,0.2599911190053286,0.5370781527531083,0.20293072824156305
dunnhumby,2,cbp,diffrec,0.016695973278089457,0.0,-0.08679891541462226,0.169580102636808,0.2400088809946714,0.15053285968028418,0.6094582593250444,0.15053285968028418
instacart,0,recency,frequency,-0.15414382184231099,-0.1312050775123417,-0.529634717214042,0.13120507751234178,0.1607662463627546,0.5865664403491756,0.25266731328806985,0.1607662463627546
instacart,0,recency,racf,-0.15532757597716434,-0.1312050775123417,-0.529634717214042,0.13120507751234178,0.16125121241513093,0.5926285160038798,0.24612027158098934,0.16125121241513093
instacart,0,recency,tifuknn,-0.1442475594487966,-0.08679891541462226,-0.5087403079104241,0.1251739405390886,0.15761396702230843,0.5628031037827352,0.27958292919495636,0.15761396702230843
instacart,0,recency,fpmc,0.15162978188875606,0.10769332471824017,-0.1681275362711174,0.529634717214042,0.5395247332686712,0.15373423860329777,0.30674102812803106,0.15373423860329777
instacart,0,recency,triple2vec,-0.09996028513785055,0.0,-0.48522855511632274,0.2139862647345275,0.22478176527643065,0.4980601357904947,0.2771580989330747,0.22478176527643065
instacart,0,recency,sets2sets,-0.019221210976647307,0.0,-0.421941392495802,0.3835663673713355,0.3486905916585839,0.4105237633365664,0.24078564500484967,0.3486905916585839
instacart,0,recency,dnntsp,-0.09273315660236757,-0.02089440930361791,-0.47003931575699737,0.21398626473452753,0.24733268671193018,0.5109117361784675,0.24175557710960233,0.24733268671193018
instacart,0,recency,cbp,-0.15070877488349949,-0.1312050775123417,-0.527825376122066,0.1460683498427064,0.17070805043646944,0.5797769156159069,0.24951503394762367,0.17070805043646944
instacart,0,recency,diffrec,-0.06379341296243585,0.0,-0.38356636737133565,0.2139862647345275,0.25460717749757517,0.459262851600388,0.28612997090203685,0.25460717749757517
instacart,0,frequency,racf,-0.0011837541348533379,0.0,-0.014863272330364663,0.0,0.09917555771096023,0.10838991270611058,0.7924345295829291,0.09917555771096023
instacart,0,frequency,tifuknn,0.009896262393514389,0.0,-0.13120507751234178,0.14606834984270645,0.2677012609117362,0.20708050436469447,0.5252182347235693,0.20708050436469447
instacart,0,frequency,fpmc,0.30577360373106705,0.3007851801491498,0.0,0.7227265726449518,0.7228419010669254,0.07492725509214355,0.20223084384093112,0.07492725509214355
instacart,0,frequency,triple2vec,0.05418353670446043,0.0,-0.06791791489182109,0.25517369959370045,0.34602327837051405,0.15518913676042678,0.49878758486905916,0.15518913676042678
instacart,0,frequency,sets2sets,0.13492261086566368,0.0679179148918212,-0.15290748921446737,0.4894503509976015,0.5475266731328807,0.19762366634335596,0.25484966052376334,0.19762366634335596
instacart,0,frequency,dnntsp,0.061410665239943416,0.0,-0.13120507751234178,0.2902950614767913,0.4384093113482056,0.21217264791464596,0.3494180407371484,0.21217264791464596
instacart,0,frequency,cbp,0.003435046958811513,0.0,-0.023511752794101615,0.0444061620977195,0.13821532492725508,0.12269641125121242,0.7390882638215325,0.12269641125121242
instacart,0,frequency,diffrec,0.09035040887987514,0.0,-0.14407766125137184,0.36870309504097093,0.481086323957323,0.2075654704170708,0.3113482056256062,0.2075654704170708
instacart,0,racf,tifuknn,0.011080016528367726,0.0,-0.13120507751234178,0.14606834984270645,0.27618816682832203,0.21241513094083414,0.5113967022308439,0.21241513094083414
instacart,0,racf,fpmc,0.3069573578659204,0.3007851801491499,0.0,0.7227265726449518,0.7242967992240543,0.07589718719689621,0.19980601357904948,0.07589718719689621
instacart,0,racf,triple2vec,0.055367290839313764,0.0,-0.061442547954487114,0.25637901805143026,0.3486905916585839,0.1571290009699321,0.494180407371484,0.1571290009699321
instacart,0,racf,sets2sets,0.136106365000517,0.07304638368071681,-0.14606834984270645,0.48522855511632274,0.5489815712900097,0.1915615906886518,0.2594568380213385,0.1915615906886518
instacart,0,racf,dnntsp,0.06259441937479676,0.0,-0.13120507751234178,0.27727342735504823,0.4444713870029098,0.20732298739088265,0.34820562560620755,0.20732298739088265
instacart,0,racf,cbp,0.004618801093664851,0.0,-0.0444061620977195,0.05834349269154742,0.16343355965082446,0.14718719689621726,0.6893792434529583,0.14718719689621726
instacart,0,racf,diffrec,0.09153416301472848,0.0,-0.13120507751234178,0.368703095040971,0.48181377303588746,0.2002909796314258,0.3178952473326867,0.2002909796314258
instacart,0,tifuknn,fpmc,0.2958773413375526,0.29608191096586517,0.0,0.7227265726449518,0.7070805043646945,0.0848690591658584,0.20805043646944713,0.0848690591658584
instacart,0,tifuknn,triple2vec,0.044287274310946034,0.0,-0.1251739405390886,0.22629438553091685,0.3312318137730359,0.19544131910766246,0.47332686711930166,0.19544131910766246
instacart,0,tifuknn,sets2sets,0.12502634847214927,0.044406162097719526,-0.169580102636808,0.470365282785958,0.5344325897187197,0.2061105722599418,0.2594568380213385,0.2061105722599418
instacart,0,tifuknn,dnntsp,0.05151440284642903,0.0,-0.169580102636808,0.2960819109658654,0.4245877788554801,0.25872938894277403,0.31668283220174587,0.25872938894277403
instacart,0,tifuknn,cbp,-0.0064612154347028754,0.0,-0.14606834984270645,0.13120507751234178,0.21847720659553832,0.26794374393792436,0.5135790494665373,0.21847720659553832
instacart,0,tifuknn,diffrec,0.08045414648636075,0.0,-0.16958010263680806,0.3631238803073334,0.4667798254122211,0.2405431619786615,0.2926770126091174,0.2405431619786615
instacart,0,fpmc,triple2vec,-0.2515900670266066,-0.2139862647345275,-0.6992148198508501,0.1251739405390885,0.12148399612027158,0.6464597478176528,0.23205625606207567,0.12148399612027158
instacart,0,fpmc,sets2sets,-0.17085099286540337,-0.13120507751234178,-0.6131471927654584,0.19309185543090962,0.19228903976721629,0.5526188166828322,0.2550921435499515,0.19228903976721629
instacart,0,fpmc,dnntsp,-0.24436293849112362,-0.21398626473452748,-0.6548086577531308,0.0,0.0986905916585839,0.6614936954413191,0.23981571290009698,0.0986905916585839
instacart,0,fpmc,cbp,-0.3023385567722555,-0.2960819109658651,-0.7227265726449518,0.0,0.07856450048496605,0.7192046556741029,0.20223084384093112,0.07856450048496605
instacart,0,fpmc,diffrec,-0.21542319485119188,-0.169580102636808,-0.59152149513261,0.0,0.0950533462657614,0.623666343355965,0.2812803103782735,0.0950533462657614
instacart,0,triple2vec,sets2sets,0.08073907416120324,0.0,-0.2139862647345275,0.3903800499921016,0.47162948593598447,0.2332686711930165,0.29510184287099905,0.2332686711930165
instacart,0,triple2vec,dnntsp,0.007227128535482991,0.0,-0.23146688055537604,0.23463936301137822,0.3537827352085354,0.31328806983511154,0.33292919495635304,0.31328806983511154
instacart,0,triple2vec,cbp,-0.05074848974564892,0.0,-0.2346393630113782,0.05111236374467912,0.15397672162948595,0.3331716779825412,0.5128516003879728,0.15397672162948595
instacart,0,triple2vec,diffrec,0.03616687217541471,0.0,-0.27727342735504823,0.36331756126716835,0.40809893307468476,0.314015518913676,0.27788554801163917,0.314015518913676
instacart,0,sets2sets,dnntsp,-0.07351194562572025,0.0,-0.4414924137367809,0.2346393630113782,0.2786129970902037,0.47793404461687683,0.2434529582929195,0.2786129970902037
instacart,0,sets2sets,cbp,-0.13148756390685215,-0.06328716262052059,-0.48522855511632257,0.1460683498427065,0.1937439379243453,0.545101842870999,0.26115421920465565,0.1937439379243453
instacart,0,sets2sets,diffrec,-0.04457220198578854,0.0,-0.47036528278595785,0.3626719580677178,0.33365664403491757,0.4532007759456838,0.21314258001939865,0.33365664403491757
instacart,0,dnntsp,cbp,-0.057975618281131916,0.0,-0.27727342735504823,0.13120507751234178,0.2162948593598448,0.4321047526673133,0.3516003879728419,0.2162948593598448
instacart,0,dnntsp,diffrec,0.02893974363993172,0.0,-0.2139862647345275,0.3156484524795144,0.3913676042677013,0.3128031037827352,0.29582929194956353,0.3128031037827352
instacart,0,cbp,diffrec,0.08691536192106362,0.0,-0.14606834984270645,0.368703095040971,0.4806013579049467,0.22017458777885549,0.29922405431619786,0.22017458777885549
instacart,1,recency,frequency,-0.15117542014182295,-0.1251739405390886,-0.5236035802407889,0.14407766125137167,0.16391852570320078,0.5734723569350145,0.26260911736178466,0.16391852570320078
instacart,1,recency,racf,-0.1527230585988531,-0.12517394053908865,-0.5236035802407889,0.14547114326530652,0.1665858389912706,0.5766246362754607,0.25678952473326866,0.1665858389912706
instacart,1,recency,tifuknn,-0.1435852109037246,-0.07817485246961246,-0.5087403079104241,0.1251739405390886,0.15955383123181377,0.5497090203685742,0.290737148399612,0.15955383123181377
instacart,1,recency,fpmc,0.1464816010017994,0.06791791489182111,-0.1460683498427064,0.5147714448836773,0.5257032007759457,0.15397672162948595,0.3203200775945684,0.15397672162948595
instacart,1,recency,triple2vec,-0.13489934603048057,-0.06791791489182103,-0.5147714448836774,0.169580102636808,0.19180407371483996,0.5400096993210475,0.26818622696411254,0.19180407371483996
instacart,1,recency,sets2sets,-0.02409059129289096,0.0,-0.421941392495802,0.3600546145772339,0.3406886517943744,0.4093113482056256,0.25,0.3406886517943744
instacart,1,recency,dnntsp,-0.08613677597418969,-0.006031136973253193,-0.4703652827859579,0.2346393630113782,0.2521823472356935,0.5004849660523764,0.24733268671193018,0.2521823472356935
instacart,1,recency,cbp,-0.15035707076286028,-0.1251739405390885,-0.5236035802407889,0.1460683498427064,0.17216294859359846,0.5722599418040737,0.2555771096023278,0.17216294859359846
instacart,1,recency,diffrec,-0.062563411366562,0.0,-0.3868528072345416,0.21398626473452764,0.2596993210475267,0.4517458777885548,0.2885548011639185,0.2596993210475267
instacart,1,frequency,racf,-0.0015476384570301508,0.0,-0.014863272330364663,0.014863272330364646,0.1016003879728419,0.10717749757516974,0.7912221144519883,0.1016003879728419
instacart,1,frequency,tifuknn,0.00759020923809836,0.0,-0.13120507751234178,0.14606834984270645,0.25533462657613964,0.21023278370514065,0.5344325897187197,0.21023278370514065
instacart,1,frequency,fpmc,0.29765702114362236,0.2772734273550482,0.0,0.7066797369304525,0.7087778855480117,0.06935014548981572,0.22187196896217265,0.06935014548981572
instacart,1,frequency,triple2vec,0.016276074111342374,0.0,-0.1251739405390885,0.14606834984270645,0.25630455868089236,0.17967992240543162,0.5640155189136761,0.17967992240543162
instacart,1,frequency,sets2sets,0.12708482884893202,0.06144254795448709,-0.1547168303064434,0.49125969208957576,0.5373423860329777,0.19786614936954414,0.26479146459747815,0.19786614936954414
instacart,1,frequency,dnntsp,0.06503864416763326,0.0,-0.14606834984270645,0.3198702483607934,0.4478661493695441,0.22090203685742,0.3312318137730359,0.22090203685742
instacart,1,frequency,cbp,0.000818349378962699,0.0,-0.023511752794101615,0.03837502512446633,0.13942774005819591,0.12754607177497576,0.7330261881668283,0.12754607177497576
instacart,1,frequency,diffrec,0.08861200877526094,0.0,-0.13120507751234178,0.360054614577234,0.47938894277400584,0.19495635305528614,0.3256547041707081,0.19495635305528614
instacart,1,racf,tifuknn,0.009137847695128511,0.0,-0.13120507751234178,0.14606834984270645,0.2633365664403492,0.21217264791464596,0.5244907856450048,0.21217264791464596
instacart,1,racf,fpmc,0.2992046596006525,0.27727342735504823,0.0,0.7078633003145871,0.7085354025218235,0.06910766246362754,0.22235693501454898,0.06910766246362754
instacart,1,racf,triple2vec,0.017823712568372525,0.0,-0.1251739405390886,0.1460683498427065,0.271823472356935,0.19350145489815712,0.5346750727449079,0.19350145489815712
instacart,1,racf,sets2sets,0.12863246730596217,0.06144254795448699,-0.1460683498427065,0.4912596920895759,0.5370999030067896,0.19325897187196897,0.2696411251212415,0.19325897187196897
instacart,1,racf,dnntsp,0.06658628262466341,0.0,-0.1460683498427064,0.3156484524795146,0.4459262851600388,0.2257516973811833,0.32832201745877787,0.2257516973811833
instacart,1,racf,cbp,0.0023659878359928496,0.0,-0.044406162097719526,0.06791791489182107,0.16804073714839962,0.15834141610087293,0.6736178467507274,0.15834141610087293
instacart,1,racf,diffrec,0.0901596472322911,0.0,-0.13120507751234178,0.360054614577234,0.47696411251212417,0.19180407371483996,0.3312318137730359,0.19180407371483996
instacart,1,tifuknn,fpmc,0.29006681190552397,0.2772734273550482,0.0,0.7078633003145871,0.6920465567410281,0.07977691561590688,0.22817652764306498,0.07977691561590688
instacart,1,tifuknn,triple2vec,0.008685864873244013,0.0,-0.13120507751234178,0.14606834984270645,0.2635790494665373,0.2390882638215325,0.49733268671193015,0.2390882638215325
instacart,1,tifuknn,sets2sets,0.11949461961083363,0.03837502512446633,-0.169580102636808,0.4703652827859578,0.5223084384093113,0.20077594568380214,0.2769156159068865,0.20077594568380214
instacart,1,tifuknn,dnntsp,0.05744843492953489,0.0,-0.169580102636808,0.32429693294325146,0.4304073714839961,0.2519398642095053,0.3176527643064985,0.2519398642095053
instacart,1,tifuknn,cbp,-0.006771859859135662,0.0,-0.14606834984270645,0.13120507751234178,0.22720659553831232,0.2652764306498545,0.5075169738118331,0.22720659553831232
instacart,1,tifuknn,diffrec,0.0810217995371626,0.0,-0.169580102636808,0.3600546145772341,0.4672647914645975,0.22332686711930164,0.30940834141610085,0.22332686711930164
instacart,1,fpmc,triple2vec,-0.28138094703227995,-0.23749801752862912,-0.7078633003145871,0.0,0.08826382153249272,0.6864694471387003,0.22526673132880698,0.08826382153249272
instacart,1,fpmc,sets2sets,-0.17057219229469037,-0.1312050775123417,-0.6131471927654584,0.16958010263680806,0.18331716779825413,0.5501939864209505,0.26648884578079535,0.18331716779825413
instacart,1,fpmc,dnntsp,-0.23261837697598908,-0.19309185543090962,-0.6548086577531306,0.038375025124466305,0.11105722599418041,0.6387002909796314,0.2502424830261882,0.11105722599418041
instacart,1,fpmc,cbp,-0.29683867176465967,-0.27727342735504823,-0.7078633003145871,0.0,0.07080504364694472,0.70635305528613,0.2228419010669253,0.07080504364694472
instacart,1,fpmc,diffrec,-0.20904501236836143,-0.169580102636808,-0.5708221520732139,0.0,0.08583899127061105,0.6166343355965083,0.2975266731328807,0.08583899127061105
instacart,1,triple2vec,sets2sets,0.11080875473758961,0.02351175279410167,-0.16812753627111748,0.46204449072076276,0.5169738118331717,0.19350145489815712,0.2895247332686712,0.19350145489815712
instacart,1,triple2vec,dnntsp,0.04876257005629088,0.0,-0.16958010263680812,0.30078518014914996,0.4173132880698351,0.25484966052376334,0.32783705140640157,0.25484966052376334
instacart,1,triple2vec,cbp,-0.015457724732379677,0.0,-0.14606834984270645,0.1251739405390885,0.17943743937924345,0.24733268671193018,0.5732298739088264,0.17943743937924345
instacart,1,triple2vec,diffrec,0.07233593466391856,0.0,-0.18179373436003918,0.3835663673713355,0.46241513094083414,0.24515033947623666,0.2924345295829292,0.24515033947623666
instacart,1,sets2sets,dnntsp,-0.06204618468129874,0.0,-0.3903800499921016,0.2436610773771021,0.280552861299709,0.45950533462657617,0.25994180407371487,0.280552861299709
instacart,1,sets2sets,cbp,-0.1262664794699693,-0.060355991191285555,-0.48522855511632257,0.1460683498427065,0.19204655674102813,0.5363724539282251,0.27158098933074687,0.19204655674102813
instacart,1,sets2sets,diffrec,-0.038472820073671046,0.0,-0.4703652827859578,0.360054614577234,0.33438409311348205,0.43525703200775945,0.23035887487875847,0.33438409311348205
instacart,1,dnntsp,cbp,-0.06422029478867056,0.0,-0.32429693294325146,0.14606834984270645,0.22623666343355964,0.44180407371484,0.3319592628516004,0.22623666343355964
