dataset,method_a,method_b,mean_delta,mean_decisive_rate,mean_conditional_a_win_rate,mean_tie_rate
dunnhumby,recency,cbp,-0.09561498329570943,0.5088069863824748,0.22482257697000893,0.49119301361752515
dunnhumby,recency,diffrec,-0.08090878466041689,0.5071788040260509,0.26244439338209946,0.4928211959739491
dunnhumby,recency,dnntsp,-0.05472155117637364,0.5116193013617525,0.346861531180717,0.4883806986382475
dunnhumby,recency,fpmc,0.03248620892540353,0.4635879218472469,0.6056950970153023,0.5364120781527532
dunnhumby,recency,frequency,-0.09491487401053589,0.5056986382474837,0.2285313901356869,0.4943013617525163
dunnhumby,recency,racf,-0.09761801697524479,0.5167258732978094,0.2288246185681854,0.48327412670219067
dunnhumby,recency,sets2sets,-0.010613500806301697,0.5051065719360569,0.45670628006608255,0.4948934280639432
dunnhumby,recency,tifuknn,-0.09018571778104949,0.479869745411486,0.20355462531463575,0.5201302545885139
dunnhumby,recency,triple2vec,-0.08397905838501503,0.5142095914742452,0.2743085848946351,0.4857904085257549
dunnhumby,sets2sets,cbp,-0.08500148248940774,0.5330076968620485,0.29210992567910615,0.4669923031379515
dunnhumby,sets2sets,diffrec,-0.0702952838541152,0.5184280639431617,0.3163011825516056,0.4815719360568384
dunnhumby,sets2sets,dnntsp,-0.04410805037007195,0.4792776791000592,0.3653249353351516,0.5207223208999407
dunnhumby,tifuknn,cbp,-0.005429265514659945,0.36811722912966255,0.45895869748032964,0.6318827708703375
dunnhumby,tifuknn,diffrec,0.009276933120632607,0.4172587329780935,0.5519746764713905,0.5827412670219064
dunnhumby,tifuknn,dnntsp,0.03546416660467585,0.4739490822972173,0.6100339944340222,0.5260509177027827
dunnhumby,tifuknn,fpmc,0.122671926706453,0.5193901716992303,0.821943802751481,0.48060982830076976
dunnhumby,tifuknn,sets2sets,0.0795722169747478,0.5176139727649497,0.7059673120043076,0.48238602723505036
dunnhumby,tifuknn,triple2vec,0.0062066593960344455,0.41992303137951453,0.5325910397947494,0.5800769686204855
dunnhumby,triple2vec,cbp,-0.011635924910694389,0.3661190053285968,0.411538040416837,0.6338809946714031
dunnhumby,triple2vec,diffrec,0.0030702737245981615,0.44760213143872113,0.5089317728532537,0.5523978685612788
dunnhumby,triple2vec,dnntsp,0.02925750720864141,0.49082297217288334,0.5701443481512735,0.5091770278271167
dunnhumby,triple2vec,sets2sets,0.07336555757871334,0.5423327412670219,0.6655140088191782,0.45766725873297814
instacart,cbp,diffrec,0.08566775287567781,0.6953604914322664,0.6865336249791572,0.3046395085677336
instacart,dnntsp,cbp,-0.060441185145251874,0.6598771419333981,0.3409598295874379,0.340122858066602
instacart,dnntsp,diffrec,0.025226567730425944,0.7032816036210798,0.5535840459480856,0.29671839637892017
instacart,fpmc,cbp,-0.29754557116916674,0.7873423860329777,0.0962623005460514,0.2126576139670223
instacart,fpmc,diffrec,-0.21187781829348892,0.7102327837051406,0.12582798186780528,0.28976721629485935
instacart,fpmc,dnntsp,-0.23710438602391484,0.7491108955706434,0.13989281568163067,0.2508891044293566
instacart,fpmc,sets2sets,-0.16681394564883312,0.7332686711930165,0.2555142570544058,0.2667313288069835
instacart,fpmc,triple2vec,-0.25172446488899297,0.7567895247332687,0.1531309321817825,0.24321047526673134
instacart,frequency,cbp,0.0021739982846933686,0.2744099579696088,0.5263619569133744,0.7255900420303911
instacart,frequency,diffrec,0.08784175116037118,0.681700614290333,0.7020839767428843,0.318299385709667
instacart,frequency,dnntsp,0.06261518342994525,0.6572906563207243,0.6678461380151965,0.3427093436792758
instacart,frequency,fpmc,0.2997195694538601,0.7857258325250566,0.9085690057674755,0.2142741674749434
instacart,frequency,racf,-0.0012009865188814942,0.21257678629162624,0.48760141360094394,0.7874232137083738
instacart,frequency,sets2sets,0.132905623805027,0.7381183317167799,0.7372035515019327,0.2618816682832202
instacart,frequency,tifuknn,0.010390772193232417,0.4722761073391529,0.5627865262215603,0.5277238926608471
instacart,frequency,triple2vec,0.047995104564867073,0.48480439702554157,0.6698707377864724,0.5151956029744585
instacart,racf,cbp,0.0033749848035748626,0.32759456838021334,0.5248902914183136,0.6724054316197866
instacart,racf,diffrec,0.08904273767925268,0.677335919818946,0.7052981657996851,0.322664080181054
instacart,racf,dnntsp,0.06381616994882673,0.6578564500484966,0.6681759988673246,0.34214354995150337
instacart,racf,fpmc,0.3009205559727416,0.7866957646298092,0.9096228863359409,0.21330423537019075
instacart,racf,sets2sets,0.13410661032390847,0.7348852247009376,0.7420729725468326,0.2651147752990624
instacart,racf,tifuknn,0.011591758712113912,0.4826220497898481,0.5653339946321334,0.517377950210152
instacart,racf,triple2vec,0.04919609108374858,0.4998383446492079,0.6649826291857824,0.500161655350792
instacart,recency,cbp,-0.15156175866435032,0.7476559974135144,0.22951857578218174,0.2523440025864856
instacart,recency,diffrec,-0.06589400578867251,0.7134658907209829,0.35755157094678164,0.2865341092790171
instacart,recency,dnntsp,-0.09112057351909846,0.7510507597801487,0.32974672349156386,0.2489492402198513
instacart,recency,fpmc,0.1459838125048164,0.6811348205625606,0.7737738016062549,0.31886517943743936
instacart,recency,frequency,-0.1537357569490437,0.741108955706434,0.21814041963439276,0.25889104429356613
instacart,recency,racf,-0.1549367434679252,0.7463627546071775,0.21845298695044532,0.2536372453928225
instacart,recency,sets2sets,-0.020830133144016712,0.7472518590365341,0.4599771917665893,0.25274814096346593
instacart,recency,tifuknn,-0.14334498475581128,0.7110410604591012,0.22122099469019732,0.2889589395408988
instacart,recency,triple2vec,-0.10574065238417658,0.7198512770772713,0.30706293012790586,0.2801487229227288
instacart,sets2sets,cbp,-0.1307316255203336,0.7322179114128677,0.2602867701058352,0.2677820885871322
instacart,sets2sets,diffrec,-0.0450638726446558,0.7768347882314904,0.42651905346080304,0.22316521176850954
instacart,sets2sets,dnntsp,-0.07029044037508174,0.7474943420627223,0.37016628197284,0.2525056579372777
instacart,tifuknn,cbp,-0.008216773908539051,0.49498868412544456,0.44996277031190673,0.5050113158745554
instacart,tifuknn,diffrec,0.07745097896713876,0.6987552537989008,0.6592863976772549,0.30124474620109926
instacart,tifuknn,dnntsp,0.05222441123671282,0.6795182670546396,0.6176193624062866,0.3204817329453605
instacart,tifuknn,fpmc,0.28932879726062766,0.7783705140640156,0.8934628235412555,0.2216294859359845
instacart,tifuknn,sets2sets,0.12251485161179455,0.7279340446168768,0.7234243733787163,0.2720659553831232
instacart,tifuknn,triple2vec,0.03760433237163466,0.5193178144196573,0.6059843908761761,0.4806821855803427
instacart,triple2vec,cbp,-0.04582110628017371,0.47308438409311354,0.3358818132629886,0.5269156159068865
instacart,triple2vec,diffrec,0.039846646595504104,0.7124959586162302,0.5823124369846499,0.2875040413837698
instacart,triple2vec,dnntsp,0.014620078865078162,0.6681215648237956,0.5451151402907852,0.33187843517620436
instacart,triple2vec,sets2sets,0.0849105192401599,0.7010184287099902,0.6771388181972394,0.2989815712900097
retailrocket,cbp,diffrec,0.008037727855542935,0.052941176470588235,0.6444444444444445,0.9470588235294118
retailrocket,dnntsp,cbp,-0.4425208347787833,0.49411764705882355,0.02787216280853752,0.5058823529411764
retailrocket,dnntsp,diffrec,-0.4344831069232404,0.49411764705882355,0.03609647831809155,0.5058823529411764
retailrocket,fpmc,cbp,-0.09592709753645579,0.14705882352941177,0.09739739739739739,0.8529411764705882
retailrocket,fpmc,diffrec,-0.08788936968091286,0.15098039215686276,0.14368139600337743,0.8490196078431372
retailrocket,fpmc,dnntsp,0.34659373724232756,0.4372549019607843,0.9047665623369848,0.5627450980392157
retailrocket,fpmc,sets2sets,-0.09467884770441648,0.1411764705882353,0.08516081871345028,0.8588235294117648
retailrocket,fpmc,triple2vec,-0.09683893280922024,0.14705882352941177,0.06986986986986987,0.8529411764705882
retailrocket,frequency,cbp,0.0058379850453457215,0.0607843137254902,0.7344877344877346,0.9392156862745097
retailrocket,frequency,diffrec,0.013875712900888655,0.06666666666666667,0.7714285714285714,0.9333333333333332
retailrocket,frequency,dnntsp,0.44835881982412906,0.5019607843137255,0.9725956778165225,0.4980392156862745
retailrocket,frequency,fpmc,0.1017650825818015,0.15490196078431373,0.9329059829059828,0.8450980392156863
retailrocket,frequency,racf,0.0014163229091863517,0.049019607843137254,0.7154761904761905,0.9509803921568628
retailrocket,frequency,sets2sets,0.0070862348773850295,0.05882352941176471,0.6973304473304474,0.9411764705882354
retailrocket,frequency,tifuknn,0.0016026050597550317,0.056862745098039215,0.6794871794871794,0.9431372549019607
retailrocket,frequency,triple2vec,0.004926149772581275,0.06470588235294118,0.6582972582972583,0.9352941176470587
retailrocket,racf,cbp,0.004421662136159369,0.049019607843137254,0.5627705627705627,0.9509803921568628
retailrocket,racf,diffrec,0.012459389991702303,0.047058823529411764,0.6686507936507936,0.9529411764705883
retailrocket,racf,dnntsp,0.44694249691494276,0.5,0.9762973137973138,0.5
retailrocket,racf,fpmc,0.10034875967261515,0.14901960784313725,0.9287524366471734,0.8509803921568627
retailrocket,racf,sets2sets,0.005669911968198677,0.03333333333333333,0.5833333333333334,0.9666666666666667
retailrocket,racf,tifuknn,0.00018628215056867817,0.03333333333333333,0.47500000000000003,0.9666666666666667
retailrocket,racf,triple2vec,0.0035098268633949234,0.025490196078431376,0.47222222222222215,0.9745098039215686
retailrocket,recency,cbp,0.012067006483259722,0.06470588235294118,0.7888888888888889,0.9352941176470587
retailrocket,recency,diffrec,0.020104734338802655,0.0803921568627451,0.7542087542087542,0.9196078431372549
retailrocket,recency,dnntsp,0.45458784126204305,0.5078431372549019,0.9730726523665721,0.49215686274509807
retailrocket,recency,fpmc,0.1079941040197155,0.14901960784313725,0.9720588235294118,0.8509803921568627
retailrocket,recency,frequency,0.006229021437914001,0.027450980392156862,0.625,0.9725490196078431
retailrocket,recency,racf,0.007645344347100354,0.060784313725490195,0.7625661375661376,0.9392156862745097
retailrocket,recency,sets2sets,0.01331525631529903,0.05882352941176471,0.8016835016835017,0.9411764705882352
retailrocket,recency,tifuknn,0.007831626497669032,0.03725490196078431,0.9523809523809524,0.9627450980392157
retailrocket,recency,triple2vec,0.011155171210495278,0.06274509803921569,0.711965811965812,0.9372549019607842
retailrocket,sets2sets,cbp,-0.0012482498320393078,0.0392156862745098,0.4396825396825397,0.9607843137254902
retailrocket,sets2sets,diffrec,0.006789478023503627,0.054901960784313725,0.5572390572390572,0.9450980392156861
retailrocket,sets2sets,dnntsp,0.44127258494674404,0.5,0.9645673744056863,0.5
retailrocket,tifuknn,cbp,0.00423537998559069,0.041176470588235294,0.6190476190476191,0.9588235294117647
retailrocket,tifuknn,diffrec,0.012273107841133625,0.060784313725490195,0.6190476190476191,0.9392156862745097
retailrocket,tifuknn,dnntsp,0.44675621476437405,0.5,0.9764451062677676,0.5
retailrocket,tifuknn,fpmc,0.10016247752204649,0.1372549019607843,0.9701576576576576,0.8627450980392157
retailrocket,tifuknn,sets2sets,0.005483629817629998,0.03725490196078431,0.6,0.9627450980392157
retailrocket,tifuknn,triple2vec,0.003323544712826245,0.0392156862745098,0.4851851851851852,0.9607843137254902
