dataset,keyset,feature,bin,method,n_users,feature_min,feature_median,feature_max,mean_ndcg,mean_centered_ndcg
sam,0,relational_strength,2,dnntsp,699,0.0398782245506571,0.0589828883049038,0.0699959487656547,0.14537620702613907,-0.051893034809044426
sam,0,relational_strength,2,cbp,699,0.0398782245506571,0.0589828883049038,0.0699959487656547,0.2628848063896673,0.06561556455448384
sam,0,relational_strength,2,diffrec,699,0.0398782245506571,0.0589828883049038,0.0699959487656547,0.15089974875421305,-0.046369493080970395
sam,0,relational_strength,3,recency,706,0.0700021001236933,0.07857703524263715,0.0864481128610153,0.16930286671647113,-0.017517938660554837
sam,0,relational_strength,3,frequency,706,0.0700021001236933,0.07857703524263715,0.0864481128610153,0.25683095727251015,0.07001015189548415
sam,0,relational_strength,3,tifuknn,706,0.0700021001236933,0.07857703524263715,0.0864481128610153,0.24501110316658456,0.058190297789558594
sam,0,relational_strength,3,fpmc,706,0.0700021001236933,0.07857703524263715,0.0864481128610153,0.025458496436008334,-0.16136230894101763
sam,0,relational_strength,3,triple2vec,706,0.0700021001236933,0.07857703524263715,0.0864481128610153,0.2441341612837318,0.05731335590670586
sam,0,relational_strength,3,dnntsp,706,0.0700021001236933,0.07857703524263715,0.0864481128610153,0.15678369332299705,-0.030037112054028918
sam,0,relational_strength,3,cbp,706,0.0700021001236933,0.07857703524263715,0.0864481128610153,0.24970550592680185,0.0628847005497759
sam,0,relational_strength,3,diffrec,706,0.0700021001236933,0.07857703524263715,0.0864481128610153,0.14733965889110284,-0.039481146485923116
sam,0,relational_strength,4,recency,737,0.0864668304408256,0.0956251359878444,0.1074221383679793,0.16842008832649863,-0.010613240630249234
sam,0,relational_strength,4,frequency,737,0.0864668304408256,0.0956251359878444,0.1074221383679793,0.24422618954587258,0.06519286058912471
sam,0,relational_strength,4,tifuknn,737,0.0864668304408256,0.0956251359878444,0.1074221383679793,0.2354020953232014,0.05636876636645351
sam,0,relational_strength,4,fpmc,737,0.0864668304408256,0.0956251359878444,0.1074221383679793,0.03511239172850988,-0.14392093722823798
sam,0,relational_strength,4,triple2vec,737,0.0864668304408256,0.0956251359878444,0.1074221383679793,0.2339280946197825,0.05489476566303467
sam,0,relational_strength,4,dnntsp,737,0.0864668304408256,0.0956251359878444,0.1074221383679793,0.1444581861161256,-0.034575142840622304
sam,0,relational_strength,4,cbp,737,0.0864668304408256,0.0956251359878444,0.1074221383679793,0.234272343415425,0.055239014458677106
sam,0,relational_strength,4,diffrec,737,0.0864668304408256,0.0956251359878444,0.1074221383679793,0.1364472425785674,-0.04258608637818047
sam,0,relational_strength,5,recency,768,0.1074343481593844,0.13138951545353988,0.5619734652960452,0.2634961578333808,-0.011111638447602863
sam,0,relational_strength,5,frequency,768,0.1074343481593844,0.13138951545353988,0.5619734652960452,0.35994727444530444,0.08533947816432079
sam,0,relational_strength,5,tifuknn,768,0.1074343481593844,0.13138951545353988,0.5619734652960452,0.35018777426120873,0.07557997798022507
sam,0,relational_strength,5,fpmc,768,0.1074343481593844,0.13138951545353988,0.5619734652960452,0.08075721850900895,-0.19385057777197476
sam,0,relational_strength,5,triple2vec,768,0.1074343481593844,0.13138951545353988,0.5619734652960452,0.3530797622697272,0.07847196598874352
sam,0,relational_strength,5,dnntsp,768,0.1074343481593844,0.13138951545353988,0.5619734652960452,0.2370616918278349,-0.03754610445314877
sam,0,relational_strength,5,cbp,768,0.1074343481593844,0.13138951545353988,0.5619734652960452,0.34946213652673497,0.07485434024575127
sam,0,relational_strength,5,diffrec,768,0.1074343481593844,0.13138951545353988,0.5619734652960452,0.20287035457466943,-0.07173744170631424
sam,1,n_baskets,1,recency,1026,2.0,2.0,2.0,0.28416936193740555,0.05302606733107957
sam,1,n_baskets,1,frequency,1026,2.0,2.0,2.0,0.30334801106944564,0.07220471646311967
sam,1,n_baskets,1,tifuknn,1026,2.0,2.0,2.0,0.2934932854513089,0.06234999084498295
sam,1,n_baskets,1,fpmc,1026,2.0,2.0,2.0,0.0768991985792905,-0.15424409602703548
sam,1,n_baskets,1,triple2vec,1026,2.0,2.0,2.0,0.28205110783380016,0.05090781322747419
sam,1,n_baskets,1,dnntsp,1026,2.0,2.0,2.0,0.22433294994617528,-0.006810344660150723
sam,1,n_baskets,1,cbp,1026,2.0,2.0,2.0,0.2807110132669835,0.04956771866065752
sam,1,n_baskets,1,diffrec,1026,2.0,2.0,2.0,0.10414142876619834,-0.12700186584012768
sam,1,n_baskets,2,recency,542,3.0,3.0,3.0,0.2666557643062969,0.022094370352142796
sam,1,n_baskets,2,frequency,542,3.0,3.0,3.0,0.32455701365935913,0.07999561970520502
sam,1,n_baskets,2,tifuknn,542,3.0,3.0,3.0,0.30909519374045147,0.0645337997862973
sam,1,n_baskets,2,fpmc,542,3.0,3.0,3.0,0.08285700332945731,-0.16170439062469683
sam,1,n_baskets,2,triple2vec,542,3.0,3.0,3.0,0.30499959333216003,0.06043819937800593
sam,1,n_baskets,2,dnntsp,542,3.0,3.0,3.0,0.2344812875476684,-0.010080106406485717
sam,1,n_baskets,2,cbp,542,3.0,3.0,3.0,0.3112172452383322,0.06665585128417814
sam,1,n_baskets,2,diffrec,542,3.0,3.0,3.0,0.12262805047950745,-0.12193334347464664
sam,1,n_baskets,3,recency,726,4.0,4.0,5.0,0.26680167823371104,-0.003167436561965257
sam,1,n_baskets,3,frequency,726,4.0,4.0,5.0,0.350849396291379,0.08088028149570274
sam,1,n_baskets,3,tifuknn,726,4.0,4.0,5.0,0.3415299359807878,0.07156082118511152
sam,1,n_baskets,3,fpmc,726,4.0,4.0,5.0,0.1096406822171016,-0.16032843257857468
sam,1,n_baskets,3,triple2vec,726,4.0,4.0,5.0,0.33666124382728224,0.06669212903160596
sam,1,n_baskets,3,dnntsp,726,4.0,4.0,5.0,0.23358359705609738,-0.036385517739578925
sam,1,n_baskets,3,cbp,726,4.0,4.0,5.0,0.3448305219933692,0.07486140719769295
sam,1,n_baskets,3,diffrec,726,4.0,4.0,5.0,0.17585586276568196,-0.0941132520299943
sam,1,n_baskets,4,recency,655,6.0,7.0,9.0,0.26099773024167194,-0.03123160408213593
sam,1,n_baskets,4,frequency,655,6.0,7.0,9.0,0.3782166281445248,0.08598729382071693
sam,1,n_baskets,4,tifuknn,655,6.0,7.0,9.0,0.37108310399420774,0.07885376967039988
sam,1,n_baskets,4,fpmc,655,6.0,7.0,9.0,0.12343891076115997,-0.16879042356264792
sam,1,n_baskets,4,triple2vec,655,6.0,7.0,9.0,0.3715898028940023,0.07936046857019444
sam,1,n_baskets,4,dnntsp,655,6.0,7.0,9.0,0.23357781808815486,-0.05865151623565304
sam,1,n_baskets,4,cbp,655,6.0,7.0,9.0,0.3745740349697503,0.08234470064594242
sam,1,n_baskets,4,diffrec,655,6.0,7.0,9.0,0.22435664549699116,-0.06787268882681677
sam,1,n_baskets,5,recency,729,10.0,15.0,49.0,0.20344854312899696,-0.05546845866276105
sam,1,n_baskets,5,frequency,729,10.0,15.0,49.0,0.3398459251767077,0.08092892338494961
sam,1,n_baskets,5,tifuknn,729,10.0,15.0,49.0,0.32611095139233104,0.06719394960057304
sam,1,n_baskets,5,fpmc,729,10.0,15.0,49.0,0.10740361877493115,-0.15151338301682687
sam,1,n_baskets,5,triple2vec,729,10.0,15.0,49.0,0.33958922746785564,0.08067222567609758
sam,1,n_baskets,5,dnntsp,729,10.0,15.0,49.0,0.16325992666399528,-0.09565707512776278
sam,1,n_baskets,5,cbp,729,10.0,15.0,49.0,0.3404274029649155,0.08151040117315748
sam,1,n_baskets,5,diffrec,729,10.0,15.0,49.0,0.251250418764331,-0.007666583027427
sam,1,avg_basket_size,1,recency,773,1.0,1.0,1.5,0.5105035691725913,0.06019212387236172
sam,1,avg_basket_size,1,frequency,773,1.0,1.0,1.5,0.5551536110455412,0.10484216574531147
sam,1,avg_basket_size,1,tifuknn,773,1.0,1.0,1.5,0.5446791731709767,0.09436772787074703
sam,1,avg_basket_size,1,fpmc,773,1.0,1.0,1.5,0.27951490299914483,-0.17079654230108485
sam,1,avg_basket_size,1,triple2vec,773,1.0,1.0,1.5,0.538610247303343,0.08829880200311331
sam,1,avg_basket_size,1,dnntsp,773,1.0,1.0,1.5,0.4198740305482153,-0.030437414752014377
sam,1,avg_basket_size,1,cbp,773,1.0,1.0,1.5,0.5378188153423427,0.08750737004211302
sam,1,avg_basket_size,1,diffrec,773,1.0,1.0,1.5,0.21633721281968238,-0.2339742324805473
sam,1,avg_basket_size,2,recency,695,1.5555555555555556,2.0,2.75,0.2737827743053091,0.007511801273978469
sam,1,avg_basket_size,2,frequency,695,1.5555555555555556,2.0,2.75,0.3576575586287061,0.0913865855973754
sam,1,avg_basket_size,2,tifuknn,695,1.5555555555555556,2.0,2.75,0.34813221841893294,0.08186124538760227
sam,1,avg_basket_size,2,fpmc,695,1.5555555555555556,2.0,2.75,0.1070308424025552,-0.15924013062877546
sam,1,avg_basket_size,2,triple2vec,695,1.5555555555555556,2.0,2.75,0.3493233612590018,0.08305238822767119
sam,1,avg_basket_size,2,dnntsp,695,1.5555555555555556,2.0,2.75,0.19262844259947406,-0.07364253043185658
sam,1,avg_basket_size,2,cbp,695,1.5555555555555556,2.0,2.75,0.3450730714391005,0.07880209840776982
sam,1,avg_basket_size,2,diffrec,695,1.5555555555555556,2.0,2.75,0.15653951519756554,-0.10973145783376513
sam,1,avg_basket_size,3,recency,730,2.769230769230769,3.5,4.2,0.19321903894391518,-0.0028213763687692877
sam,1,avg_basket_size,3,frequency,730,2.769230769230769,3.5,4.2,0.2667461919779257,0.0707057766652412
sam,1,avg_basket_size,3,tifuknn,730,2.769230769230769,3.5,4.2,0.2593676306791973,0.06332721536651283
sam,1,avg_basket_size,3,fpmc,730,2.769230769230769,3.5,4.2,0.041273546902652024,-0.15476686841003248
sam,1,avg_basket_size,3,triple2vec,730,2.769230769230769,3.5,4.2,0.2535100740916331,0.05746965877894862
sam,1,avg_basket_size,3,dnntsp,730,2.769230769230769,3.5,4.2,0.15110498742331055,-0.04493542788937392
sam,1,avg_basket_size,3,cbp,730,2.769230769230769,3.5,4.2,0.2558260152859029,0.0597855999732184
sam,1,avg_basket_size,3,diffrec,730,2.769230769230769,3.5,4.2,0.14727583719693918,-0.048764578115745326
sam,1,avg_basket_size,4,recency,730,4.204081632653061,5.0,5.978260869565218,0.1459774519136533,-0.017993353817434565
sam,1,avg_basket_size,4,frequency,730,4.204081632653061,5.0,5.978260869565218,0.2217498512100987,0.05777904547901082
sam,1,avg_basket_size,4,tifuknn,730,4.204081632653061,5.0,5.978260869565218,0.21286153357104692,0.048890727839959076
sam,1,avg_basket_size,4,fpmc,730,4.204081632653061,5.0,5.978260869565218,0.025171117973429347,-0.13879968775765852
sam,1,avg_basket_size,4,triple2vec,730,4.204081632653061,5.0,5.978260869565218,0.21005471269363438,0.046083906962546516
sam,1,avg_basket_size,4,dnntsp,730,4.204081632653061,5.0,5.978260869565218,0.12551140603092809,-0.03845939970015977
sam,1,avg_basket_size,4,cbp,730,4.204081632653061,5.0,5.978260869565218,0.21809949018866492,0.054128684457577084
sam,1,avg_basket_size,4,diffrec,730,4.204081632653061,5.0,5.978260869565218,0.15234088226724724,-0.011629923463840619
sam,1,avg_basket_size,5,recency,750,6.0,7.75,48.5,0.1553853117468949,-0.044489777030948564
sam,1,avg_basket_size,5,frequency,750,6.0,7.75,48.5,0.2707111163256492,0.07083602754780575
sam,1,avg_basket_size,5,tifuknn,750,6.0,7.75,48.5,0.2529100980248445,0.05303500924700102
sam,1,avg_basket_size,5,fpmc,750,6.0,7.75,48.5,0.03146649683248544,-0.16840859194535804
sam,1,avg_basket_size,5,triple2vec,750,6.0,7.75,48.5,0.25671252715735904,0.05683743837951554
sam,1,avg_basket_size,5,dnntsp,750,6.0,7.75,48.5,0.18463567053617816,-0.015239418241665281
sam,1,avg_basket_size,5,cbp,750,6.0,7.75,48.5,0.2653712363448758,0.0654961475670323
sam,1,avg_basket_size,5,diffrec,750,6.0,7.75,48.5,0.18180825325446073,-0.018066835523382747
sam,1,repeat_rate,1,recency,814,0.0,0.0,0.0,0.13254365271962804,0.03199789096098198
sam,1,repeat_rate,1,frequency,814,0.0,0.0,0.0,0.13034629259563238,0.029800530836986378
sam,1,repeat_rate,1,tifuknn,814,0.0,0.0,0.0,0.1270133874367586,0.026467625678112595
sam,1,repeat_rate,1,fpmc,814,0.0,0.0,0.0,0.03183467768153705,-0.06871108407710898
sam,1,repeat_rate,1,triple2vec,814,0.0,0.0,0.0,0.1141978514669264,0.013652089708280388
sam,1,repeat_rate,1,dnntsp,814,0.0,0.0,0.0,0.09923500721169867,-0.0013107545469473476
sam,1,repeat_rate,1,cbp,814,0.0,0.0,0.0,0.11118752882425921,0.010641767065613183
sam,1,repeat_rate,1,diffrec,814,0.0,0.0,0.0,0.05800769613272781,-0.04253806562591821
sam,1,repeat_rate,2,recency,626,0.0161290322580645,0.0999999999999999,0.1538461538461538,0.11317351536211509,-0.02032633077750202
sam,1,repeat_rate,2,frequency,626,0.0161290322580645,0.0999999999999999,0.1538461538461538,0.19093926308741296,0.057439416947795814
sam,1,repeat_rate,2,tifuknn,626,0.0161290322580645,0.0999999999999999,0.1538461538461538,0.17574237487341587,0.04224252873379872
sam,1,repeat_rate,2,fpmc,626,0.0161290322580645,0.0999999999999999,0.1538461538461538,0.0165664520339647,-0.11693339410565244
sam,1,repeat_rate,2,triple2vec,626,0.0161290322580645,0.0999999999999999,0.1538461538461538,0.17893890186758177,0.04543905572796462
sam,1,repeat_rate,2,dnntsp,626,0.0161290322580645,0.0999999999999999,0.1538461538461538,0.11013182628297165,-0.023368019856645484
sam,1,repeat_rate,2,cbp,626,0.0161290322580645,0.0999999999999999,0.1538461538461538,0.17962616062355377,0.046126314483936615
sam,1,repeat_rate,2,diffrec,626,0.0161290322580645,0.0999999999999999,0.1538461538461538,0.10288027498592132,-0.030619571153695818
sam,1,repeat_rate,3,recency,770,0.1547619047619047,0.2195121951219512,0.2857142857142857,0.1950020236351752,-0.020308375238782313
sam,1,repeat_rate,3,frequency,770,0.1547619047619047,0.2195121951219512,0.2857142857142857,0.29870003109376797,0.08338963221981054
sam,1,repeat_rate,3,tifuknn,770,0.1547619047619047,0.2195121951219512,0.2857142857142857,0.2909271057620971,0.07561670688813965
sam,1,repeat_rate,3,fpmc,770,0.1547619047619047,0.2195121951219512,0.2857142857142857,0.04392818056204661,-0.17138221831191086
sam,1,repeat_rate,3,triple2vec,770,0.1547619047619047,0.2195121951219512,0.2857142857142857,0.28510463451303986,0.0697942356390824
sam,1,repeat_rate,3,dnntsp,770,0.1547619047619047,0.2195121951219512,0.2857142857142857,0.1630543511822412,-0.05225604769171626
sam,1,repeat_rate,3,cbp,770,0.1547619047619047,0.2195121951219512,0.2857142857142857,0.2932409808041384,0.07793058193018096
sam,1,repeat_rate,3,diffrec,770,0.1547619047619047,0.2195121951219512,0.2857142857142857,0.15252588343915338,-0.0627845154348041
sam,1,repeat_rate,4,recency,720,0.2884615384615384,0.36113144028103045,0.4782608695652174,0.26910107609801964,-0.02687720334772131
sam,1,repeat_rate,4,frequency,720,0.2884615384615384,0.36113144028103045,0.4782608695652174,0.39317200440381617,0.09719372495807513
sam,1,repeat_rate,4,tifuknn,720,0.2884615384615384,0.36113144028103045,0.4782608695652174,0.3843720386648493,0.08839375921910833
sam,1,repeat_rate,4,fpmc,720,0.2884615384615384,0.36113144028103045,0.4782608695652174,0.0761230827209565,-0.21985519672478446
sam,1,repeat_rate,4,triple2vec,720,0.2884615384615384,0.36113144028103045,0.4782608695652174,0.38913845243226763,0.09316017298652667
sam,1,repeat_rate,4,dnntsp,720,0.2884615384615384,0.36113144028103045,0.4782608695652174,0.24468820222473445,-0.05129007722100652
sam,1,repeat_rate,4,cbp,720,0.2884615384615384,0.36113144028103045,0.4782608695652174,0.3959642756568095,0.0999859962110685
sam,1,repeat_rate,4,diffrec,720,0.2884615384615384,0.36113144028103045,0.4782608695652174,0.21526710336447463,-0.08071117608126631
sam,1,repeat_rate,5,recency,748,0.480392156862745,0.5882352941176471,0.96875,0.5700658052522445,0.03322749063945062
sam,1,repeat_rate,5,frequency,748,0.480392156862745,0.5882352941176471,0.96875,0.6666155954253135,0.12977728081251957
sam,1,repeat_rate,5,tifuknn,748,0.480392156862745,0.5882352941176471,0.96875,0.6460339475452526,0.10919563293245871
sam,1,repeat_rate,5,fpmc,748,0.480392156862745,0.5882352941176471,0.96875,0.31769864742529497,-0.21913966718749892
sam,1,repeat_rate,5,triple2vec,748,0.480392156862745,0.5882352941176471,0.96875,0.6489025253640338,0.11206421075123989
sam,1,repeat_rate,5,dnntsp,748,0.480392156862745,0.5882352941176471,0.96875,0.46443708316649096,-0.07240123144630291
sam,1,repeat_rate,5,cbp,748,0.480392156862745,0.5882352941176471,0.96875,0.6506835781544332,0.11384526354163932
sam,1,repeat_rate,5,diffrec,748,0.480392156862745,0.5882352941176471,0.96875,0.3302693345692876,-0.20656898004350632
sam,1,adjacent_basket_jaccard,1,recency,1039,0.0,0.0,0.0,0.1360303492145622,0.023945036241062877
sam,1,adjacent_basket_jaccard,1,frequency,1039,0.0,0.0,0.0,0.14762974513617622,0.03554443216267691
sam,1,adjacent_basket_jaccard,1,tifuknn,1039,0.0,0.0,0.0,0.14118777379826364,0.02910246082476429
sam,1,adjacent_basket_jaccard,1,fpmc,1039,0.0,0.0,0.0,0.03195059116074166,-0.08013472181275766
sam,1,adjacent_basket_jaccard,1,triple2vec,1039,0.0,0.0,0.0,0.13166280849134848,0.01957749551784918
sam,1,adjacent_basket_jaccard,1,dnntsp,1039,0.0,0.0,0.0,0.1044483600440888,-0.0076369529294105214
sam,1,adjacent_basket_jaccard,1,cbp,1039,0.0,0.0,0.0,0.1314331374552167,0.019347824481717377
sam,1,adjacent_basket_jaccard,1,diffrec,1039,0.0,0.0,0.0,0.07233973848759684,-0.03974557448590247
sam,1,adjacent_basket_jaccard,2,recency,419,0.0014880952380952,0.0261904761904761,0.0415824915824915,0.10392194318310843,-0.02657636379471275
sam,1,adjacent_basket_jaccard,2,frequency,419,0.0014880952380952,0.0261904761904761,0.0415824915824915,0.18479491638210063,0.05429660940427946
sam,1,adjacent_basket_jaccard,2,tifuknn,419,0.0014880952380952,0.0261904761904761,0.0415824915824915,0.17286603683188673,0.04236772985406553
sam,1,adjacent_basket_jaccard,2,fpmc,419,0.0014880952380952,0.0261904761904761,0.0415824915824915,0.020330620235933107,-0.11016768674188805
sam,1,adjacent_basket_jaccard,2,triple2vec,419,0.0014880952380952,0.0261904761904761,0.0415824915824915,0.17648229629613219,0.04598398931831102
sam,1,adjacent_basket_jaccard,2,dnntsp,419,0.0014880952380952,0.0261904761904761,0.0415824915824915,0.08971283586939599,-0.040785471108425175
sam,1,adjacent_basket_jaccard,2,cbp,419,0.0014880952380952,0.0261904761904761,0.0415824915824915,0.18300279824217647,0.052504491264355316
sam,1,adjacent_basket_jaccard,2,diffrec,419,0.0014880952380952,0.0261904761904761,0.0415824915824915,0.11287500878183586,-0.017623298195985324
sam,1,adjacent_basket_jaccard,3,recency,736,0.0416666666666666,0.0733333333333333,0.1145064337372029,0.1470773138551781,-0.04500024853641708
sam,1,adjacent_basket_jaccard,3,frequency,736,0.0416666666666666,0.0733333333333333,0.1145064337372029,0.26538026172717816,0.07330269933558296
sam,1,adjacent_basket_jaccard,3,tifuknn,736,0.0416666666666666,0.0733333333333333,0.1145064337372029,0.25198357861836673,0.05990601622677159
sam,1,adjacent_basket_jaccard,3,fpmc,736,0.0416666666666666,0.0733333333333333,0.1145064337372029,0.027587945027313602,-0.16448961736428155
sam,1,adjacent_basket_jaccard,3,triple2vec,736,0.0416666666666666,0.0733333333333333,0.1145064337372029,0.26455630124796026,0.07247873885636508
sam,1,adjacent_basket_jaccard,3,dnntsp,736,0.0416666666666666,0.0733333333333333,0.1145064337372029,0.14986403800046658,-0.04221352439112858
sam,1,adjacent_basket_jaccard,3,cbp,736,0.0416666666666666,0.0733333333333333,0.1145064337372029,0.26650239834302847,0.07442483595143334
sam,1,adjacent_basket_jaccard,3,diffrec,736,0.0416666666666666,0.0733333333333333,0.1145064337372029,0.16366866231326946,-0.028408900078325725
sam,1,adjacent_basket_jaccard,4,recency,745,0.1152764809627554,0.1751322751322751,0.3095238095238095,0.2725989737329154,-0.029522337212108105
sam,1,adjacent_basket_jaccard,4,frequency,745,0.1152764809627554,0.1751322751322751,0.3095238095238095,0.40745471151526536,0.1053334005702418
sam,1,adjacent_basket_jaccard,4,tifuknn,745,0.1152764809627554,0.1751322751322751,0.3095238095238095,0.3990690428234363,0.09694773187841281
sam,1,adjacent_basket_jaccard,4,fpmc,745,0.1152764809627554,0.1751322751322751,0.3095238095238095,0.07648251058561467,-0.22563880035940886
sam,1,adjacent_basket_jaccard,4,triple2vec,745,0.1152764809627554,0.1751322751322751,0.3095238095238095,0.3964542603085676,0.09433294936354407
sam,1,adjacent_basket_jaccard,4,dnntsp,745,0.1152764809627554,0.1751322751322751,0.3095238095238095,0.2353422379276293,-0.06677907301739422
sam,1,adjacent_basket_jaccard,4,cbp,745,0.1152764809627554,0.1751322751322751,0.3095238095238095,0.3976261304170376,0.09550481947201414
sam,1,adjacent_basket_jaccard,4,diffrec,745,0.1152764809627554,0.1751322751322751,0.3095238095238095,0.2319426202497219,-0.0701786906953016
sam,1,adjacent_basket_jaccard,5,recency,739,0.31,0.6666666666666666,1.0,0.6127696127100318,0.06029506867517486
sam,1,adjacent_basket_jaccard,5,frequency,739,0.31,0.6666666666666666,1.0,0.6869434174370578,0.13446887340220076
sam,1,adjacent_basket_jaccard,5,tifuknn,739,0.31,0.6666666666666666,1.0,0.6705107427714487,0.11803619873659174
sam,1,adjacent_basket_jaccard,5,fpmc,739,0.31,0.6666666666666666,1.0,0.32957583416883085,-0.2228987098660262
sam,1,adjacent_basket_jaccard,5,triple2vec,739,0.31,0.6666666666666666,1.0,0.6620386267155383,0.10956408268068134
sam,1,adjacent_basket_jaccard,5,dnntsp,739,0.31,0.6666666666666666,1.0,0.4967587142146419,-0.05571582982021512
sam,1,adjacent_basket_jaccard,5,cbp,739,0.31,0.6666666666666666,1.0,0.6697420034428863,0.11726745940802925
sam,1,adjacent_basket_jaccard,5,diffrec,739,0.31,0.6666666666666666,1.0,0.29145740081842036,-0.26101714321643665
sam,1,recent_basket_novelty,1,recency,885,0.0,0.0,0.0,0.5533934917190361,0.0726091997097381
sam,1,recent_basket_novelty,1,frequency,885,0.0,0.0,0.0,0.5948184646926012,0.11403417268330338
sam,1,recent_basket_novelty,1,tifuknn,885,0.0,0.0,0.0,0.5805943698642952,0.09981007785499746
sam,1,recent_basket_novelty,1,fpmc,885,0.0,0.0,0.0,0.27414757984165306,-0.2066367121676448
sam,1,recent_basket_novelty,1,triple2vec,885,0.0,0.0,0.0,0.5813876847380224,0.10060339272872446
sam,1,recent_basket_novelty,1,dnntsp,885,0.0,0.0,0.0,0.4105009761156098,-0.07028331589368801
sam,1,recent_basket_novelty,1,cbp,885,0.0,0.0,0.0,0.5818766651187101,0.10109237310941217
sam,1,recent_basket_novelty,1,diffrec,885,0.0,0.0,0.0,0.2695551039844551,-0.21122918802484272
sam,1,recent_basket_novelty,2,recency,788,0.0714285714285714,0.4444444444444444,0.5,0.2578877840716299,-0.019434945669073753
sam,1,recent_basket_novelty,2,frequency,788,0.0714285714285714,0.4444444444444444,0.5,0.3701058475816159,0.09278311784091219
sam,1,recent_basket_novelty,2,tifuknn,788,0.0714285714285714,0.4444444444444444,0.5,0.3580258244018815,0.08070309466117787
sam,1,recent_basket_novelty,2,fpmc,788,0.0714285714285714,0.4444444444444444,0.5,0.07013635305835333,-0.20718637668235035
sam,1,recent_basket_novelty,2,triple2vec,788,0.0714285714285714,0.4444444444444444,0.5,0.3588657194107799,0.08154298967007625
sam,1,recent_basket_novelty,2,dnntsp,788,0.0714285714285714,0.4444444444444444,0.5,0.22203757479094854,-0.05528515494975512
sam,1,recent_basket_novelty,2,cbp,788,0.0714285714285714,0.4444444444444444,0.5,0.3653741863563837,0.08805145661568003
sam,1,recent_basket_novelty,2,diffrec,788,0.0714285714285714,0.4444444444444444,0.5,0.21614854825403657,-0.061174181486667104
sam,1,recent_basket_novelty,3,recency,549,0.5128205128205128,0.6666666666666666,0.75,0.16493072900919334,-0.036753292172366135
sam,1,recent_basket_novelty,3,frequency,549,0.5128205128205128,0.6666666666666666,0.75,0.27533345432695644,0.07364943314539694
sam,1,recent_basket_novelty,3,tifuknn,549,0.5128205128205128,0.6666666666666666,0.75,0.26475017932306544,0.06306615814150596
sam,1,recent_basket_novelty,3,fpmc,549,0.5128205128205128,0.6666666666666666,0.75,0.030674361391770003,-0.17100965978978946
sam,1,recent_basket_novelty,3,triple2vec,549,0.5128205128205128,0.6666666666666666,0.75,0.2695706123343792,0.06788659115281973
sam,1,recent_basket_novelty,3,dnntsp,549,0.5128205128205128,0.6666666666666666,0.75,0.17751021347611473,-0.024173807705444725
sam,1,recent_basket_novelty,3,cbp,549,0.5128205128205128,0.6666666666666666,0.75,0.27397517087183243,0.07229114969027298
sam,1,recent_basket_novelty,3,diffrec,549,0.5128205128205128,0.6666666666666666,0.75,0.15672744871916422,-0.04495657246239526
sam,1,recent_basket_novelty,4,recency,294,0.7586206896551724,0.8333333333333334,0.9473684210526316,0.11336173249468495,-0.0607430566973976
sam,1,recent_basket_novelty,4,frequency,294,0.7586206896551724,0.8333333333333334,0.9473684210526316,0.2567118627957718,0.08260707360368923
sam,1,recent_basket_novelty,4,tifuknn,294,0.7586206896551724,0.8333333333333334,0.9473684210526316,0.2449210677800704,0.07081627858798788
sam,1,recent_basket_novelty,4,fpmc,294,0.7586206896551724,0.8333333333333334,0.9473684210526316,0.018693904806958293,-0.15541088438512424
sam,1,recent_basket_novelty,4,triple2vec,294,0.7586206896551724,0.8333333333333334,0.9473684210526316,0.23624332922154437,0.0621385400294618
sam,1,recent_basket_novelty,4,dnntsp,294,0.7586206896551724,0.8333333333333334,0.9473684210526316,0.13605126572867235,-0.038053523463410205
sam,1,recent_basket_novelty,4,cbp,294,0.7586206896551724,0.8333333333333334,0.9473684210526316,0.24692645076923211,0.07282166157714957
sam,1,recent_basket_novelty,4,diffrec,294,0.7586206896551724,0.8333333333333334,0.9473684210526316,0.13992869993972615,-0.034176089252356406
sam,1,recent_basket_novelty,5,recency,1162,1.0,1.0,1.0,0.11377502207360024,-0.006644802628755402
sam,1,recent_basket_novelty,5,frequency,1162,1.0,1.0,1.0,0.1657935371100924,0.045373712407736744
sam,1,recent_basket_novelty,5,tifuknn,1162,1.0,1.0,1.0,0.15842835348480844,0.038008528782452804
sam,1,recent_basket_novelty,5,fpmc,1162,1.0,1.0,1.0,0.036429988541175025,-0.08398983616118061
sam,1,recent_basket_novelty,5,triple2vec,1162,1.0,1.0,1.0,0.15085891059397796,0.030439085891622343
sam,1,recent_basket_novelty,5,dnntsp,1162,1.0,1.0,1.0,0.10596812497756791,-0.014451699724787714
sam,1,recent_basket_novelty,5,cbp,1162,1.0,1.0,1.0,0.1503178333487247,0.029898008646369066
sam,1,recent_basket_novelty,5,diffrec,1162,1.0,1.0,1.0,0.0817868274888984,-0.03863299721345724
sam,1,popularity_profile,1,recency,713,0.1817004620500897,0.5903930158543302,0.7162708339464571,0.2726680819564366,0.05113521900633684
sam,1,popularity_profile,1,frequency,713,0.1817004620500897,0.5903930158543302,0.7162708339464571,0.3082050683298161,0.08667220537971634
sam,1,popularity_profile,1,tifuknn,713,0.1817004620500897,0.5903930158543302,0.7162708339464571,0.30180071718108786,0.08026785423098806
sam,1,popularity_profile,1,fpmc,713,0.1817004620500897,0.5903930158543302,0.7162708339464571,0.06360044992753593,-0.15793241302256383
