dataset,keyset,feature,bin,method,n_users,feature_min,feature_median,feature_max,mean_ndcg,mean_centered_ndcg
dunnhumby,1,avg_basket_size,4,dnntsp,926,7.428571428571429,9.0,11.142857142857142,0.26392769301207886,0.001776641746547897
dunnhumby,1,avg_basket_size,4,cbp,926,7.428571428571429,9.0,11.142857142857142,0.30378135072810203,0.04163029946257108
dunnhumby,1,avg_basket_size,4,diffrec,926,7.428571428571429,9.0,11.142857142857142,0.2821414206218477,0.019990369356316658
dunnhumby,1,avg_basket_size,5,recency,890,11.153846153846152,14.369318181818182,34.333333333333336,0.2998025650604347,-0.07325806155382569
dunnhumby,1,avg_basket_size,5,frequency,890,11.153846153846152,14.369318181818182,34.333333333333336,0.4306304622455433,0.057569835631282935
dunnhumby,1,avg_basket_size,5,tifuknn,890,11.153846153846152,14.369318181818182,34.333333333333336,0.42265327334762476,0.049592646733364394
dunnhumby,1,avg_basket_size,5,fpmc,890,11.153846153846152,14.369318181818182,34.333333333333336,0.22511993969757238,-0.14794068691668802
dunnhumby,1,avg_basket_size,5,triple2vec,890,11.153846153846152,14.369318181818182,34.333333333333336,0.4090171432043017,0.03595651659004131
dunnhumby,1,avg_basket_size,5,dnntsp,890,11.153846153846152,14.369318181818182,34.333333333333336,0.3601527904626437,-0.012907836151616699
dunnhumby,1,avg_basket_size,5,cbp,890,11.153846153846152,14.369318181818182,34.333333333333336,0.43108051562447225,0.058019889010211906
dunnhumby,1,avg_basket_size,5,diffrec,890,11.153846153846152,14.369318181818182,34.333333333333336,0.40602832327149035,0.03296769665722995
dunnhumby,1,repeat_rate,1,recency,921,0.0,0.0,0.0793650793650794,0.08981622542085886,-0.020695302462038163
dunnhumby,1,repeat_rate,1,frequency,921,0.0,0.0,0.0793650793650794,0.12054045319789528,0.010028925314998266
dunnhumby,1,repeat_rate,1,tifuknn,921,0.0,0.0,0.0793650793650794,0.11757295920903818,0.0070614313261411835
dunnhumby,1,repeat_rate,1,fpmc,921,0.0,0.0,0.0793650793650794,0.08959846160111344,-0.020913066281783573
dunnhumby,1,repeat_rate,1,triple2vec,921,0.0,0.0,0.0793650793650794,0.11249164670653582,0.0019801188236388133
dunnhumby,1,repeat_rate,1,dnntsp,921,0.0,0.0,0.0793650793650794,0.11498545646454922,0.004473928581652209
dunnhumby,1,repeat_rate,1,cbp,921,0.0,0.0,0.0793650793650794,0.12107627326375586,0.010564745380858843
dunnhumby,1,repeat_rate,1,diffrec,921,0.0,0.0,0.0793650793650794,0.11801074719942944,0.007499219316532424
dunnhumby,1,repeat_rate,2,recency,877,0.0799999999999999,0.1333333333333333,0.1794871794871795,0.1298179799752689,-0.04398342350432216
dunnhumby,1,repeat_rate,2,frequency,877,0.0799999999999999,0.1333333333333333,0.1794871794871795,0.2012395423248224,0.027438138845231323
dunnhumby,1,repeat_rate,2,tifuknn,877,0.0799999999999999,0.1333333333333333,0.1794871794871795,0.19865179270797087,0.0248503892283798
dunnhumby,1,repeat_rate,2,fpmc,877,0.0799999999999999,0.1333333333333333,0.1794871794871795,0.11219915468612919,-0.06160224879346187
dunnhumby,1,repeat_rate,2,triple2vec,877,0.0799999999999999,0.1333333333333333,0.1794871794871795,0.18693393362281804,0.013132530143226954
dunnhumby,1,repeat_rate,2,dnntsp,877,0.0799999999999999,0.1333333333333333,0.1794871794871795,0.17037649406335245,-0.0034249094162386146
dunnhumby,1,repeat_rate,2,cbp,877,0.0799999999999999,0.1333333333333333,0.1794871794871795,0.1994026530937855,0.02560124961419443
dunnhumby,1,repeat_rate,2,diffrec,877,0.0799999999999999,0.1333333333333333,0.1794871794871795,0.19178967736258123,0.017988273882990163
dunnhumby,1,repeat_rate,3,recency,874,0.18,0.2272727272727273,0.2796610169491526,0.1774250320408642,-0.05658912124659955
dunnhumby,1,repeat_rate,3,frequency,874,0.18,0.2272727272727273,0.2796610169491526,0.27406550355323966,0.04005135026577593
dunnhumby,1,repeat_rate,3,tifuknn,874,0.18,0.2272727272727273,0.2796610169491526,0.2622237431557724,0.02820958986830863
dunnhumby,1,repeat_rate,3,fpmc,874,0.18,0.2272727272727273,0.2796610169491526,0.14349772946188832,-0.09051642382557541
dunnhumby,1,repeat_rate,3,triple2vec,874,0.18,0.2272727272727273,0.2796610169491526,0.2628628484083609,0.02884869512089712
dunnhumby,1,repeat_rate,3,dnntsp,874,0.18,0.2272727272727273,0.2796610169491526,0.22074518802520782,-0.013268965262255957
dunnhumby,1,repeat_rate,3,cbp,874,0.18,0.2272727272727273,0.2796610169491526,0.27452617103999344,0.04051201775252967
dunnhumby,1,repeat_rate,3,diffrec,874,0.18,0.2272727272727273,0.2796610169491526,0.2567670106143834,0.022752857326919604
dunnhumby,1,repeat_rate,4,recency,922,0.28,0.3333333333333333,0.3925925925925926,0.19556344513433788,-0.07824010740119601
dunnhumby,1,repeat_rate,4,frequency,922,0.28,0.3333333333333333,0.3925925925925926,0.3241082731759882,0.05030472064045432
dunnhumby,1,repeat_rate,4,tifuknn,922,0.28,0.3333333333333333,0.3925925925925926,0.31935999855316916,0.04555644601763531
dunnhumby,1,repeat_rate,4,fpmc,922,0.28,0.3333333333333333,0.3925925925925926,0.15537937949491049,-0.11842417304062341
dunnhumby,1,repeat_rate,4,triple2vec,922,0.28,0.3333333333333333,0.3925925925925926,0.31425992990782414,0.04045637737229024
dunnhumby,1,repeat_rate,4,dnntsp,922,0.28,0.3333333333333333,0.3925925925925926,0.25301728177236277,-0.02078627076317113
dunnhumby,1,repeat_rate,4,cbp,922,0.28,0.3333333333333333,0.3925925925925926,0.3264805209765214,0.05267696844098751
dunnhumby,1,repeat_rate,4,diffrec,922,0.28,0.3333333333333333,0.3925925925925926,0.3022595912691571,0.02845603873362322
dunnhumby,1,repeat_rate,5,recency,910,0.3928571428571429,0.4666666666666667,0.7552447552447552,0.27378543713622244,-0.09284941205356011
dunnhumby,1,repeat_rate,5,frequency,910,0.3928571428571429,0.4666666666666667,0.7552447552447552,0.43094729470063564,0.06431244551085312
dunnhumby,1,repeat_rate,5,tifuknn,910,0.3928571428571429,0.4666666666666667,0.7552447552447552,0.4189101037277686,0.05227525453798601
dunnhumby,1,repeat_rate,5,fpmc,910,0.3928571428571429,0.4666666666666667,0.7552447552447552,0.21424762773735648,-0.15238722145242606
dunnhumby,1,repeat_rate,5,triple2vec,910,0.3928571428571429,0.4666666666666667,0.7552447552447552,0.41619513194124286,0.04956028275146034
dunnhumby,1,repeat_rate,5,dnntsp,910,0.3928571428571429,0.4666666666666667,0.7552447552447552,0.34141719306235513,-0.025217656127427397
dunnhumby,1,repeat_rate,5,cbp,910,0.3928571428571429,0.4666666666666667,0.7552447552447552,0.4296960686246388,0.06306121943485626
dunnhumby,1,repeat_rate,5,diffrec,910,0.3928571428571429,0.4666666666666667,0.7552447552447552,0.40787993658804034,0.04124508739825786
dunnhumby,1,adjacent_basket_jaccard,1,recency,909,0.0,0.0,0.0,0.08766201650561808,-0.020404150507202568
dunnhumby,1,adjacent_basket_jaccard,1,frequency,909,0.0,0.0,0.0,0.11940465121671995,0.01133848420389928
dunnhumby,1,adjacent_basket_jaccard,1,tifuknn,909,0.0,0.0,0.0,0.11696983972848095,0.008903672715660301
dunnhumby,1,adjacent_basket_jaccard,1,fpmc,909,0.0,0.0,0.0,0.08140632271249368,-0.026659844300326977
dunnhumby,1,adjacent_basket_jaccard,1,triple2vec,909,0.0,0.0,0.0,0.11103138374497981,0.002965216732159168
dunnhumby,1,adjacent_basket_jaccard,1,dnntsp,909,0.0,0.0,0.0,0.11220230890236134,0.004136141889540686
dunnhumby,1,adjacent_basket_jaccard,1,cbp,909,0.0,0.0,0.0,0.11797018069591961,0.00990401368309894
dunnhumby,1,adjacent_basket_jaccard,1,diffrec,909,0.0,0.0,0.0,0.11788263259599184,0.00981646558317118
dunnhumby,1,adjacent_basket_jaccard,2,recency,885,0.0010449320794148,0.0192307692307692,0.0330555555555555,0.1122021067835178,-0.0660478057215601
dunnhumby,1,adjacent_basket_jaccard,2,frequency,885,0.0010449320794148,0.0192307692307692,0.0330555555555555,0.21558546251889166,0.03733555001381374
dunnhumby,1,adjacent_basket_jaccard,2,tifuknn,885,0.0010449320794148,0.0192307692307692,0.0330555555555555,0.19907854289338175,0.020828630388303834
dunnhumby,1,adjacent_basket_jaccard,2,fpmc,885,0.0010449320794148,0.0192307692307692,0.0330555555555555,0.11504554623792458,-0.06320436626715334
dunnhumby,1,adjacent_basket_jaccard,2,triple2vec,885,0.0010449320794148,0.0192307692307692,0.0330555555555555,0.20192632708976796,0.023676414584690046
dunnhumby,1,adjacent_basket_jaccard,2,dnntsp,885,0.0010449320794148,0.0192307692307692,0.0330555555555555,0.16199412069084684,-0.01625579181423106
dunnhumby,1,adjacent_basket_jaccard,2,cbp,885,0.0010449320794148,0.0192307692307692,0.0330555555555555,0.2152236504526226,0.03697373794754467
dunnhumby,1,adjacent_basket_jaccard,2,diffrec,885,0.0010449320794148,0.0192307692307692,0.0330555555555555,0.20494354337367016,0.02669363086859224
dunnhumby,1,adjacent_basket_jaccard,3,recency,901,0.0332308377896613,0.0468599033816425,0.0625396825396825,0.14468453425463026,-0.07122684793166556
dunnhumby,1,adjacent_basket_jaccard,3,frequency,901,0.0332308377896613,0.0468599033816425,0.0625396825396825,0.2530988117306126,0.03718742954431676
dunnhumby,1,adjacent_basket_jaccard,3,tifuknn,901,0.0332308377896613,0.0468599033816425,0.0625396825396825,0.24966173684930426,0.03375035466300842
dunnhumby,1,adjacent_basket_jaccard,3,fpmc,901,0.0332308377896613,0.0468599033816425,0.0625396825396825,0.1411549428629552,-0.07475643932334064
dunnhumby,1,adjacent_basket_jaccard,3,triple2vec,901,0.0332308377896613,0.0468599033816425,0.0625396825396825,0.23815643834971456,0.022245056163418733
dunnhumby,1,adjacent_basket_jaccard,3,dnntsp,901,0.0332308377896613,0.0468599033816425,0.0625396825396825,0.21085305993422812,-0.005058322252067682
dunnhumby,1,adjacent_basket_jaccard,3,cbp,901,0.0332308377896613,0.0468599033816425,0.0625396825396825,0.25312591060117123,0.037214528414875415
dunnhumby,1,adjacent_basket_jaccard,3,diffrec,901,0.0332308377896613,0.0468599033816425,0.0625396825396825,0.23655562290775045,0.02064424072145459
dunnhumby,1,adjacent_basket_jaccard,4,recency,872,0.0626010101010101,0.08541325662068694,0.1186224489795918,0.19587325456293767,-0.07515426379327839
dunnhumby,1,adjacent_basket_jaccard,4,frequency,872,0.0626010101010101,0.08541325662068694,0.1186224489795918,0.3193230119757201,0.048295493619504026
dunnhumby,1,adjacent_basket_jaccard,4,tifuknn,872,0.0626010101010101,0.08541325662068694,0.1186224489795918,0.3074939198564902,0.036466401500274165
dunnhumby,1,adjacent_basket_jaccard,4,fpmc,872,0.0626010101010101,0.08541325662068694,0.1186224489795918,0.16771499809238868,-0.1033125202638274
dunnhumby,1,adjacent_basket_jaccard,4,triple2vec,872,0.0626010101010101,0.08541325662068694,0.1186224489795918,0.3023078055240451,0.03128028716782907
dunnhumby,1,adjacent_basket_jaccard,4,dnntsp,872,0.0626010101010101,0.08541325662068694,0.1186224489795918,0.2608249283318745,-0.010202590024341584
dunnhumby,1,adjacent_basket_jaccard,4,cbp,872,0.0626010101010101,0.08541325662068694,0.1186224489795918,0.318068264145812,0.04704074578959596
dunnhumby,1,adjacent_basket_jaccard,4,diffrec,872,0.0626010101010101,0.08541325662068694,0.1186224489795918,0.2966139643604602,0.025586446004244177
dunnhumby,1,adjacent_basket_jaccard,5,recency,937,0.1188359707924925,0.1728395061728395,1.0,0.32118351484859703,-0.06084683356905108
dunnhumby,1,adjacent_basket_jaccard,5,frequency,937,0.1188359707924925,0.1728395061728395,1.0,0.43991920391480727,0.05788885549715918
dunnhumby,1,adjacent_basket_jaccard,5,tifuknn,937,0.1188359707924925,0.1728395061728395,1.0,0.43943859596898227,0.05740824755133418
dunnhumby,1,adjacent_basket_jaccard,5,fpmc,937,0.1188359707924925,0.1728395061728395,1.0,0.20845170635757468,-0.17357864206007345
dunnhumby,1,adjacent_basket_jaccard,5,triple2vec,937,0.1188359707924925,0.1728395061728395,1.0,0.43537837426434545,0.053348025846697324
dunnhumby,1,adjacent_basket_jaccard,5,dnntsp,937,0.1188359707924925,0.1728395061728395,1.0,0.35160087983193505,-0.03042946858571308
dunnhumby,1,adjacent_basket_jaccard,5,cbp,937,0.1188359707924925,0.1728395061728395,1.0,0.4431503885025955,0.06112004008494742
dunnhumby,1,adjacent_basket_jaccard,5,diffrec,937,0.1188359707924925,0.1728395061728395,1.0,0.41712012365234763,0.03508977523469956
dunnhumby,1,recent_basket_novelty,1,recency,836,0.0,0.0,0.3235294117647059,0.2553687646560683,-0.04785697701659766
dunnhumby,1,recent_basket_novelty,1,frequency,836,0.0,0.0,0.3235294117647059,0.35028274084397687,0.04705699917131091
dunnhumby,1,recent_basket_novelty,1,tifuknn,836,0.0,0.0,0.3235294117647059,0.3453750239165294,0.04214928224386346
dunnhumby,1,recent_basket_novelty,1,fpmc,836,0.0,0.0,0.3235294117647059,0.18237259004540057,-0.12085315162726536
dunnhumby,1,recent_basket_novelty,1,triple2vec,836,0.0,0.0,0.3235294117647059,0.33781899639024643,0.03459325471758052
dunnhumby,1,recent_basket_novelty,1,dnntsp,836,0.0,0.0,0.3235294117647059,0.2778643965121897,-0.02536134516047628
dunnhumby,1,recent_basket_novelty,1,cbp,836,0.0,0.0,0.3235294117647059,0.34906722239687354,0.045841480724207635
dunnhumby,1,recent_basket_novelty,1,diffrec,836,0.0,0.0,0.3235294117647059,0.3276561986200428,0.02443045694737681
dunnhumby,1,recent_basket_novelty,2,recency,1012,0.3333333333333333,0.4545454545454545,0.5,0.2213301698330076,-0.06272790875967915
dunnhumby,1,recent_basket_novelty,2,frequency,1012,0.3333333333333333,0.4545454545454545,0.5,0.33075677202018566,0.04669869342749897
dunnhumby,1,recent_basket_novelty,2,tifuknn,1012,0.3333333333333333,0.4545454545454545,0.5,0.325511009317372,0.04145293072468525
dunnhumby,1,recent_basket_novelty,2,fpmc,1012,0.3333333333333333,0.4545454545454545,0.5,0.16510472346070695,-0.11895335513197978
dunnhumby,1,recent_basket_novelty,2,triple2vec,1012,0.3333333333333333,0.4545454545454545,0.5,0.32192720889119875,0.03786913029851203
dunnhumby,1,recent_basket_novelty,2,dnntsp,1012,0.3333333333333333,0.4545454545454545,0.5,0.2642376634459045,-0.019820415146782296
dunnhumby,1,recent_basket_novelty,2,cbp,1012,0.3333333333333333,0.4545454545454545,0.5,0.3337324452055854,0.04967436661289874
dunnhumby,1,recent_basket_novelty,2,diffrec,1012,0.3333333333333333,0.4545454545454545,0.5,0.30986463656753305,0.02580655797484629
dunnhumby,1,recent_basket_novelty,3,recency,902,0.5185185185185185,0.6666666666666666,0.75,0.18876414413632736,-0.06687170238920143
dunnhumby,1,recent_basket_novelty,3,frequency,902,0.5185185185185185,0.6666666666666666,0.75,0.3032121885653252,0.04757634203979646
dunnhumby,1,recent_basket_novelty,3,tifuknn,902,0.5185185185185185,0.6666666666666666,0.75,0.2899630898618523,0.034327243336323546
dunnhumby,1,recent_basket_novelty,3,fpmc,902,0.5185185185185185,0.6666666666666666,0.75,0.1533246367453409,-0.1023112097801879
dunnhumby,1,recent_basket_novelty,3,triple2vec,902,0.5185185185185185,0.6666666666666666,0.75,0.28549921525272476,0.029863368727196006
dunnhumby,1,recent_basket_novelty,3,dnntsp,902,0.5185185185185185,0.6666666666666666,0.75,0.24034054253528903,-0.015295303990239742
dunnhumby,1,recent_basket_novelty,3,cbp,902,0.5185185185185185,0.6666666666666666,0.75,0.30258635936809336,0.04695051284256456
dunnhumby,1,recent_basket_novelty,3,diffrec,902,0.5185185185185185,0.6666666666666666,0.75,0.28139659573927733,0.02576074921374854
dunnhumby,1,recent_basket_novelty,4,recency,457,0.7619047619047619,0.8333333333333334,0.979591836734694,0.12841662353231034,-0.060907634219760594
dunnhumby,1,recent_basket_novelty,4,frequency,457,0.7619047619047619,0.8333333333333334,0.979591836734694,0.2157746887372719,0.026450430985200925
dunnhumby,1,recent_basket_novelty,4,tifuknn,457,0.7619047619047619,0.8333333333333334,0.979591836734694,0.21245458151375218,0.02313032376168124
dunnhumby,1,recent_basket_novelty,4,fpmc,457,0.7619047619047619,0.8333333333333334,0.979591836734694,0.13913146890530614,-0.050192788846764806
dunnhumby,1,recent_basket_novelty,4,triple2vec,457,0.7619047619047619,0.8333333333333334,0.979591836734694,0.19975795340191083,0.01043369564983987
dunnhumby,1,recent_basket_novelty,4,dnntsp,457,0.7619047619047619,0.8333333333333334,0.979591836734694,0.19414289007383548,0.004818632321764541
dunnhumby,1,recent_basket_novelty,4,cbp,457,0.7619047619047619,0.8333333333333334,0.979591836734694,0.21576310071408267,0.02643884296201174
dunnhumby,1,recent_basket_novelty,4,diffrec,457,0.7619047619047619,0.8333333333333334,0.979591836734694,0.20915275513809803,0.019828497386027096
dunnhumby,1,recent_basket_novelty,5,recency,1297,1.0,1.0,1.0,0.0884107634338853,-0.05557512035376784
dunnhumby,1,recent_basket_novelty,5,frequency,1297,1.0,1.0,1.0,0.16835720948084246,0.02437132569318932
dunnhumby,1,recent_basket_novelty,5,tifuknn,1297,1.0,1.0,1.0,0.16233991517523247,0.018354031387579326
dunnhumby,1,recent_basket_novelty,5,fpmc,1297,1.0,1.0,1.0,0.09493416917898255,-0.04905171460867057
dunnhumby,1,recent_basket_novelty,5,triple2vec,1297,1.0,1.0,1.0,0.160953375567936,0.01696749178028287
dunnhumby,1,recent_basket_novelty,5,dnntsp,1297,1.0,1.0,1.0,0.1441873889670654,0.00020150517941226
dunnhumby,1,recent_basket_novelty,5,cbp,1297,1.0,1.0,1.0,0.16751553204988628,0.02352964826223316
dunnhumby,1,recent_basket_novelty,5,diffrec,1297,1.0,1.0,1.0,0.1651887164473946,0.021202832659741485
dunnhumby,1,popularity_profile,1,recency,880,0.0783215903371917,0.7010396512933351,0.7378568333053739,0.12672978812818644,-0.032978486455255085
dunnhumby,1,popularity_profile,1,frequency,880,0.0783215903371917,0.7010396512933351,0.7378568333053739,0.19414428836688088,0.03443601378343938
dunnhumby,1,popularity_profile,1,tifuknn,880,0.0783215903371917,0.7010396512933351,0.7378568333053739,0.18894032926141685,0.029232054677975332
dunnhumby,1,popularity_profile,1,fpmc,880,0.0783215903371917,0.7010396512933351,0.7378568333053739,0.08221328325831546,-0.07749499132512605
dunnhumby,1,popularity_profile,1,triple2vec,880,0.0783215903371917,0.7010396512933351,0.7378568333053739,0.18703878045092792,0.02733050586748642
dunnhumby,1,popularity_profile,1,dnntsp,880,0.0783215903371917,0.7010396512933351,0.7378568333053739,0.14139698384951882,-0.018311290733922698
dunnhumby,1,popularity_profile,1,cbp,880,0.0783215903371917,0.7010396512933351,0.7378568333053739,0.19511868178693878,0.035410407203497245
dunnhumby,1,popularity_profile,1,diffrec,880,0.0783215903371917,0.7010396512933351,0.7378568333053739,0.162084061565347,0.002375786981905483
dunnhumby,1,popularity_profile,2,recency,913,0.7380263378627744,0.7612202530735496,0.7768808063221753,0.16023756977004083,-0.0642792646711029
dunnhumby,1,popularity_profile,2,frequency,913,0.7380263378627744,0.7612202530735496,0.7768808063221753,0.2619840002017014,0.03746716576055766
dunnhumby,1,popularity_profile,2,tifuknn,913,0.7380263378627744,0.7612202530735496,0.7768808063221753,0.25980705645801855,0.035290222016874845
dunnhumby,1,popularity_profile,2,fpmc,913,0.7380263378627744,0.7612202530735496,0.7768808063221753,0.14046890763184663,-0.08404792680929708
dunnhumby,1,popularity_profile,2,triple2vec,913,0.7380263378627744,0.7612202530735496,0.7768808063221753,0.24687751929466337,0.022360684853519667
dunnhumby,1,popularity_profile,2,dnntsp,913,0.7380263378627744,0.7612202530735496,0.7768808063221753,0.21074290429769008,-0.013773930143453603
dunnhumby,1,popularity_profile,2,cbp,913,0.7380263378627744,0.7612202530735496,0.7768808063221753,0.26282060316835576,0.03830376872721207
dunnhumby,1,popularity_profile,2,diffrec,913,0.7380263378627744,0.7612202530735496,0.7768808063221753,0.25319611470683306,0.028679280265689368
dunnhumby,1,popularity_profile,3,recency,904,0.7769501761449421,0.7914337487947588,0.8056292789926979,0.1901853618776616,-0.0644179846085018
dunnhumby,1,popularity_profile,3,frequency,904,0.7769501761449421,0.7914337487947588,0.8056292789926979,0.2984464132897622,0.043843066803598736
dunnhumby,1,popularity_profile,3,tifuknn,904,0.7769501761449421,0.7914337487947588,0.8056292789926979,0.2846214160606397,0.03001806957447621
dunnhumby,1,popularity_profile,3,fpmc,904,0.7769501761449421,0.7914337487947588,0.8056292789926979,0.16178873551828582,-0.0928146109678776
dunnhumby,1,popularity_profile,3,triple2vec,904,0.7769501761449421,0.7914337487947588,0.8056292789926979,0.2816600875259363,0.027056741039772868
dunnhumby,1,popularity_profile,3,dnntsp,904,0.7769501761449421,0.7914337487947588,0.8056292789926979,0.24068933537654905,-0.013914011109614372
dunnhumby,1,popularity_profile,3,cbp,904,0.7769501761449421,0.7914337487947588,0.8056292789926979,0.2975137352020879,0.042910388715924515
dunnhumby,1,popularity_profile,3,diffrec,904,0.7769501761449421,0.7914337487947588,0.8056292789926979,0.2819216870383849,0.02731834055222147
dunnhumby,1,popularity_profile,4,recency,894,0.8056718671363865,0.8204491355976005,0.8385448209975007,0.19422143362003122,-0.06440557916947626
dunnhumby,1,popularity_profile,4,frequency,894,0.8056718671363865,0.8204491355976005,0.8385448209975007,0.2970832863725065,0.03845627358299897
dunnhumby,1,popularity_profile,4,tifuknn,894,0.8056718671363865,0.8204491355976005,0.8385448209975007,0.2937043632979708,0.0350773505084633
dunnhumby,1,popularity_profile,4,fpmc,894,0.8056718671363865,0.8204491355976005,0.8385448209975007,0.1596928152527929,-0.09893419753671454
dunnhumby,1,popularity_profile,4,triple2vec,894,0.8056718671363865,0.8204491355976005,0.8385448209975007,0.2937705485490006,0.03514353575949304
dunnhumby,1,popularity_profile,4,dnntsp,894,0.8056718671363865,0.8204491355976005,0.8385448209975007,0.24988879188551621,-0.00873822090399129
dunnhumby,1,popularity_profile,4,cbp,894,0.8056718671363865,0.8204491355976005,0.8385448209975007,0.2998571480445974,0.041230135255089936
dunnhumby,1,popularity_profile,4,diffrec,894,0.8056718671363865,0.8204491355976005,0.8385448209975007,0.2807977152936444,0.022170702504136892
dunnhumby,1,popularity_profile,5,recency,913,0.8385818797795426,0.8636444582091284,0.9973578258681428,0.19464862071839403,-0.06593930925964873
dunnhumby,1,popularity_profile,5,frequency,913,0.8385818797795426,0.8636444582091284,0.9973578258681428,0.29857784292171696,0.03798991294367418
dunnhumby,1,popularity_profile,5,tifuknn,913,0.8385818797795426,0.8636444582091284,0.9973578258681428,0.2891601193969652,0.02857218941892243
dunnhumby,1,popularity_profile,5,fpmc,913,0.8385818797795426,0.8636444582091284,0.9973578258681428,0.1697073283676147,-0.090880601610428
dunnhumby,1,popularity_profile,5,triple2vec,913,0.8385818797795426,0.8636444582091284,0.9973578258681428,0.28316355960053236,0.022575629622489626
dunnhumby,1,popularity_profile,5,dnntsp,913,0.8385818797795426,0.8636444582091284,0.9973578258681428,0.2567396582419318,-0.003848271736110929
dunnhumby,1,popularity_profile,5,cbp,913,0.8385818797795426,0.8636444582091284,0.9973578258681428,0.2953749759880885,0.03478704601004574
dunnhumby,1,popularity_profile,5,diffrec,913,0.8385818797795426,0.8636444582091284,0.9973578258681428,0.2973313345890985,0.03674340461105577
dunnhumby,1,neighbor_similarity,1,recency,878,0.114410050402175,0.1449348898455302,0.1520509122301956,0.16270797097652281,-0.06066558614826254
dunnhumby,1,neighbor_similarity,1,frequency,878,0.114410050402175,0.1449348898455302,0.1520509122301956,0.2629253803546239,0.03955182322983857
dunnhumby,1,neighbor_similarity,1,tifuknn,878,0.114410050402175,0.1449348898455302,0.1520509122301956,0.25383015370574835,0.03045659658096301
dunnhumby,1,neighbor_similarity,1,fpmc,878,0.114410050402175,0.1449348898455302,0.1520509122301956,0.1380331029118698,-0.08534045421291556
dunnhumby,1,neighbor_similarity,1,triple2vec,878,0.114410050402175,0.1449348898455302,0.1520509122301956,0.24577741847084889,0.022403861346063512
dunnhumby,1,neighbor_similarity,1,dnntsp,878,0.114410050402175,0.1449348898455302,0.1520509122301956,0.21499651945127632,-0.008377037673509067
dunnhumby,1,neighbor_similarity,1,cbp,878,0.114410050402175,0.1449348898455302,0.1520509122301956,0.2635885612635437,0.04021500413875835
dunnhumby,1,neighbor_similarity,1,diffrec,878,0.114410050402175,0.1449348898455302,0.1520509122301956,0.24512934986384916,0.02175579273906376
dunnhumby,1,neighbor_similarity,2,recency,895,0.1521637945418941,0.1586045149233859,0.1651129816982914,0.19341992002214053,-0.06412824944102986
dunnhumby,1,neighbor_similarity,2,frequency,895,0.1521637945418941,0.1586045149233859,0.1651129816982914,0.2990923208554643,0.04154415139229391
dunnhumby,1,neighbor_similarity,2,tifuknn,895,0.1521637945418941,0.1586045149233859,0.1651129816982914,0.2928204790384326,0.03527230957526221
dunnhumby,1,neighbor_similarity,2,fpmc,895,0.1521637945418941,0.1586045149233859,0.1651129816982914,0.16220111415701285,-0.09534705530615754
dunnhumby,1,neighbor_similarity,2,triple2vec,895,0.1521637945418941,0.1586045149233859,0.1651129816982914,0.2868848433908941,0.0293366739277237
dunnhumby,1,neighbor_similarity,2,dnntsp,895,0.1521637945418941,0.1586045149233859,0.1651129816982914,0.24299099289732082,-0.014557176565849596
dunnhumby,1,neighbor_similarity,2,cbp,895,0.1521637945418941,0.1586045149233859,0.1651129816982914,0.302021939411777,0.0444737699486066
dunnhumby,1,neighbor_similarity,2,diffrec,895,0.1521637945418941,0.1586045149233859,0.1651129816982914,0.28095374593232103,0.02340557646915061
dunnhumby,1,neighbor_similarity,3,recency,897,0.1651299946225259,0.1725595968280853,0.1813641187810775,0.18383423800779675,-0.06678511575631575
dunnhumby,1,neighbor_similarity,3,frequency,897,0.1651299946225259,0.1725595968280853,0.1813641187810775,0.29069071090228815,0.04007135713817562
dunnhumby,1,neighbor_similarity,3,tifuknn,897,0.1651299946225259,0.1725595968280853,0.1813641187810775,0.2831898558740486,0.03257050210993608
dunnhumby,1,neighbor_similarity,3,fpmc,897,0.1651299946225259,0.1725595968280853,0.1813641187810775,0.16230576142418401,-0.08831359233992851
dunnhumby,1,neighbor_similarity,3,triple2vec,897,0.1651299946225259,0.1725595968280853,0.1813641187810775,0.2765807656854069,0.025961411921294412
dunnhumby,1,neighbor_similarity,3,dnntsp,897,0.1651299946225259,0.1725595968280853,0.1813641187810775,0.24692401116406784,-0.003695342600044654
dunnhumby,1,neighbor_similarity,3,cbp,897,0.1651299946225259,0.1725595968280853,0.1813641187810775,0.2893135924629312,0.038694238698818724
dunnhumby,1,neighbor_similarity,3,diffrec,897,0.1651299946225259,0.1725595968280853,0.1813641187810775,0.27211589459217667,0.021496540828064115
dunnhumby,1,neighbor_similarity,4,recency,924,0.1813968495541583,0.19309281681342605,0.2088554368599157,0.17917486344560216,-0.05937364486802266
dunnhumby,1,neighbor_similarity,4,frequency,924,0.1813968495541583,0.19309281681342605,0.2088554368599157,0.2795421167051917,0.04099360839156685
dunnhumby,1,neighbor_similarity,4,tifuknn,924,0.1813968495541583,0.19309281681342605,0.2088554368599157,0.27442024685203753,0.03587173853841271
dunnhumby,1,neighbor_similarity,4,fpmc,924,0.1813968495541583,0.19309281681342605,0.2088554368599157,0.14037899099572587,-0.09816951731789895
dunnhumby,1,neighbor_similarity,4,triple2vec,924,0.1813968495541583,0.19309281681342605,0.2088554368599157,0.27049830850852274,0.03194980019489791
dunnhumby,1,neighbor_similarity,4,dnntsp,924,0.1813968495541583,0.19309281681342605,0.2088554368599157,0.22608105963799108,-0.01246744867563376
