dataset,keyset,method_a,method_b,feature,n,rho,p_value
retailrocket,2,sets2sets,cbp,recency_frequency_disagreement,170,0.030492730879646993,0.6930384025585539
retailrocket,2,sets2sets,cbp,recent_basket_novelty,46,-0.28772969347881194,0.05250196013647948
retailrocket,2,sets2sets,cbp,popularity_profile,170,0.11242715115400641,0.14437596402189543
retailrocket,2,sets2sets,cbp,neighbor_similarity,170,0.08780274045366056,0.2548859866990152
retailrocket,2,sets2sets,cbp,cooccurrence_support,45,0.303389447996217,0.04276925648557496
retailrocket,2,sets2sets,cbp,transition_predictability,13,0.16355112715421938,0.593416275992892
retailrocket,2,sets2sets,diffrec,n_baskets,170,0.00029591285457532783,0.9969442964834294
retailrocket,2,sets2sets,diffrec,avg_basket_size,170,0.0881399336396123,0.25305881042032197
retailrocket,2,sets2sets,diffrec,repeat_rate,170,0.16720646620678137,0.029302899458817987
retailrocket,2,sets2sets,diffrec,adjacent_basket_jaccard,46,0.26627327674394463,0.07366317082986583
retailrocket,2,sets2sets,diffrec,recency_frequency_disagreement,170,0.0,1.0
retailrocket,2,sets2sets,diffrec,recent_basket_novelty,46,-0.28772969347881194,0.05250196013647948
retailrocket,2,sets2sets,diffrec,popularity_profile,170,0.20555282074805492,0.007164825807234775
retailrocket,2,sets2sets,diffrec,neighbor_similarity,170,0.1754918861542023,0.022076652776837895
retailrocket,2,sets2sets,diffrec,cooccurrence_support,45,0.22288785786576312,0.14110522412989973
retailrocket,2,sets2sets,diffrec,transition_predictability,13,0.16355112715421938,0.593416275992892
retailrocket,2,dnntsp,cbp,n_baskets,170,0.3848599409455435,2.1959082763096758e-07
retailrocket,2,dnntsp,cbp,avg_basket_size,170,0.3970200118737481,8.309287980714478e-08
retailrocket,2,dnntsp,cbp,repeat_rate,170,0.11226171086028336,0.14497127305801435
retailrocket,2,dnntsp,cbp,adjacent_basket_jaccard,46,-0.34087770934081013,0.02043685295060428
retailrocket,2,dnntsp,cbp,recency_frequency_disagreement,170,0.3025235711062952,6.079887651891837e-05
retailrocket,2,dnntsp,cbp,recent_basket_novelty,46,0.3883094840213165,0.007659914608632714
retailrocket,2,dnntsp,cbp,popularity_profile,170,0.18478522557067964,0.01585045953126609
retailrocket,2,dnntsp,cbp,neighbor_similarity,170,0.36501887576435593,9.876371475541716e-07
retailrocket,2,dnntsp,cbp,cooccurrence_support,45,0.19478258231021853,0.19977454801548628
retailrocket,2,dnntsp,cbp,transition_predictability,13,0.16720257373023498,0.5850785358421022
retailrocket,2,dnntsp,diffrec,n_baskets,170,0.3739549755860517,5.080055620979003e-07
retailrocket,2,dnntsp,diffrec,avg_basket_size,170,0.40250068583690196,5.293343416618267e-08
retailrocket,2,dnntsp,diffrec,repeat_rate,170,0.10654708579772434,0.16669727106162377
retailrocket,2,dnntsp,diffrec,adjacent_basket_jaccard,46,-0.34087770934081013,0.02043685295060428
retailrocket,2,dnntsp,diffrec,recency_frequency_disagreement,170,0.2958662183089971,8.957271901063593e-05
retailrocket,2,dnntsp,diffrec,recent_basket_novelty,46,0.3883094840213165,0.007659914608632714
retailrocket,2,dnntsp,diffrec,popularity_profile,170,0.21660474561040982,0.004552461585910678
retailrocket,2,dnntsp,diffrec,neighbor_similarity,170,0.3889114239210634,1.59543580951769e-07
retailrocket,2,dnntsp,diffrec,cooccurrence_support,45,0.17187750381794378,0.2589103038229639
retailrocket,2,dnntsp,diffrec,transition_predictability,13,0.16720257373023498,0.5850785358421022
retailrocket,2,cbp,diffrec,n_baskets,170,-0.02039087772388983,0.7918335260585336
retailrocket,2,cbp,diffrec,avg_basket_size,170,0.1772658970833143,0.020746977016761876
retailrocket,2,cbp,diffrec,repeat_rate,170,0.04938682835219482,0.5224554052292048
retailrocket,2,cbp,diffrec,adjacent_basket_jaccard,46,0.13440699402068587,0.37316771282553296
retailrocket,2,cbp,diffrec,recency_frequency_disagreement,170,-0.0437819444563589,0.5707773773182898
retailrocket,2,cbp,diffrec,recent_basket_novelty,46,-0.14670381377271932,0.3306089682970118
retailrocket,2,cbp,diffrec,popularity_profile,170,0.13610068121954147,0.07677924880107395
retailrocket,2,cbp,diffrec,neighbor_similarity,170,0.14340991418686638,0.062083828669053064
retailrocket,2,cbp,diffrec,cooccurrence_support,45,-0.024427396056163606,0.8734510675396889
retailrocket,2,cbp,diffrec,transition_predictability,13,0.16355112715421938,0.593416275992892
sam,0,recency,frequency,n_baskets,3678,-0.18053260534580648,2.5691776580065746e-28
sam,0,recency,frequency,avg_basket_size,3678,-0.15055924616932392,4.3043647292094e-20
sam,0,recency,frequency,repeat_rate,3678,-0.11678308372859124,1.208460242296647e-12
sam,0,recency,frequency,adjacent_basket_jaccard,3678,-0.07391688231738613,7.209184775829442e-06
sam,0,recency,frequency,recency_frequency_disagreement,3678,-0.17716108495704114,2.5840812077664733e-27
sam,0,recency,frequency,recent_basket_novelty,3678,0.01365829464703676,0.4076223298416216
sam,0,recency,frequency,popularity_profile,3678,-0.08279337475046183,4.954744885039517e-07
sam,0,recency,frequency,neighbor_similarity,3678,-0.0742918805869365,6.475254727453385e-06
sam,0,recency,frequency,cooccurrence_support,3193,-0.09884926800744048,2.1788548675586887e-08
sam,0,recency,frequency,transition_predictability,3120,0.03798368781305189,0.033873970531029154
sam,0,recency,racf,n_baskets,3678,-0.16713944895465385,1.8863051533490955e-24
sam,0,recency,racf,avg_basket_size,3678,-0.17452304079537584,1.523736731322347e-26
sam,0,recency,racf,repeat_rate,3678,-0.08624637575573156,1.6186294011125343e-07
sam,0,recency,racf,adjacent_basket_jaccard,3678,-0.04533834601724568,0.0059578486156871896
sam,0,recency,racf,recency_frequency_disagreement,3678,-0.18069769909601557,2.2918917293067535e-28
sam,0,recency,racf,recent_basket_novelty,3678,-0.017999834398603767,0.2751212753309961
sam,0,recency,racf,popularity_profile,3678,-0.07254467574054643,1.0632706884310065e-05
sam,0,recency,racf,neighbor_similarity,3678,-0.053720513587031865,0.0011172369316850787
sam,0,recency,racf,cooccurrence_support,3193,-0.08451636991322536,1.7319371643556973e-06
sam,0,recency,racf,transition_predictability,3120,0.05713658257119213,0.0014089791317546249
sam,0,recency,tifuknn,n_baskets,3678,-0.21566061654137342,5.841864168905608e-40
sam,0,recency,tifuknn,avg_basket_size,3678,-0.17308354996065808,3.965550275801615e-26
sam,0,recency,tifuknn,repeat_rate,3678,-0.13612260893943845,1.1213603400293793e-16
sam,0,recency,tifuknn,adjacent_basket_jaccard,3678,-0.08204866120261303,6.271069262105829e-07
sam,0,recency,tifuknn,recency_frequency_disagreement,3678,-0.19680842960055256,1.9461060599697846e-33
sam,0,recency,tifuknn,recent_basket_novelty,3678,0.023335094656733255,0.15709669846676258
sam,0,recency,tifuknn,popularity_profile,3678,-0.10295654620756414,3.887714496256477e-10
sam,0,recency,tifuknn,neighbor_similarity,3678,-0.07896373852607448,1.62889340354668e-06
sam,0,recency,tifuknn,cooccurrence_support,3193,-0.11646650878051973,4.0831510234489123e-11
sam,0,recency,tifuknn,transition_predictability,3120,0.018473133703588013,0.30229345828481125
sam,0,recency,fpmc,n_baskets,3678,-0.057935605804637226,0.00043917280994201216
sam,0,recency,fpmc,avg_basket_size,3678,-0.035378994617479426,0.03190848963121426
sam,0,recency,fpmc,repeat_rate,3678,0.19188856618915295,7.698917496728654e-32
sam,0,recency,fpmc,adjacent_basket_jaccard,3678,0.22991645711375988,2.532168723459744e-45
sam,0,recency,fpmc,recency_frequency_disagreement,3678,-0.08895213709529626,6.534661299618209e-08
sam,0,recency,fpmc,recent_basket_novelty,3678,-0.2264703187711723,5.424909816680062e-44
sam,0,recency,fpmc,popularity_profile,3678,0.07618665496061491,3.7350025100479893e-06
sam,0,recency,fpmc,neighbor_similarity,3678,0.03343345572401232,0.042611283807169074
sam,0,recency,fpmc,cooccurrence_support,3193,0.13000537809428372,1.6483129975013565e-13
sam,0,recency,fpmc,transition_predictability,3120,0.08887650989995419,6.61890616816149e-07
sam,0,recency,triple2vec,n_baskets,3678,-0.21267293397854703,6.96896812811001e-39
sam,0,recency,triple2vec,avg_basket_size,3678,-0.1548225571181727,3.613993168434381e-21
sam,0,recency,triple2vec,repeat_rate,3678,-0.1365928806921661,8.789720661337938e-17
sam,0,recency,triple2vec,adjacent_basket_jaccard,3678,-0.08191133522331792,6.548081456150833e-07
sam,0,recency,triple2vec,recency_frequency_disagreement,3678,-0.18615920178759882,4.925307801610599e-30
sam,0,recency,triple2vec,recent_basket_novelty,3678,0.02445105499639236,0.1381836656961703
sam,0,recency,triple2vec,popularity_profile,3678,-0.07774365081451395,2.353530614522035e-06
sam,0,recency,triple2vec,neighbor_similarity,3678,-0.04453873014930233,0.006901891387613412
sam,0,recency,triple2vec,cooccurrence_support,3193,-0.09422748957388144,9.593216147134369e-08
sam,0,recency,triple2vec,transition_predictability,3120,0.04660804854989718,0.009220846416648597
sam,0,recency,sets2sets,n_baskets,3678,-0.1297559985622665,2.789206042070941e-15
sam,0,recency,sets2sets,avg_basket_size,3678,-0.11060514300846491,1.7417252900061186e-11
sam,0,recency,sets2sets,repeat_rate,3678,-0.08541445618421006,2.1278039650508462e-07
sam,0,recency,sets2sets,adjacent_basket_jaccard,3678,-0.05167704061019546,0.0017181781978778338
sam,0,recency,sets2sets,recency_frequency_disagreement,3678,-0.12768775510053923,7.663588606838585e-15
sam,0,recency,sets2sets,recent_basket_novelty,3678,-0.014572696227837972,0.37695010540730456
sam,0,recency,sets2sets,popularity_profile,3678,-0.03294108791376146,0.04575730085010848
sam,0,recency,sets2sets,neighbor_similarity,3678,0.015895590237007484,0.3351735944933727
sam,0,recency,sets2sets,cooccurrence_support,3193,-0.03733225833818971,0.03490751070104996
sam,0,recency,sets2sets,transition_predictability,3120,0.05331274817354172,0.002893671160864897
sam,0,recency,dnntsp,n_baskets,3678,-0.033621448516570014,0.04145930483357063
sam,0,recency,dnntsp,avg_basket_size,3678,-0.16907366936349794,5.451434499770916e-25
sam,0,recency,dnntsp,repeat_rate,3678,0.08299868585581698,4.641502923867403e-07
sam,0,recency,dnntsp,adjacent_basket_jaccard,3678,0.1031825101233428,3.557990763237425e-10
sam,0,recency,dnntsp,recency_frequency_disagreement,3678,-0.13154972588042774,1.1456604561588671e-15
sam,0,recency,dnntsp,recent_basket_novelty,3678,-0.1517982926762719,2.1105172760372787e-20
sam,0,recency,dnntsp,popularity_profile,3678,-0.010315327673455573,0.5317133617084798
sam,0,recency,dnntsp,neighbor_similarity,3678,0.013174354389489466,0.4244401535335125
sam,0,recency,dnntsp,cooccurrence_support,3193,0.0012983638359007309,0.9415375689095287
sam,0,recency,dnntsp,transition_predictability,3120,0.13384822481868375,6.042352467501697e-14
sam,0,recency,cbp,n_baskets,3678,-0.200798128219293,9.166294836997503e-35
sam,0,recency,cbp,avg_basket_size,3678,-0.15503069965018215,3.196460788157283e-21
sam,0,recency,cbp,repeat_rate,3678,-0.11939525742212391,3.7457756491778316e-13
sam,0,recency,cbp,adjacent_basket_jaccard,3678,-0.06878742667598044,2.976645139855276e-05
sam,0,recency,cbp,recency_frequency_disagreement,3678,-0.18857625528296237,8.661704044822403e-31
sam,0,recency,cbp,recent_basket_novelty,3678,0.007300847586613805,0.6580360068990434
sam,0,recency,cbp,popularity_profile,3678,-0.08609045411014543,1.704095300936911e-07
sam,0,recency,cbp,neighbor_similarity,3678,-0.06419650434273527,9.779844044795061e-05
sam,0,recency,cbp,cooccurrence_support,3193,-0.10668213908419655,1.5114268660045724e-09
sam,0,recency,cbp,transition_predictability,3120,0.030657465274457407,0.08686920508224702
sam,0,recency,diffrec,n_baskets,3678,-0.22163983321727607,3.654601830247216e-42
sam,0,recency,diffrec,avg_basket_size,3678,-0.28013386144582375,2.720120391868726e-67
sam,0,recency,diffrec,repeat_rate,3678,0.10814815650797509,4.836823021019724e-11
sam,0,recency,diffrec,adjacent_basket_jaccard,3678,0.20609971211584135,1.4279191331513453e-36
sam,0,recency,diffrec,recency_frequency_disagreement,3678,-0.2974126665163338,5.217290744124882e-76
sam,0,recency,diffrec,recent_basket_novelty,3678,-0.18996967119320712,3.146030898385704e-31
sam,0,recency,diffrec,popularity_profile,3678,-0.18300000532893135,4.60815553945282e-29
sam,0,recency,diffrec,neighbor_similarity,3678,-0.25551170094767955,6.56870393818541e-56
sam,0,recency,diffrec,cooccurrence_support,3193,-0.15422130268585316,1.891266861153117e-18
sam,0,recency,diffrec,transition_predictability,3120,0.010203083862834833,0.5688813908960046
sam,0,frequency,racf,n_baskets,3678,0.0006305428329078126,0.9695065087588544
sam,0,frequency,racf,avg_basket_size,3678,-0.05228556936428274,0.0015137762366708176
sam,0,frequency,racf,repeat_rate,3678,0.047619688282190833,0.003869298632400889
sam,0,frequency,racf,adjacent_basket_jaccard,3678,0.051403342343812594,0.0018181386281492904
sam,0,frequency,racf,recency_frequency_disagreement,3678,-0.028896365877109406,0.07973355688355459
sam,0,frequency,racf,recent_basket_novelty,3678,-0.05420161597059225,0.0010074453810248133
sam,0,frequency,racf,popularity_profile,3678,0.018435629686565373,0.2636645233775988
sam,0,frequency,racf,neighbor_similarity,3678,0.03990091345763922,0.015520824693226982
sam,0,frequency,racf,cooccurrence_support,3193,0.014371186276542693,0.41691136338765666
sam,0,frequency,racf,transition_predictability,3120,0.03415153946685285,0.056469696891523
sam,0,frequency,tifuknn,n_baskets,3678,-0.004178029582270235,0.8000380042165247
sam,0,frequency,tifuknn,avg_basket_size,3678,0.014190147793835699,0.38960505125501244
sam,0,frequency,tifuknn,repeat_rate,3678,0.00907707838111972,0.5821016893670994
sam,0,frequency,tifuknn,adjacent_basket_jaccard,3678,0.004754831423975026,0.7731419256139735
sam,0,frequency,tifuknn,recency_frequency_disagreement,3678,0.0167941245329521,0.3085683057862544
sam,0,frequency,tifuknn,recent_basket_novelty,3678,-0.009597477968949483,0.5606548137308893
sam,0,frequency,tifuknn,popularity_profile,3678,0.011339587308152174,0.4917709672978363
sam,0,frequency,tifuknn,neighbor_similarity,3678,0.01967839289088975,0.2328161738779845
sam,0,frequency,tifuknn,cooccurrence_support,3193,0.006321652010765676,0.7210326701094867
sam,0,frequency,tifuknn,transition_predictability,3120,-0.021844262375341546,0.22253664474967239
sam,0,frequency,fpmc,n_baskets,3678,0.0681370871108586,3.539063813878802e-05
sam,0,frequency,fpmc,avg_basket_size,3678,0.029046037879902366,0.07818529740036236
sam,0,frequency,fpmc,repeat_rate,3678,0.2707280283513705,8.41099393699426e-63
sam,0,frequency,fpmc,adjacent_basket_jaccard,3678,0.27695016145487705,9.426263629796237e-66
sam,0,frequency,fpmc,recency_frequency_disagreement,3678,0.02028891640210657,0.21863701636991112
sam,0,frequency,fpmc,recent_basket_novelty,3678,-0.22586254642063577,9.26454786925394e-44
sam,0,frequency,fpmc,popularity_profile,3678,0.10080672921214788,8.948871543426396e-10
sam,0,frequency,fpmc,neighbor_similarity,3678,0.05406982679012076,0.0010364833366037771
sam,0,frequency,fpmc,cooccurrence_support,3193,0.14946207605229297,2.0660023073052103e-17
sam,0,frequency,fpmc,transition_predictability,3120,0.05519044811663337,0.002043159588729799
sam,0,frequency,triple2vec,n_baskets,3678,-0.08021746344026126,1.109745823027285e-06
sam,0,frequency,triple2vec,avg_basket_size,3678,-0.01340877656710396,0.416243444557835
sam,0,frequency,triple2vec,repeat_rate,3678,-0.048114830308700896,0.00351499496227813
sam,0,frequency,triple2vec,adjacent_basket_jaccard,3678,-0.014197549388737678,0.3893577771961587
sam,0,frequency,triple2vec,recency_frequency_disagreement,3678,-0.03327858373054141,0.04358052442597448
sam,0,frequency,triple2vec,recent_basket_novelty,3678,0.030274791751893924,0.06637875547317947
sam,0,frequency,triple2vec,popularity_profile,3678,-0.018306542225173986,0.2670233111216349
sam,0,frequency,triple2vec,neighbor_similarity,3678,0.016447370525994164,0.3186654386609485
sam,0,frequency,triple2vec,cooccurrence_support,3193,-0.027548627002482683,0.11962106064489562
sam,0,frequency,triple2vec,transition_predictability,3120,-0.004627838870756788,0.796102220536033
sam,0,frequency,sets2sets,n_baskets,3678,0.047199055336502455,0.004195433613138482
sam,0,frequency,sets2sets,avg_basket_size,3678,0.045931934719680344,0.005334058049285079
sam,0,frequency,sets2sets,repeat_rate,3678,0.033497333270879316,0.04221685777616808
sam,0,frequency,sets2sets,adjacent_basket_jaccard,3678,0.025690798824315998,0.1192842331657052
sam,0,frequency,sets2sets,recency_frequency_disagreement,3678,0.05592196738724806,0.0006913797277802892
sam,0,frequency,sets2sets,recent_basket_novelty,3678,-0.03383281254947847,0.0401957021735588
sam,0,frequency,sets2sets,popularity_profile,3678,0.06676328976864579,5.075864154234156e-05
sam,0,frequency,sets2sets,neighbor_similarity,3678,0.1028274284807841,4.0893158822553143e-10
sam,0,frequency,sets2sets,cooccurrence_support,3193,0.0715146231933993,5.240182933594728e-05
sam,0,frequency,sets2sets,transition_predictability,3120,0.019964564696685675,0.2649257907206223
sam,0,frequency,dnntsp,n_baskets,3678,0.10581853281405816,1.247698142229196e-10
sam,0,frequency,dnntsp,avg_basket_size,3678,-0.05542423691855832,0.00077176030667646
sam,0,frequency,dnntsp,repeat_rate,3678,0.1933042470105315,2.6991656887030537e-32
sam,0,frequency,dnntsp,adjacent_basket_jaccard,3678,0.1841765718777406,2.0133340883384887e-29
sam,0,frequency,dnntsp,recency_frequency_disagreement,3678,0.0068017431227485985,0.6800707520156317
sam,0,frequency,dnntsp,recent_basket_novelty,3678,-0.17440235432148213,1.651484551927613e-26
sam,0,frequency,dnntsp,popularity_profile,3678,0.0488341576265144,0.00305268500911513
sam,0,frequency,dnntsp,neighbor_similarity,3678,0.05634410300474394,0.000629377289634964
sam,0,frequency,dnntsp,cooccurrence_support,3193,0.06891915330513271,9.719106690299752e-05
sam,0,frequency,dnntsp,transition_predictability,3120,0.10788439125909569,1.5285969287298543e-09
sam,0,frequency,cbp,n_baskets,3678,-0.0404830235738499,0.014075674669698387
sam,0,frequency,cbp,avg_basket_size,3678,-0.016930049728489858,0.3046686355999369
sam,0,frequency,cbp,repeat_rate,3678,-0.011977334678964412,0.46773899396602425
sam,0,frequency,cbp,adjacent_basket_jaccard,3678,0.004286731966432497,0.7949500232931452
sam,0,frequency,cbp,recency_frequency_disagreement,3678,-0.03186705689820574,0.053302773865970716
sam,0,frequency,cbp,recent_basket_novelty,3678,-0.009904064563695705,0.5482013258637286
sam,0,frequency,cbp,popularity_profile,3678,-0.006135507080726099,0.7099120930276352
sam,0,frequency,cbp,neighbor_similarity,3678,0.00040889991030769603,0.980222525629715
sam,0,frequency,cbp,cooccurrence_support,3193,-0.03019679989582107,0.08800053626273392
sam,0,frequency,cbp,transition_predictability,3120,-0.01603536160732351,0.3705812073726905
sam,0,frequency,diffrec,n_baskets,3678,-0.07346380657256787,8.202217905422822e-06
sam,0,frequency,diffrec,avg_basket_size,3678,-0.17548467364253206,8.005847612796332e-27
sam,0,frequency,diffrec,repeat_rate,3678,0.24190728670983305,3.973991000896182e-50
sam,0,frequency,diffrec,adjacent_basket_jaccard,3678,0.30524858143101347,3.631606173686724e-80
sam,0,frequency,diffrec,recency_frequency_disagreement,3678,-0.15915905954185638,2.7034129674653793e-22
sam,0,frequency,diffrec,recent_basket_novelty,3678,-0.22795843004676422,1.4534313288600363e-44
sam,0,frequency,diffrec,popularity_profile,3678,-0.11846679029413466,5.696781540765326e-13
sam,0,frequency,diffrec,neighbor_similarity,3678,-0.22112823643983978,5.675004647529638e-42
sam,0,frequency,diffrec,cooccurrence_support,3193,-0.07895305203098224,7.94731967315987e-06
sam,0,frequency,diffrec,transition_predictability,3120,-0.01340491191326116,0.4541639192313627
sam,0,racf,tifuknn,n_baskets,3678,-0.008923457193647951,0.5885052291692805
sam,0,racf,tifuknn,avg_basket_size,3678,0.05335800093404054,0.0012071595261468609
sam,0,racf,tifuknn,repeat_rate,3678,-0.03263691174121245,0.04779693278368538
sam,0,racf,tifuknn,adjacent_basket_jaccard,3678,-0.04324411927849225,0.008717444162526726
sam,0,racf,tifuknn,recency_frequency_disagreement,3678,0.030373139343743288,0.06550091484432287
sam,0,racf,tifuknn,recent_basket_novelty,3678,0.035549612363468555,0.031090791897678043
sam,0,racf,tifuknn,popularity_profile,3678,-0.008108123434550358,0.6230230877108005
sam,0,racf,tifuknn,neighbor_similarity,3678,-0.008026342283083509,0.6265332606783706
sam,0,racf,tifuknn,cooccurrence_support,3193,-0.010196924061310663,0.5646265049965742
sam,0,racf,tifuknn,transition_predictability,3120,-0.04898777013001089,0.006202969941032603
sam,0,racf,fpmc,n_baskets,3678,0.06173465902362658,0.0001794670321009493
sam,0,racf,fpmc,avg_basket_size,3678,0.039049276336114006,0.017869997651279418
sam,0,racf,fpmc,repeat_rate,3678,0.24688117505554513,3.361465836297385e-52
sam,0,racf,fpmc,adjacent_basket_jaccard,3678,0.25087885729607734,6.703899955767394e-54
sam,0,racf,fpmc,recency_frequency_disagreement,3678,0.021143323631069244,0.19985093593077638
sam,0,racf,fpmc,recent_basket_novelty,3678,-0.2013635390145738,5.913339506203979e-35
sam,0,racf,fpmc,popularity_profile,3678,0.08422662334487899,3.130661263575001e-07
sam,0,racf,fpmc,neighbor_similarity,3678,0.03809997352249351,0.020850304588973228
sam,0,racf,fpmc,cooccurrence_support,3193,0.13927763148629915,2.6667214764830157e-15
sam,0,racf,fpmc,transition_predictability,3120,0.04298876290299205,0.01633383423670729
sam,0,racf,triple2vec,n_baskets,3678,-0.07826189678660542,2.0142661925618023e-06
sam,0,racf,triple2vec,avg_basket_size,3678,0.02371728039403105,0.15041027954146177
sam,0,racf,triple2vec,repeat_rate,3678,-0.077971673444102,2.1979973964206885e-06
sam,0,racf,triple2vec,adjacent_basket_jaccard,3678,-0.04822042338383333,0.0034433642648820715
sam,0,racf,triple2vec,recency_frequency_disagreement,3678,-0.01181331525538869,0.47385682038668675
sam,0,racf,triple2vec,recent_basket_novelty,3678,0.05923509959949693,0.00032521789921801834
sam,0,racf,triple2vec,popularity_profile,3678,-0.03338859938789476,0.04289011711066493
sam,0,racf,triple2vec,neighbor_similarity,3678,-0.009034421609263134,0.5838765273282962
sam,0,racf,triple2vec,cooccurrence_support,3193,-0.027898171717421857,0.11499783827558258
sam,0,racf,triple2vec,transition_predictability,3120,-0.023158632746666505,0.1959329395623445
sam,0,racf,sets2sets,n_baskets,3678,0.043213805111809445,0.008764647002642458
sam,0,racf,sets2sets,avg_basket_size,3678,0.08590929371973838,1.8088774860279704e-07
sam,0,racf,sets2sets,repeat_rate,3678,-0.0026485253411975386,0.8724324626561821
sam,0,racf,sets2sets,adjacent_basket_jaccard,3678,-0.011983618745548801,0.4675054754639286
sam,0,racf,sets2sets,recency_frequency_disagreement,3678,0.07357531821197541,7.946339224754298e-06
sam,0,racf,sets2sets,recent_basket_novelty,3678,0.00391677663558479,0.8123007007672454
sam,0,racf,sets2sets,popularity_profile,3678,0.05313653425247787,0.001265336100590263
sam,0,racf,sets2sets,neighbor_similarity,3678,0.08099654696005715,8.717811017117422e-07
sam,0,racf,sets2sets,cooccurrence_support,3193,0.07221429650084754,4.420562831038306e-05
sam,0,racf,sets2sets,transition_predictability,3120,-0.00240643829222814,0.8931158070414402
sam,0,racf,dnntsp,n_baskets,3678,0.10243690560413958,4.763157902208709e-10
sam,0,racf,dnntsp,avg_basket_size,3678,-0.03904464213514867,0.01788358919365671
sam,0,racf,dnntsp,repeat_rate,3678,0.1715097452385545,1.1177516232902325e-25
sam,0,racf,dnntsp,adjacent_basket_jaccard,3678,0.15900541055953024,2.9672805489036613e-22
sam,0,racf,dnntsp,recency_frequency_disagreement,3678,0.011233733751883532,0.49582293786822695
sam,0,racf,dnntsp,recent_basket_novelty,3678,-0.14898494453416092,1.0554374897790683e-19
sam,0,racf,dnntsp,popularity_profile,3678,0.029219988789870976,0.07641672086501741
sam,0,racf,dnntsp,neighbor_similarity,3678,0.037570530521457896,0.02269372592870572
sam,0,racf,dnntsp,cooccurrence_support,3193,0.061833370551074227,0.00047233623044724566
sam,0,racf,dnntsp,transition_predictability,3120,0.09673278142745771,6.172403174236609e-08
sam,0,racf,cbp,n_baskets,3678,-0.04828699027630188,0.0033988927889548014
sam,0,racf,cbp,avg_basket_size,3678,0.03873572749801893,0.01881025709373532
sam,0,racf,cbp,repeat_rate,3678,-0.05361964371369463,0.0011416155077247473
sam,0,racf,cbp,adjacent_basket_jaccard,3678,-0.03728544411550865,0.02374378483227817
sam,0,racf,cbp,recency_frequency_disagreement,3678,-0.001322136172916472,0.9361133963582604
sam,0,racf,cbp,recent_basket_novelty,3678,0.03525126659518871,0.03253263488714023
sam,0,racf,cbp,popularity_profile,3678,-0.02901726793441111,0.07848098936510137
sam,0,racf,cbp,neighbor_similarity,3678,-0.03617216532218512,0.02825784554165332
sam,0,racf,cbp,cooccurrence_support,3193,-0.03904962241368871,0.027346183644065037
sam,0,racf,cbp,transition_predictability,3120,-0.058868008361310106,0.0010028590449596133
sam,0,racf,diffrec,n_baskets,3678,-0.0856872061970353,1.9458448649982724e-07
sam,0,racf,diffrec,avg_basket_size,3678,-0.1647538950785106,8.543508936292467e-24
sam,0,racf,diffrec,repeat_rate,3678,0.21689925469923163,2.0673940557509283e-40
sam,0,racf,diffrec,adjacent_basket_jaccard,3678,0.2819956259245222,3.3472051825308084e-68
sam,0,racf,diffrec,recency_frequency_disagreement,3678,-0.15955458293136543,2.1262302431762186e-22
sam,0,racf,diffrec,recent_basket_novelty,3678,-0.20749146117798972,4.696933878817137e-37
sam,0,racf,diffrec,popularity_profile,3678,-0.13130891815832943,1.2919429847648286e-15
sam,0,racf,diffrec,neighbor_similarity,3678,-0.24099697927910557,9.40739141515322e-50
sam,0,racf,diffrec,cooccurrence_support,3193,-0.0833950626316834,2.3729739391940044e-06
sam,0,racf,diffrec,transition_predictability,3120,-0.025414458507808345,0.15583058204219194
sam,0,tifuknn,fpmc,n_baskets,3678,0.08241811828835893,5.580706457938934e-07
sam,0,tifuknn,fpmc,avg_basket_size,3678,0.033956579663443134,0.03947105224065065
sam,0,tifuknn,fpmc,repeat_rate,3678,0.26880852753830564,6.599065645472362e-62
sam,0,tifuknn,fpmc,adjacent_basket_jaccard,3678,0.2674287370614769,2.871151034663389e-61
sam,0,tifuknn,fpmc,recency_frequency_disagreement,3678,0.025394665147313724,0.12360355390886595
sam,0,tifuknn,fpmc,recent_basket_novelty,3678,-0.22044254613369854,1.0218220447831603e-41
sam,0,tifuknn,fpmc,popularity_profile,3678,0.10120728481316076,7.671327473433819e-10
sam,0,tifuknn,fpmc,neighbor_similarity,3678,0.05268245292989757,0.0013927914169058683
sam,0,tifuknn,fpmc,cooccurrence_support,3193,0.1573641955135332,3.739071678751024e-19
sam,0,tifuknn,fpmc,transition_predictability,3120,0.07075942065258041,7.628493100348225e-05
sam,0,tifuknn,triple2vec,n_baskets,3678,-0.059268169772384464,0.0003227162304342453
sam,0,tifuknn,triple2vec,avg_basket_size,3678,-0.02742689614497322,0.09629378849649643
sam,0,tifuknn,triple2vec,repeat_rate,3678,-0.043272075361448566,0.008674114561110134
sam,0,tifuknn,triple2vec,adjacent_basket_jaccard,3678,-0.016449184622151267,0.31861205747835153
sam,0,tifuknn,triple2vec,recency_frequency_disagreement,3678,-0.04160532585318102,0.011620858553076036
sam,0,tifuknn,triple2vec,recent_basket_novelty,3678,0.02907557932166334,0.0778826201473491
sam,0,tifuknn,triple2vec,popularity_profile,3678,-0.01204091528694664,0.4653792944973446
sam,0,tifuknn,triple2vec,neighbor_similarity,3678,0.004432098455159914,0.7881595607919543
sam,0,tifuknn,triple2vec,cooccurrence_support,3193,-0.006238296829719848,0.7245603646036619
sam,0,tifuknn,triple2vec,transition_predictability,3120,0.023347007478614377,0.19231951995057656
