dataset,keyset,method_a,method_b,feature,n,rho,p_value
instacart,0,recency,triple2vec,avg_basket_size,4124,0.01501293428931363,0.33511194289962554
instacart,0,recency,triple2vec,repeat_rate,4124,-0.12024054829816942,9.37677516989764e-15
instacart,0,recency,triple2vec,adjacent_basket_jaccard,4124,-0.14794161993390065,1.2933941723917202e-21
instacart,0,recency,triple2vec,recency_frequency_disagreement,4124,-0.02678498557937363,0.08545508919521667
instacart,0,recency,triple2vec,recent_basket_novelty,4124,0.005164448906347267,0.7402259074928641
instacart,0,recency,triple2vec,popularity_profile,4124,0.023632269386240714,0.1291713182129626
instacart,0,recency,triple2vec,neighbor_similarity,4124,0.04835379923751491,0.001895866682162452
instacart,0,recency,triple2vec,cooccurrence_support,4112,0.025190446692759147,0.10628915244780755
instacart,0,recency,triple2vec,transition_predictability,4116,0.04387705297078415,0.004870447397445387
instacart,0,recency,sets2sets,n_baskets,4124,-0.09629897217716034,5.766121693488523e-10
instacart,0,recency,sets2sets,avg_basket_size,4124,-0.033570100150342036,0.031101519052636264
instacart,0,recency,sets2sets,repeat_rate,4124,-0.08748870497206389,1.8286941397487245e-08
instacart,0,recency,sets2sets,adjacent_basket_jaccard,4124,-0.035637012751408924,0.0221035182526222
instacart,0,recency,sets2sets,recency_frequency_disagreement,4124,-0.0947157870080817,1.098797657501164e-09
instacart,0,recency,sets2sets,recent_basket_novelty,4124,-0.019279726860343495,0.21577076065193462
instacart,0,recency,sets2sets,popularity_profile,4124,0.17078127359060283,2.3123654360558326e-28
instacart,0,recency,sets2sets,neighbor_similarity,4124,0.20885979132743493,7.069663932350739e-42
instacart,0,recency,sets2sets,cooccurrence_support,4112,0.1936617691748068,4.8895693629665714e-36
instacart,0,recency,sets2sets,transition_predictability,4116,0.18154701113310068,7.808906923927466e-32
instacart,0,recency,dnntsp,n_baskets,4124,-0.20131869464972862,5.69460449428082e-39
instacart,0,recency,dnntsp,avg_basket_size,4124,-0.14720423501257335,2.0558613795188468e-21
instacart,0,recency,dnntsp,repeat_rate,4124,-0.19116546369147266,3.07266667546697e-35
instacart,0,recency,dnntsp,adjacent_basket_jaccard,4124,-0.05932758401132841,0.0001377776220535161
instacart,0,recency,dnntsp,recency_frequency_disagreement,4124,-0.1823462269410313,3.65463598041289e-32
instacart,0,recency,dnntsp,recent_basket_novelty,4124,0.031031431840878178,0.04629825746781365
instacart,0,recency,dnntsp,popularity_profile,4124,-0.06298465717785691,5.1753144923685165e-05
instacart,0,recency,dnntsp,neighbor_similarity,4124,-0.013457534725603543,0.3875888900101653
instacart,0,recency,dnntsp,cooccurrence_support,4112,-0.06390101665382239,4.1209775940261566e-05
instacart,0,recency,dnntsp,transition_predictability,4116,-0.02512060313492057,0.10709176733869197
instacart,0,recency,cbp,n_baskets,4124,-0.19221025320086246,1.2971209385389092e-35
instacart,0,recency,cbp,avg_basket_size,4124,-0.1477944227401531,1.419022696642607e-21
instacart,0,recency,cbp,repeat_rate,4124,-0.20978664164608313,3.049787646826012e-42
instacart,0,recency,cbp,adjacent_basket_jaccard,4124,-0.11795065545146353,2.987933792904567e-14
instacart,0,recency,cbp,recency_frequency_disagreement,4124,-0.1566668060792204,4.4862497694277406e-24
instacart,0,recency,cbp,recent_basket_novelty,4124,0.0447283776746165,0.004066573352380403
instacart,0,recency,cbp,popularity_profile,4124,0.0032787190137559485,0.8332846686613015
instacart,0,recency,cbp,neighbor_similarity,4124,0.041742151852184016,0.007340929461990234
instacart,0,recency,cbp,cooccurrence_support,4112,-0.0025842840390572185,0.8684191804553112
instacart,0,recency,cbp,transition_predictability,4116,0.029057268077324064,0.06231788906752198
instacart,0,recency,diffrec,n_baskets,4124,-0.24191157167049143,5.401949268604091e-56
instacart,0,recency,diffrec,avg_basket_size,4124,-0.17258110858695672,6.160555173118639e-29
instacart,0,recency,diffrec,repeat_rate,4124,-0.18472466130687315,5.6052893998925486e-33
instacart,0,recency,diffrec,adjacent_basket_jaccard,4124,0.00300814043793014,0.8468651669101938
instacart,0,recency,diffrec,recency_frequency_disagreement,4124,-0.23165646405757642,2.2724245200202514e-51
instacart,0,recency,diffrec,recent_basket_novelty,4124,0.0076828602906915365,0.6218440532206395
instacart,0,recency,diffrec,popularity_profile,4124,-0.11098755785744006,8.845555706471288e-13
instacart,0,recency,diffrec,neighbor_similarity,4124,-0.10901313313192103,2.227400657439582e-12
instacart,0,recency,diffrec,cooccurrence_support,4112,-0.12417909739003173,1.333099992082633e-15
instacart,0,recency,diffrec,transition_predictability,4116,-0.07273643029834964,2.9936720896870476e-06
instacart,0,frequency,racf,n_baskets,4124,0.025253223596149614,0.10491302251237396
instacart,0,frequency,racf,avg_basket_size,4124,-0.030213776747479673,0.05236335452674895
instacart,0,frequency,racf,repeat_rate,4124,0.026080477047154212,0.09400821896411887
instacart,0,frequency,racf,adjacent_basket_jaccard,4124,0.011505489764329812,0.46011084010380987
instacart,0,frequency,racf,recency_frequency_disagreement,4124,-0.02247264771386031,0.1490481671774426
instacart,0,frequency,racf,recent_basket_novelty,4124,-0.018989862249523756,0.22275372575600236
instacart,0,frequency,racf,popularity_profile,4124,-0.007771277795074502,0.6178391988001664
instacart,0,frequency,racf,neighbor_similarity,4124,0.01779746696470384,0.25317626425664724
instacart,0,frequency,racf,cooccurrence_support,4112,-0.001623468753241992,0.9171112955177408
instacart,0,frequency,racf,transition_predictability,4116,0.0006190651145986084,0.9683285395203207
instacart,0,frequency,tifuknn,n_baskets,4124,0.03641677348868362,0.01935133505453287
instacart,0,frequency,tifuknn,avg_basket_size,4124,0.003728600130626683,0.8108164451974373
instacart,0,frequency,tifuknn,repeat_rate,4124,0.028429084544200133,0.06792784614482471
instacart,0,frequency,tifuknn,adjacent_basket_jaccard,4124,-0.006104186171536552,0.6951426334783574
instacart,0,frequency,tifuknn,recency_frequency_disagreement,4124,0.024938525580288706,0.10931598449716957
instacart,0,frequency,tifuknn,recent_basket_novelty,4124,-0.01841033823162885,0.23719625110935352
instacart,0,frequency,tifuknn,popularity_profile,4124,-0.002453009960716129,0.8748659366379918
instacart,0,frequency,tifuknn,neighbor_similarity,4124,0.005107943581855776,0.7429671996833718
instacart,0,frequency,tifuknn,cooccurrence_support,4112,-0.0036461545561567326,0.815187679799134
instacart,0,frequency,tifuknn,transition_predictability,4116,-0.007985756714084738,0.608519974821439
instacart,0,frequency,fpmc,n_baskets,4124,0.020245550489220897,0.19364364716454366
instacart,0,frequency,fpmc,avg_basket_size,4124,0.03377637577669893,0.030080759166133834
instacart,0,frequency,fpmc,repeat_rate,4124,0.2379605731484988,3.4703031033015916e-54
instacart,0,frequency,fpmc,adjacent_basket_jaccard,4124,0.34758127485832785,2.0149984806029578e-117
instacart,0,frequency,fpmc,recency_frequency_disagreement,4124,-0.11460839404968909,1.5584837516238487e-13
instacart,0,frequency,fpmc,recent_basket_novelty,4124,-0.17932533360485145,3.8106476080467e-31
instacart,0,frequency,fpmc,popularity_profile,4124,0.06977136595090905,7.301266811791551e-06
instacart,0,frequency,fpmc,neighbor_similarity,4124,0.03851951305660888,0.013367373585522367
instacart,0,frequency,fpmc,cooccurrence_support,4112,0.045121298552528784,0.0038037786744335653
instacart,0,frequency,fpmc,transition_predictability,4116,0.034422330142107604,0.027217466342254977
instacart,0,frequency,triple2vec,n_baskets,4124,0.13642178323701154,1.376773623217362e-18
instacart,0,frequency,triple2vec,avg_basket_size,4124,0.21013956372074408,2.2119624131075258e-42
instacart,0,frequency,triple2vec,repeat_rate,4124,0.08383406855723902,6.985304098295412e-08
instacart,0,frequency,triple2vec,adjacent_basket_jaccard,4124,-0.06368859587057897,4.260227431934363e-05
instacart,0,frequency,triple2vec,recency_frequency_disagreement,4124,0.16536011750479201,1.1385321686377531e-26
instacart,0,frequency,triple2vec,recent_basket_novelty,4124,-0.028839851154141716,0.0640441805009119
instacart,0,frequency,triple2vec,popularity_profile,4124,0.0351368785818103,0.024042712370125004
instacart,0,frequency,triple2vec,neighbor_similarity,4124,0.02521981728474723,0.10537362953095777
instacart,0,frequency,triple2vec,cooccurrence_support,4112,0.03773519456873748,0.015525164491428774
instacart,0,frequency,triple2vec,transition_predictability,4116,0.02237011330196534,0.15130933796641832
instacart,0,frequency,sets2sets,n_baskets,4124,0.060901541865235394,9.098850218474018e-05
instacart,0,frequency,sets2sets,avg_basket_size,4124,0.10280942551799638,3.64596704290444e-11
instacart,0,frequency,sets2sets,repeat_rate,4124,0.09522443227075744,8.942109291587297e-10
instacart,0,frequency,sets2sets,adjacent_basket_jaccard,4124,0.07714053162454138,7.059142348030902e-07
instacart,0,frequency,sets2sets,recency_frequency_disagreement,4124,0.046384766854741,0.002887615314289744
instacart,0,frequency,sets2sets,recent_basket_novelty,4124,-0.05206304213362014,0.0008238383265740428
instacart,0,frequency,sets2sets,popularity_profile,4124,0.20477149186751067,2.7488857785951373e-40
instacart,0,frequency,sets2sets,neighbor_similarity,4124,0.20507573066901566,2.0990265480889536e-40
instacart,0,frequency,sets2sets,cooccurrence_support,4112,0.2310369108473575,5.919794569561217e-51
instacart,0,frequency,sets2sets,transition_predictability,4116,0.18428374865133682,9.137355731662356e-33
instacart,0,frequency,dnntsp,n_baskets,4124,-0.04791259316392485,0.0020860216038292878
instacart,0,frequency,dnntsp,avg_basket_size,4124,0.004362357572046016,0.77943152385977
instacart,0,frequency,dnntsp,repeat_rate,4124,-0.003939312074909672,0.8003450860332422
instacart,0,frequency,dnntsp,adjacent_basket_jaccard,4124,0.07357985774310087,2.243438503523742e-06
instacart,0,frequency,dnntsp,recency_frequency_disagreement,4124,-0.03864800052497847,0.013061546186503478
instacart,0,frequency,dnntsp,recent_basket_novelty,4124,-0.0010681665070450563,0.9453278037869692
instacart,0,frequency,dnntsp,popularity_profile,4124,-0.09213131560923565,3.0788175193811134e-09
instacart,0,frequency,dnntsp,neighbor_similarity,4124,-0.0659631384548139,2.2413889815789868e-05
instacart,0,frequency,dnntsp,cooccurrence_support,4112,-0.09025232127212403,6.731326562447604e-09
instacart,0,frequency,dnntsp,transition_predictability,4116,-0.07964190900113455,3.119392586514771e-07
instacart,0,frequency,cbp,n_baskets,4124,-0.03190931810830263,0.040455740293805525
instacart,0,frequency,cbp,avg_basket_size,4124,-0.010506022105967898,0.4999974391892723
instacart,0,frequency,cbp,repeat_rate,4124,-0.03378448962475238,0.03004120296010485
instacart,0,frequency,cbp,adjacent_basket_jaccard,4124,-0.01350692278043784,0.385849269774618
instacart,0,frequency,cbp,recency_frequency_disagreement,4124,-0.021474753243710006,0.16795188142237466
instacart,0,frequency,cbp,recent_basket_novelty,4124,0.026573912807480678,0.08794897401614747
instacart,0,frequency,cbp,popularity_profile,4124,-0.006549784117745616,0.674124969331631
instacart,0,frequency,cbp,neighbor_similarity,4124,-0.0029284142471336216,0.8508755494590741
instacart,0,frequency,cbp,cooccurrence_support,4112,-0.024391820303802107,0.11784584128538268
instacart,0,frequency,cbp,transition_predictability,4116,-0.022703296342438395,0.14530989347220846
instacart,0,frequency,diffrec,n_baskets,4124,-0.04832918314531417,0.0019060418367417798
instacart,0,frequency,diffrec,avg_basket_size,4124,-0.015608592198104954,0.31628774240519136
instacart,0,frequency,diffrec,repeat_rate,4124,0.043231762562177214,0.005490874028222224
instacart,0,frequency,diffrec,adjacent_basket_jaccard,4124,0.1506890729303522,2.253025935301606e-22
instacart,0,frequency,diffrec,recency_frequency_disagreement,4124,-0.0754600581320692,1.2261075463927055e-06
instacart,0,frequency,diffrec,recent_basket_novelty,4124,-0.04485463867920515,0.003963289665921284
instacart,0,frequency,diffrec,popularity_profile,4124,-0.12359190534743757,1.6519815564546502e-15
instacart,0,frequency,diffrec,neighbor_similarity,4124,-0.17000909447727788,4.060485346605233e-28
instacart,0,frequency,diffrec,cooccurrence_support,4112,-0.1334043194036746,8.670027531326135e-18
instacart,0,frequency,diffrec,transition_predictability,4116,-0.12362132210595704,1.7316380230186203e-15
instacart,0,racf,tifuknn,n_baskets,4124,0.027710818982064504,0.07518304729185687
instacart,0,racf,tifuknn,avg_basket_size,4124,0.023020334054898683,0.13938738170959306
instacart,0,racf,tifuknn,repeat_rate,4124,0.012595887643282755,0.41870249554858674
instacart,0,racf,tifuknn,adjacent_basket_jaccard,4124,-0.022873546741259156,0.1419280446890667
instacart,0,racf,tifuknn,recency_frequency_disagreement,4124,0.043249709160723813,0.005471415560793425
instacart,0,racf,tifuknn,recent_basket_novelty,4124,-0.0021593719113104566,0.8897429431286504
instacart,0,racf,tifuknn,popularity_profile,4124,-0.008616473593814875,0.5801412015438301
instacart,0,racf,tifuknn,neighbor_similarity,4124,-0.011097365866590492,0.4761795221387163
instacart,0,racf,tifuknn,cooccurrence_support,4112,-0.011008200825863517,0.48037080094052376
instacart,0,racf,tifuknn,transition_predictability,4116,-0.011345160112325578,0.4668198382975871
instacart,0,racf,fpmc,n_baskets,4124,0.019960340294372367,0.19999712608692918
instacart,0,racf,fpmc,avg_basket_size,4124,0.0370496733116046,0.017342470267526264
instacart,0,racf,fpmc,repeat_rate,4124,0.2357840243442162,3.3276068581671076e-53
instacart,0,racf,fpmc,adjacent_basket_jaccard,4124,0.3439616186582576,7.138065728506307e-115
instacart,0,racf,fpmc,recency_frequency_disagreement,4124,-0.10940431188003277,1.857382597223884e-12
instacart,0,racf,fpmc,recent_basket_novelty,4124,-0.17885649363035752,5.462743359942914e-31
instacart,0,racf,fpmc,popularity_profile,4124,0.07506730342767541,1.3926810957447577e-06
instacart,0,racf,fpmc,neighbor_similarity,4124,0.039570047073620565,0.01104255809024302
instacart,0,racf,fpmc,cooccurrence_support,4112,0.04859134493838791,0.0018282069923610301
instacart,0,racf,fpmc,transition_predictability,4116,0.03997097323722148,0.010328703624102042
instacart,0,racf,triple2vec,n_baskets,4124,0.1268201276423521,2.9650595752129446e-16
instacart,0,racf,triple2vec,avg_basket_size,4124,0.21583071651022354,1.1488198754303653e-44
instacart,0,racf,triple2vec,repeat_rate,4124,0.06978484998778703,7.271575580651791e-06
instacart,0,racf,triple2vec,adjacent_basket_jaccard,4124,-0.07500680265386984,1.4202004846770839e-06
instacart,0,racf,triple2vec,recency_frequency_disagreement,4124,0.17316253793484693,4.0059447610845104e-29
instacart,0,racf,triple2vec,recent_basket_novelty,4124,-0.017112567718647543,0.2719039008803184
instacart,0,racf,triple2vec,popularity_profile,4124,0.03695522687741783,0.017630132985457816
instacart,0,racf,triple2vec,neighbor_similarity,4124,0.010027447392517505,0.5197262926508999
instacart,0,racf,triple2vec,cooccurrence_support,4112,0.034834528252670575,0.025498958456710987
instacart,0,racf,triple2vec,transition_predictability,4116,0.02156151381687319,0.16665187176059212
instacart,0,racf,sets2sets,n_baskets,4124,0.06313141500701103,4.970384857160772e-05
instacart,0,racf,sets2sets,avg_basket_size,4124,0.11064073645030208,1.041577097415968e-12
instacart,0,racf,sets2sets,repeat_rate,4124,0.09315692847326006,2.0523317295740067e-09
instacart,0,racf,sets2sets,adjacent_basket_jaccard,4124,0.07170281879029919,4.0426778479074095e-06
instacart,0,racf,sets2sets,recency_frequency_disagreement,4124,0.054388116719747776,0.0004754060523594926
instacart,0,racf,sets2sets,recent_basket_novelty,4124,-0.05054093071371976,0.0011673185890921397
instacart,0,racf,sets2sets,popularity_profile,4124,0.20910651769600988,5.65421747007047e-42
instacart,0,racf,sets2sets,neighbor_similarity,4124,0.2058598732348032,1.0453027082076591e-40
instacart,0,racf,sets2sets,cooccurrence_support,4112,0.23539423298726453,7.015609052162961e-53
instacart,0,racf,sets2sets,transition_predictability,4116,0.1909472800383082,4.269675408822853e-35
instacart,0,racf,dnntsp,n_baskets,4124,-0.05972209629010949,0.00012428364074849364
instacart,0,racf,dnntsp,avg_basket_size,4124,0.017152331367185907,0.2707913548202433
instacart,0,racf,dnntsp,repeat_rate,4124,-0.019893114270360415,0.2015166008095073
instacart,0,racf,dnntsp,adjacent_basket_jaccard,4124,0.06252998966665012,5.862211683776778e-05
instacart,0,racf,dnntsp,recency_frequency_disagreement,4124,-0.027825088666524864,0.07398820878712603
instacart,0,racf,dnntsp,recent_basket_novelty,4124,0.007253847025525971,0.6414336902546549
instacart,0,racf,dnntsp,popularity_profile,4124,-0.08937246546477294,8.970799888905556e-09
instacart,0,racf,dnntsp,neighbor_similarity,4124,-0.07569246480462988,1.1367478532208921e-06
instacart,0,racf,dnntsp,cooccurrence_support,4112,-0.08920394654549636,1.0050256934783654e-08
instacart,0,racf,dnntsp,transition_predictability,4116,-0.07299105011225038,2.7636110339239205e-06
instacart,0,racf,cbp,n_baskets,4124,-0.04268028167155123,0.006120095776155842
instacart,0,racf,cbp,avg_basket_size,4124,0.013206829776459603,0.39649307968656433
instacart,0,racf,cbp,repeat_rate,4124,-0.04621161985968581,0.002994310941685759
instacart,0,racf,cbp,adjacent_basket_jaccard,4124,-0.01608216136573821,0.30182671213130124
instacart,0,racf,cbp,recency_frequency_disagreement,4124,0.0008998709105459761,0.9539312427970935
instacart,0,racf,cbp,recent_basket_novelty,4124,0.03775180612964752,0.015329946839913894
instacart,0,racf,cbp,popularity_profile,4124,0.005527747523656041,0.7226809335932349
instacart,0,racf,cbp,neighbor_similarity,4124,-0.010463810941316525,0.5017214419549206
instacart,0,racf,cbp,cooccurrence_support,4112,-0.011910560822850734,0.4451306053636759
instacart,0,racf,cbp,transition_predictability,4116,-0.008221314502061166,0.5979881555495403
instacart,0,racf,diffrec,n_baskets,4124,-0.0527487860143487,0.0007020590334602097
instacart,0,racf,diffrec,avg_basket_size,4124,-0.005952149942215013,0.702368706649649
instacart,0,racf,diffrec,repeat_rate,4124,0.03808108036260963,0.014459093101531453
instacart,0,racf,diffrec,adjacent_basket_jaccard,4124,0.14623687755171108,3.762407470443617e-21
instacart,0,racf,diffrec,recency_frequency_disagreement,4124,-0.06782822761396205,1.3034846127537219e-05
instacart,0,racf,diffrec,recent_basket_novelty,4124,-0.0400723442704236,0.0100636521575448
instacart,0,racf,diffrec,popularity_profile,4124,-0.1220269441832466,3.738502601350757e-15
instacart,0,racf,diffrec,neighbor_similarity,4124,-0.17603652084172072,4.667903409966358e-30
instacart,0,racf,diffrec,cooccurrence_support,4112,-0.13451520951488802,4.613495723612351e-18
instacart,0,racf,diffrec,transition_predictability,4116,-0.12166734791787316,4.784942221370449e-15
instacart,0,tifuknn,fpmc,n_baskets,4124,0.0061241857459078865,0.6941941211033931
instacart,0,tifuknn,fpmc,avg_basket_size,4124,0.03430714069082324,0.0275856204496266
instacart,0,tifuknn,fpmc,repeat_rate,4124,0.22853810412092962,5.231460852809541e-50
instacart,0,tifuknn,fpmc,adjacent_basket_jaccard,4124,0.3542488187690318,3.3056291922499027e-122
instacart,0,tifuknn,fpmc,recency_frequency_disagreement,4124,-0.1251990190296526,7.063951647795212e-16
instacart,0,tifuknn,fpmc,recent_basket_novelty,4124,-0.17593221667430792,5.049933185119024e-30
instacart,0,tifuknn,fpmc,popularity_profile,4124,0.07157002020748206,4.212400760341354e-06
instacart,0,tifuknn,fpmc,neighbor_similarity,4124,0.0400042714685969,0.010191624119062128
instacart,0,tifuknn,fpmc,cooccurrence_support,4112,0.046173286970982,0.003061090013264
instacart,0,tifuknn,fpmc,transition_predictability,4116,0.04030682152341347,0.009704276166281786
instacart,0,tifuknn,triple2vec,n_baskets,4124,0.11701130365140133,4.7758508099537586e-14
instacart,0,tifuknn,triple2vec,avg_basket_size,4124,0.2045498757805149,3.3447682484727908e-40
instacart,0,tifuknn,triple2vec,repeat_rate,4124,0.07287948644404946,2.7994026026739584e-06
instacart,0,tifuknn,triple2vec,adjacent_basket_jaccard,4124,-0.047769187914053816,0.002151496634646745
instacart,0,tifuknn,triple2vec,recency_frequency_disagreement,4124,0.14486641299850753,8.79599233574833e-21
instacart,0,tifuknn,triple2vec,recent_basket_novelty,4124,-0.023660514016386622,0.12871420848320195
instacart,0,tifuknn,triple2vec,popularity_profile,4124,0.05700436885028118,0.00024967152991849036
instacart,0,tifuknn,triple2vec,neighbor_similarity,4124,0.03612637961936326,0.020339174968662076
instacart,0,tifuknn,triple2vec,cooccurrence_support,4112,0.05782074397090051,0.0002074848149197085
instacart,0,tifuknn,triple2vec,transition_predictability,4116,0.04231756958856361,0.0066211719523499015
instacart,0,tifuknn,sets2sets,n_baskets,4124,0.045750185777898335,0.00329644322127729
instacart,0,tifuknn,sets2sets,avg_basket_size,4124,0.10288250479650456,3.531168003600248e-11
instacart,0,tifuknn,sets2sets,repeat_rate,4124,0.08218304817650122,1.25702198042375e-07
instacart,0,tifuknn,sets2sets,adjacent_basket_jaccard,4124,0.07950945827439239,3.178965972304115e-07
instacart,0,tifuknn,sets2sets,recency_frequency_disagreement,4124,0.03417228496599623,0.02820204643126672
instacart,0,tifuknn,sets2sets,recent_basket_novelty,4124,-0.04460156888362797,0.0041727573337209094
instacart,0,tifuknn,sets2sets,popularity_profile,4124,0.20537619369568186,1.6074932576483174e-40
instacart,0,tifuknn,sets2sets,neighbor_similarity,4124,0.20496955123933067,2.306325814215884e-40
instacart,0,tifuknn,sets2sets,cooccurrence_support,4112,0.23329451951303132,6.015282796268399e-52
instacart,0,tifuknn,sets2sets,transition_predictability,4116,0.19502458170481538,1.4489950366801314e-36
instacart,0,tifuknn,dnntsp,n_baskets,4124,-0.06579333471174495,2.3531491860290285e-05
instacart,0,tifuknn,dnntsp,avg_basket_size,4124,-0.0031552051855151973,0.839477989824414
instacart,0,tifuknn,dnntsp,repeat_rate,4124,-0.016902795444594238,0.2778248646865523
instacart,0,tifuknn,dnntsp,adjacent_basket_jaccard,4124,0.08214217543600635,1.2752584568573034e-07
instacart,0,tifuknn,dnntsp,recency_frequency_disagreement,4124,-0.061376050544194184,8.013567111669591e-05
instacart,0,tifuknn,dnntsp,recent_basket_novelty,4124,0.0030544747643305743,0.8445362734299308
instacart,0,tifuknn,dnntsp,popularity_profile,4124,-0.07550443644593346,1.2085382728364417e-06
instacart,0,tifuknn,dnntsp,neighbor_similarity,4124,-0.05800094438408826,0.00019397634366877302
instacart,0,tifuknn,dnntsp,cooccurrence_support,4112,-0.07357653579390087,2.3232881618811273e-06
instacart,0,tifuknn,dnntsp,transition_predictability,4116,-0.05536612957717013,0.0003798237696418954
instacart,0,tifuknn,cbp,n_baskets,4124,-0.062265628810944135,6.300389528682552e-05
instacart,0,tifuknn,cbp,avg_basket_size,4124,-0.025596566308374303,0.10027106699169856
instacart,0,tifuknn,cbp,repeat_rate,4124,-0.05040137732985697,0.001204673485419141
instacart,0,tifuknn,cbp,adjacent_basket_jaccard,4124,0.006797992885686245,0.662525665351616
instacart,0,tifuknn,cbp,recency_frequency_disagreement,4124,-0.055561619782099156,0.0003573179754366424
instacart,0,tifuknn,cbp,recent_basket_novelty,4124,0.031340443151593435,0.04416550623545844
instacart,0,tifuknn,cbp,popularity_profile,4124,0.01467419396865673,0.34613224138707654
instacart,0,tifuknn,cbp,neighbor_similarity,4124,0.007285305709237834,0.6399884907746438
instacart,0,tifuknn,cbp,cooccurrence_support,4112,0.0010448840245650484,0.9465954692490315
instacart,0,tifuknn,cbp,transition_predictability,4116,0.011445780063106177,0.4628773380935223
instacart,0,tifuknn,diffrec,n_baskets,4124,-0.06906862132338282,9.019650686935391e-06
instacart,0,tifuknn,diffrec,avg_basket_size,4124,-0.011192410700164048,0.4724101739951031
instacart,0,tifuknn,diffrec,repeat_rate,4124,0.029200535437231116,0.06078689765718062
instacart,0,tifuknn,diffrec,adjacent_basket_jaccard,4124,0.15614468358177214,6.355673842566913e-24
instacart,0,tifuknn,diffrec,recency_frequency_disagreement,4124,-0.09241359930157805,2.75482065529428e-09
instacart,0,tifuknn,diffrec,recent_basket_novelty,4124,-0.03519557211205142,0.023807750398694684
instacart,0,tifuknn,diffrec,popularity_profile,4124,-0.11037781654384857,1.1785378755686581e-12
instacart,0,tifuknn,diffrec,neighbor_similarity,4124,-0.1611004206255051,2.2196278976984167e-25
instacart,0,tifuknn,diffrec,cooccurrence_support,4112,-0.121177728282989,6.3450901284966535e-15
instacart,0,tifuknn,diffrec,transition_predictability,4116,-0.10452271112491225,1.7906542026633545e-11
instacart,0,fpmc,triple2vec,n_baskets,4124,0.07070806720453861,5.491695493592636e-06
instacart,0,fpmc,triple2vec,avg_basket_size,4124,0.09374011499016938,1.6264879774660514e-09
instacart,0,fpmc,triple2vec,repeat_rate,4124,-0.16329402520339767,4.856985970940714e-26
instacart,0,fpmc,triple2vec,adjacent_basket_jaccard,4124,-0.3607989256317885,5.065476779908476e-127
instacart,0,fpmc,triple2vec,recency_frequency_disagreement,4124,0.20989984503491171,2.7514002655678963e-42
instacart,0,fpmc,triple2vec,recent_basket_novelty,4124,0.14765651444452174,1.5476403730305549e-21
instacart,0,fpmc,triple2vec,popularity_profile,4124,-0.044807129534857514,0.004001870244067544
instacart,0,fpmc,triple2vec,neighbor_similarity,4124,-0.02690017569828041,0.0841183765453822
instacart,0,fpmc,triple2vec,cooccurrence_support,4112,-0.01946608318848974,0.21203144381216338
instacart,0,fpmc,triple2vec,transition_predictability,4116,-0.021220874679079682,0.17345445879353286
instacart,0,fpmc,sets2sets,n_baskets,4124,0.025740537729670096,0.09837395715937045
instacart,0,fpmc,sets2sets,avg_basket_size,4124,0.03495450203414743,0.024785673521251585
instacart,0,fpmc,sets2sets,repeat_rate,4124,-0.15831010418211286,1.4871617476092062e-24
instacart,0,fpmc,sets2sets,adjacent_basket_jaccard,4124,-0.2743312781043419,4.2030046514013526e-72
instacart,0,fpmc,sets2sets,recency_frequency_disagreement,4124,0.1370760645285572,9.41051159979774e-19
instacart,0,fpmc,sets2sets,recent_basket_novelty,4124,0.13175020511390362,1.9746621572797246e-17
instacart,0,fpmc,sets2sets,popularity_profile,4124,0.10066980762654491,9.211423225962189e-11
instacart,0,fpmc,sets2sets,neighbor_similarity,4124,0.13885112193783317,3.3208886502802383e-19
instacart,0,fpmc,sets2sets,cooccurrence_support,4112,0.15116046348054749,1.9140799161388063e-22
instacart,0,fpmc,sets2sets,transition_predictability,4116,0.11935044361389098,1.5637834505445887e-14
instacart,0,fpmc,dnntsp,n_baskets,4124,-0.06110455568621026,8.618548030812024e-05
instacart,0,fpmc,dnntsp,avg_basket_size,4124,-0.064247757980952,3.644996363672348e-05
instacart,0,fpmc,dnntsp,repeat_rate,4124,-0.2521211335904043,8.064182241438684e-61
instacart,0,fpmc,dnntsp,adjacent_basket_jaccard,4124,-0.30686238571686847,1.2163780733766825e-90
instacart,0,fpmc,dnntsp,recency_frequency_disagreement,4124,0.07120854343439752,4.7096602501539665e-06
instacart,0,fpmc,dnntsp,recent_basket_novelty,4124,0.18356428161581959,1.4035906562894217e-32
instacart,0,fpmc,dnntsp,popularity_profile,4124,-0.13493267439343423,3.2506857716525262e-18
instacart,0,fpmc,dnntsp,neighbor_similarity,4124,-0.09929435090518367,1.6546727314432582e-10
instacart,0,fpmc,dnntsp,cooccurrence_support,4112,-0.11445218373497724,1.8226304454469475e-13
instacart,0,fpmc,dnntsp,transition_predictability,4116,-0.09820597804569291,2.721572894385789e-10
instacart,0,fpmc,cbp,n_baskets,4124,-0.033695861761765665,0.030475707949493815
instacart,0,fpmc,cbp,avg_basket_size,4124,-0.03929610960971998,0.011611306471536844
instacart,0,fpmc,cbp,repeat_rate,4124,-0.24774990051312795,1.0005152076835343e-58
instacart,0,fpmc,cbp,adjacent_basket_jaccard,4124,-0.34822526074830096,7.033438770718374e-118
instacart,0,fpmc,cbp,recency_frequency_disagreement,4124,0.10508181340496991,1.3342572421621698e-11
instacart,0,fpmc,cbp,recent_basket_novelty,4124,0.18991920850268426,8.539537617380692e-35
instacart,0,fpmc,cbp,popularity_profile,4124,-0.07040824195734037,6.0181825936955785e-06
