dataset,keyset,outcome,method,feature,n_users,r2,coef
instacart,0,centered,dnntsp,n_baskets,4124,0.03645203691943388,-0.003323056124379483
instacart,0,centered,dnntsp,avg_basket_size,4124,0.03645203691943388,0.015283338506299385
instacart,0,centered,dnntsp,repeat_rate,4124,0.03645203691943388,0.0282454699867469
instacart,0,centered,dnntsp,adjacent_basket_jaccard,4124,0.03645203691943388,-0.009097154055367969
instacart,0,centered,dnntsp,recent_basket_novelty,4124,0.03645203691943388,0.009060927864904382
instacart,0,centered,dnntsp,popularity_profile,4124,0.03645203691943388,0.010967910716856967
instacart,0,centered,dnntsp,neighbor_similarity,4124,0.03645203691943388,0.0054924855441245875
instacart,0,centered,dnntsp,transition_strength,4124,0.03645203691943388,-0.00868747613634814
instacart,0,centered,dnntsp,relational_strength,4124,0.03645203691943388,0.003672219881109937
instacart,0,centered,cbp,n_baskets,4124,0.06286186812360361,-0.0043766029088366885
instacart,0,centered,cbp,avg_basket_size,4124,0.06286186812360361,0.009857644153266088
instacart,0,centered,cbp,repeat_rate,4124,0.06286186812360361,0.025568364305870818
instacart,0,centered,cbp,adjacent_basket_jaccard,4124,0.06286186812360361,0.011888142133221858
instacart,0,centered,cbp,recent_basket_novelty,4124,0.06286186812360361,0.002786678265267805
instacart,0,centered,cbp,popularity_profile,4124,0.06286186812360361,-0.00890601157846027
instacart,0,centered,cbp,neighbor_similarity,4124,0.06286186812360361,-0.0031695457809391855
instacart,0,centered,cbp,transition_strength,4124,0.06286186812360361,-0.003018767400317967
instacart,0,centered,cbp,relational_strength,4124,0.06286186812360361,-0.00030666143208509715
instacart,0,centered,diffrec,n_baskets,4124,0.07707758938098574,0.02431531920010778
instacart,0,centered,diffrec,avg_basket_size,4124,0.07707758938098574,0.01935930288758443
instacart,0,centered,diffrec,repeat_rate,4124,0.07707758938098574,0.0010814344428407854
instacart,0,centered,diffrec,adjacent_basket_jaccard,4124,0.07707758938098574,-0.014703522986445266
instacart,0,centered,diffrec,recent_basket_novelty,4124,0.07707758938098574,0.012322780476098949
instacart,0,centered,diffrec,popularity_profile,4124,0.07707758938098574,0.027057502002149295
instacart,0,centered,diffrec,neighbor_similarity,4124,0.07707758938098574,0.0124850052431437
instacart,0,centered,diffrec,transition_strength,4124,0.07707758938098574,0.00039888015124412226
instacart,0,centered,diffrec,relational_strength,4124,0.07707758938098574,-0.0063895002348431235
instacart,1,difficulty,all_method_mean,n_baskets,4124,0.29277321350339336,-0.027053856631442386
instacart,1,difficulty,all_method_mean,avg_basket_size,4124,0.29277321350339336,0.042991221673152155
instacart,1,difficulty,all_method_mean,repeat_rate,4124,0.29277321350339336,0.08146235399324914
instacart,1,difficulty,all_method_mean,adjacent_basket_jaccard,4124,0.29277321350339336,0.0629620505495176
instacart,1,difficulty,all_method_mean,recent_basket_novelty,4124,0.29277321350339336,-0.008615884892157628
instacart,1,difficulty,all_method_mean,popularity_profile,4124,0.29277321350339336,0.020672944026471417
instacart,1,difficulty,all_method_mean,neighbor_similarity,4124,0.29277321350339336,8.53539328120453e-05
instacart,1,difficulty,all_method_mean,transition_strength,4124,0.29277321350339336,0.009684132738319404
instacart,1,difficulty,all_method_mean,relational_strength,4124,0.29277321350339336,-0.007314584173803268
instacart,1,centered,recency,n_baskets,4124,0.0792613123503999,0.0009301821111534284
instacart,1,centered,recency,avg_basket_size,4124,0.0792613123503999,-0.015864668647570607
instacart,1,centered,recency,repeat_rate,4124,0.0792613123503999,-0.07905197460109278
instacart,1,centered,recency,adjacent_basket_jaccard,4124,0.0792613123503999,0.009773347774914405
instacart,1,centered,recency,recent_basket_novelty,4124,0.0792613123503999,-0.0476965161001575
instacart,1,centered,recency,popularity_profile,4124,0.0792613123503999,-0.0029139529735028834
instacart,1,centered,recency,neighbor_similarity,4124,0.0792613123503999,0.010580998531167061
instacart,1,centered,recency,transition_strength,4124,0.0792613123503999,0.003926594530232408
instacart,1,centered,recency,relational_strength,4124,0.0792613123503999,-0.0017322813683760792
instacart,1,centered,frequency,n_baskets,4124,0.061189567847755866,-0.007285694476504169
instacart,1,centered,frequency,avg_basket_size,4124,0.061189567847755866,0.005618816210512568
instacart,1,centered,frequency,repeat_rate,4124,0.061189567847755866,0.0217955125517223
instacart,1,centered,frequency,adjacent_basket_jaccard,4124,0.061189567847755866,0.01631039283908717
instacart,1,centered,frequency,recent_basket_novelty,4124,0.061189567847755866,0.0032999352635656658
instacart,1,centered,frequency,popularity_profile,4124,0.061189567847755866,-0.008718548435450273
instacart,1,centered,frequency,neighbor_similarity,4124,0.061189567847755866,-0.003199139140777402
instacart,1,centered,frequency,transition_strength,4124,0.061189567847755866,-3.270540336715159e-05
instacart,1,centered,frequency,relational_strength,4124,0.061189567847755866,-0.0019568378730553757
instacart,1,centered,tifuknn,n_baskets,4124,0.06332952126521951,-0.01457985071341953
instacart,1,centered,tifuknn,avg_basket_size,4124,0.06332952126521951,0.004320700527570984
instacart,1,centered,tifuknn,repeat_rate,4124,0.06332952126521951,0.02532896786533341
instacart,1,centered,tifuknn,adjacent_basket_jaccard,4124,0.06332952126521951,0.017333236564898605
instacart,1,centered,tifuknn,recent_basket_novelty,4124,0.06332952126521951,0.0012529643387707969
instacart,1,centered,tifuknn,popularity_profile,4124,0.06332952126521951,-0.010623950536812338
instacart,1,centered,tifuknn,neighbor_similarity,4124,0.06332952126521951,0.0004982735046026936
instacart,1,centered,tifuknn,transition_strength,4124,0.06332952126521951,-0.0028795796467830505
instacart,1,centered,tifuknn,relational_strength,4124,0.06332952126521951,-0.002910456468289003
instacart,1,centered,fpmc,n_baskets,4124,0.17526681229676078,0.05067335489197075
instacart,1,centered,fpmc,avg_basket_size,4124,0.17526681229676078,0.0005211892842125667
instacart,1,centered,fpmc,repeat_rate,4124,0.17526681229676078,-0.07257534807204981
instacart,1,centered,fpmc,adjacent_basket_jaccard,4124,0.17526681229676078,-0.0571935683219687
instacart,1,centered,fpmc,recent_basket_novelty,4124,0.17526681229676078,0.01007871951207902
instacart,1,centered,fpmc,popularity_profile,4124,0.17526681229676078,0.0037185109804928757
instacart,1,centered,fpmc,neighbor_similarity,4124,0.17526681229676078,0.002001505107001815
instacart,1,centered,fpmc,transition_strength,4124,0.17526681229676078,0.011131703517008087
instacart,1,centered,fpmc,relational_strength,4124,0.17526681229676078,0.011247143871283574
instacart,1,centered,triple2vec,n_baskets,4124,0.06582750900737544,-0.03348052945760244
instacart,1,centered,triple2vec,avg_basket_size,4124,0.06582750900737544,-0.01616438692426067
instacart,1,centered,triple2vec,repeat_rate,4124,0.06582750900737544,0.04501033424992066
instacart,1,centered,triple2vec,adjacent_basket_jaccard,4124,0.06582750900737544,0.009968365846529947
instacart,1,centered,triple2vec,recent_basket_novelty,4124,0.06582750900737544,0.006459839743339353
instacart,1,centered,triple2vec,popularity_profile,4124,0.06582750900737544,-0.003659210219626882
instacart,1,centered,triple2vec,neighbor_similarity,4124,0.06582750900737544,-0.016434085916485954
instacart,1,centered,triple2vec,transition_strength,4124,0.06582750900737544,0.0037727423207679633
instacart,1,centered,triple2vec,relational_strength,4124,0.06582750900737544,-0.0009513815613953983
instacart,1,centered,dnntsp,n_baskets,4124,0.025941131763068115,-0.01745940654414164
instacart,1,centered,dnntsp,avg_basket_size,4124,0.025941131763068115,-0.0009537150479182166
instacart,1,centered,dnntsp,repeat_rate,4124,0.025941131763068115,0.04694121949686362
instacart,1,centered,dnntsp,adjacent_basket_jaccard,4124,0.025941131763068115,-0.010300561220277166
instacart,1,centered,dnntsp,recent_basket_novelty,4124,0.025941131763068115,0.016570819694688103
instacart,1,centered,dnntsp,popularity_profile,4124,0.025941131763068115,0.010134255728595712
instacart,1,centered,dnntsp,neighbor_similarity,4124,0.025941131763068115,-0.007083562097200323
instacart,1,centered,dnntsp,transition_strength,4124,0.025941131763068115,-0.01484692590326878
instacart,1,centered,dnntsp,relational_strength,4124,0.025941131763068115,0.01221147900841766
instacart,1,centered,cbp,n_baskets,4124,0.06555862277948699,-0.006162187626991432
instacart,1,centered,cbp,avg_basket_size,4124,0.06555862277948699,0.005148808380040776
instacart,1,centered,cbp,repeat_rate,4124,0.06555862277948699,0.02452082708808915
instacart,1,centered,cbp,adjacent_basket_jaccard,4124,0.06555862277948699,0.017736235791628068
instacart,1,centered,cbp,recent_basket_novelty,4124,0.06555862277948699,0.002561081902383457
instacart,1,centered,cbp,popularity_profile,4124,0.06555862277948699,-0.008189247720130048
instacart,1,centered,cbp,neighbor_similarity,4124,0.06555862277948699,0.0005755219324763785
instacart,1,centered,cbp,transition_strength,4124,0.06555862277948699,-0.002445154353773537
instacart,1,centered,cbp,relational_strength,4124,0.06555862277948699,-0.004996527936175878
instacart,1,centered,diffrec,n_baskets,4124,0.05110459778808962,0.027364131815535132
instacart,1,centered,diffrec,avg_basket_size,4124,0.05110459778808962,0.01737325621741266
instacart,1,centered,diffrec,repeat_rate,4124,0.05110459778808962,-0.011969538578786482
instacart,1,centered,diffrec,adjacent_basket_jaccard,4124,0.05110459778808962,-0.003627449274812348
instacart,1,centered,diffrec,recent_basket_novelty,4124,0.05110459778808962,0.007473155645331123
instacart,1,centered,diffrec,popularity_profile,4124,0.05110459778808962,0.020252143176433788
instacart,1,centered,diffrec,neighbor_similarity,4124,0.05110459778808962,0.013060488079215764
instacart,1,centered,diffrec,transition_strength,4124,0.05110459778808962,0.0013733249391840252
instacart,1,centered,diffrec,relational_strength,4124,0.05110459778808962,-0.010911137672409485
instacart,2,difficulty,all_method_mean,n_baskets,4124,0.2710137163673969,-0.042432976189154946
instacart,2,difficulty,all_method_mean,avg_basket_size,4124,0.2710137163673969,0.03344934572154737
instacart,2,difficulty,all_method_mean,repeat_rate,4124,0.2710137163673969,0.07590911207283717
instacart,2,difficulty,all_method_mean,adjacent_basket_jaccard,4124,0.2710137163673969,0.06436600325274297
instacart,2,difficulty,all_method_mean,recent_basket_novelty,4124,0.2710137163673969,-0.013369672921349374
instacart,2,difficulty,all_method_mean,popularity_profile,4124,0.2710137163673969,0.015531843261510192
instacart,2,difficulty,all_method_mean,neighbor_similarity,4124,0.2710137163673969,-0.009410165109197812
instacart,2,difficulty,all_method_mean,transition_strength,4124,0.2710137163673969,0.002925270772368937
instacart,2,difficulty,all_method_mean,relational_strength,4124,0.2710137163673969,0.009595148336342157
instacart,2,centered,recency,n_baskets,4124,0.05936062066477232,0.009101782376695802
instacart,2,centered,recency,avg_basket_size,4124,0.05936062066477232,-0.000936416250265573
instacart,2,centered,recency,repeat_rate,4124,0.05936062066477232,-0.07465565200364518
instacart,2,centered,recency,adjacent_basket_jaccard,4124,0.05936062066477232,0.018826011756790093
instacart,2,centered,recency,recent_basket_novelty,4124,0.05936062066477232,-0.05098496182871868
instacart,2,centered,recency,popularity_profile,4124,0.05936062066477232,-0.011112049903909424
instacart,2,centered,recency,neighbor_similarity,4124,0.05936062066477232,0.018873237111005928
instacart,2,centered,recency,transition_strength,4124,0.05936062066477232,0.0021684400644401925
instacart,2,centered,recency,relational_strength,4124,0.05936062066477232,-0.009356165683732931
instacart,2,centered,frequency,n_baskets,4124,0.05273988155337217,-0.003876220432567405
instacart,2,centered,frequency,avg_basket_size,4124,0.05273988155337217,0.007032949242967919
instacart,2,centered,frequency,repeat_rate,4124,0.05273988155337217,0.019870113782762284
instacart,2,centered,frequency,adjacent_basket_jaccard,4124,0.05273988155337217,0.012984372278051663
instacart,2,centered,frequency,recent_basket_novelty,4124,0.05273988155337217,0.0008459507681895773
instacart,2,centered,frequency,popularity_profile,4124,0.05273988155337217,-0.009423039255295716
instacart,2,centered,frequency,neighbor_similarity,4124,0.05273988155337217,-0.005647695092316567
instacart,2,centered,frequency,transition_strength,4124,0.05273988155337217,-0.006361370574624275
instacart,2,centered,frequency,relational_strength,4124,0.05273988155337217,0.0045078371287514685
instacart,2,centered,tifuknn,n_baskets,4124,0.056143523607784296,-0.008788494964266657
instacart,2,centered,tifuknn,avg_basket_size,4124,0.056143523607784296,0.007732360642271898
instacart,2,centered,tifuknn,repeat_rate,4124,0.056143523607784296,0.02349684432428899
instacart,2,centered,tifuknn,adjacent_basket_jaccard,4124,0.056143523607784296,0.015037588316057185
instacart,2,centered,tifuknn,recent_basket_novelty,4124,0.056143523607784296,0.0020633609600468165
instacart,2,centered,tifuknn,popularity_profile,4124,0.056143523607784296,-0.012685002735559496
instacart,2,centered,tifuknn,neighbor_similarity,4124,0.056143523607784296,-0.005845664470775046
instacart,2,centered,tifuknn,transition_strength,4124,0.056143523607784296,-0.002385051281118956
instacart,2,centered,tifuknn,relational_strength,4124,0.056143523607784296,0.00043806591356321863
instacart,2,centered,fpmc,n_baskets,4124,0.16653869873872618,0.06342675760007405
instacart,2,centered,fpmc,avg_basket_size,4124,0.16653869873872618,0.012306398398129085
instacart,2,centered,fpmc,repeat_rate,4124,0.16653869873872618,-0.07396466687528663
instacart,2,centered,fpmc,adjacent_basket_jaccard,4124,0.16653869873872618,-0.05356288006354977
instacart,2,centered,fpmc,recent_basket_novelty,4124,0.16653869873872618,0.010213737272045529
instacart,2,centered,fpmc,popularity_profile,4124,0.16653869873872618,0.008187826462233476
instacart,2,centered,fpmc,neighbor_similarity,4124,0.16653869873872618,0.0066147921809907445
instacart,2,centered,fpmc,transition_strength,4124,0.16653869873872618,0.02096668302497101
instacart,2,centered,fpmc,relational_strength,4124,0.16653869873872618,-0.001286430161395763
instacart,2,centered,triple2vec,n_baskets,4124,0.2313634138995322,-0.06998431081345732
instacart,2,centered,triple2vec,avg_basket_size,4124,0.2313634138995322,-0.07085117059559665
instacart,2,centered,triple2vec,repeat_rate,4124,0.2313634138995322,0.04213106937971537
instacart,2,centered,triple2vec,adjacent_basket_jaccard,4124,0.2313634138995322,0.02117648936084588
instacart,2,centered,triple2vec,recent_basket_novelty,4124,0.2313634138995322,0.01016879330890453
instacart,2,centered,triple2vec,popularity_profile,4124,0.2313634138995322,-0.002578708879657207
instacart,2,centered,triple2vec,neighbor_similarity,4124,0.2313634138995322,-0.02549458932766465
instacart,2,centered,triple2vec,transition_strength,4124,0.2313634138995322,-0.004146461790530339
instacart,2,centered,triple2vec,relational_strength,4124,0.2313634138995322,0.008616113097503549
instacart,2,centered,dnntsp,n_baskets,4124,0.03570473617998082,-0.010831067192802706
instacart,2,centered,dnntsp,avg_basket_size,4124,0.03570473617998082,0.015379486640655742
instacart,2,centered,dnntsp,repeat_rate,4124,0.03570473617998082,0.03422935933540025
instacart,2,centered,dnntsp,adjacent_basket_jaccard,4124,0.03570473617998082,-0.012541648630670359
instacart,2,centered,dnntsp,recent_basket_novelty,4124,0.03570473617998082,0.01155786194345859
instacart,2,centered,dnntsp,popularity_profile,4124,0.03570473617998082,0.01308778730528307
instacart,2,centered,dnntsp,neighbor_similarity,4124,0.03570473617998082,0.00506302765741841
instacart,2,centered,dnntsp,transition_strength,4124,0.03570473617998082,-0.006885328658882452
instacart,2,centered,dnntsp,relational_strength,4124,0.03570473617998082,0.004402598318527625
instacart,2,centered,cbp,n_baskets,4124,0.046949724924116976,-0.006242187857145302
instacart,2,centered,cbp,avg_basket_size,4124,0.046949724924116976,0.005803832192232367
instacart,2,centered,cbp,repeat_rate,4124,0.046949724924116976,0.02470830467996689
instacart,2,centered,cbp,adjacent_basket_jaccard,4124,0.046949724924116976,0.009447790155509611
instacart,2,centered,cbp,recent_basket_novelty,4124,0.046949724924116976,0.001613367557451072
instacart,2,centered,cbp,popularity_profile,4124,0.046949724924116976,-0.009664488837426705
instacart,2,centered,cbp,neighbor_similarity,4124,0.046949724924116976,-0.005190100426771031
instacart,2,centered,cbp,transition_strength,4124,0.046949724924116976,-0.0058681283212582746
instacart,2,centered,cbp,relational_strength,4124,0.046949724924116976,0.005566117259124969
instacart,2,centered,diffrec,n_baskets,4124,0.08243536177978616,0.027193741283469422
instacart,2,centered,diffrec,avg_basket_size,4124,0.08243536177978616,0.02353255972960519
instacart,2,centered,diffrec,repeat_rate,4124,0.08243536177978616,0.004184627376798248
instacart,2,centered,diffrec,adjacent_basket_jaccard,4124,0.08243536177978616,-0.011367723173034378
instacart,2,centered,diffrec,recent_basket_novelty,4124,0.08243536177978616,0.014521890018622564
instacart,2,centered,diffrec,popularity_profile,4124,0.08243536177978616,0.024187675844331954
instacart,2,centered,diffrec,neighbor_similarity,4124,0.08243536177978616,0.011626992368112259
instacart,2,centered,diffrec,transition_strength,4124,0.08243536177978616,0.0025112175370031135
instacart,2,centered,diffrec,relational_strength,4124,0.08243536177978616,-0.012888135872342152
sam,0,difficulty,all_method_mean,n_baskets,3678,0.45516976776227625,-0.031467373601737195
sam,0,difficulty,all_method_mean,avg_basket_size,3678,0.45516976776227625,0.011812517913000985
sam,0,difficulty,all_method_mean,repeat_rate,3678,0.45516976776227625,0.10736686664613532
sam,0,difficulty,all_method_mean,adjacent_basket_jaccard,3678,0.45516976776227625,0.07943378887824487
sam,0,difficulty,all_method_mean,recent_basket_novelty,3678,0.45516976776227625,-0.012038641459306266
sam,0,difficulty,all_method_mean,popularity_profile,3678,0.45516976776227625,0.00022411959455414
sam,0,difficulty,all_method_mean,neighbor_similarity,3678,0.45516976776227625,0.03322268848394833
sam,0,difficulty,all_method_mean,transition_strength,3678,0.45516976776227625,0.019794347148980443
sam,0,difficulty,all_method_mean,relational_strength,3678,0.45516976776227625,-0.025692569155164033
sam,0,centered,recency,n_baskets,3678,0.11376621947074517,-0.00667024617047555
sam,0,centered,recency,avg_basket_size,3678,0.11376621947074517,-0.017904034373146666
sam,0,centered,recency,repeat_rate,3678,0.11376621947074517,-0.07288251010155963
sam,0,centered,recency,adjacent_basket_jaccard,3678,0.11376621947074517,0.05807185525761456
sam,0,centered,recency,recent_basket_novelty,3678,0.11376621947074517,-0.058132965908121274
sam,0,centered,recency,popularity_profile,3678,0.11376621947074517,0.002381796539602878
sam,0,centered,recency,neighbor_similarity,3678,0.11376621947074517,-0.01761617709811729
sam,0,centered,recency,transition_strength,3678,0.11376621947074517,0.011376356008583331
sam,0,centered,recency,relational_strength,3678,0.11376621947074517,-0.010112214275699189
sam,0,centered,frequency,n_baskets,3678,0.0864450893894424,-0.010623898869432187
sam,0,centered,frequency,avg_basket_size,3678,0.0864450893894424,-0.0011547712996956118
sam,0,centered,frequency,repeat_rate,3678,0.0864450893894424,0.024204889840156646
sam,0,centered,frequency,adjacent_basket_jaccard,3678,0.0864450893894424,0.01985605133673756
sam,0,centered,frequency,recent_basket_novelty,3678,0.0864450893894424,-0.004881803396281425
sam,0,centered,frequency,popularity_profile,3678,0.0864450893894424,-0.0018037620088843251
sam,0,centered,frequency,neighbor_similarity,3678,0.0864450893894424,-0.015401617385278796
sam,0,centered,frequency,transition_strength,3678,0.0864450893894424,0.0040738201174695295
sam,0,centered,frequency,relational_strength,3678,0.0864450893894424,-0.00442770272381115
sam,0,centered,tifuknn,n_baskets,3678,0.07808781539654508,-0.015401548037057212
sam,0,centered,tifuknn,avg_basket_size,3678,0.07808781539654508,-0.0051230356531097015
sam,0,centered,tifuknn,repeat_rate,3678,0.07808781539654508,0.03736642258712419
sam,0,centered,tifuknn,adjacent_basket_jaccard,3678,0.07808781539654508,0.007240441565760156
sam,0,centered,tifuknn,recent_basket_novelty,3678,0.07808781539654508,0.00044775130952633786
sam,0,centered,tifuknn,popularity_profile,3678,0.07808781539654508,0.002592579112908321
sam,0,centered,tifuknn,neighbor_similarity,3678,0.07808781539654508,-0.01726570673785209
sam,0,centered,tifuknn,transition_strength,3678,0.07808781539654508,0.003572063910723408
sam,0,centered,tifuknn,relational_strength,3678,0.07808781539654508,-0.005183695589611633
sam,0,centered,fpmc,n_baskets,3678,0.06948429138318268,0.03743795410302163
sam,0,centered,fpmc,avg_basket_size,3678,0.06948429138318268,-0.006150981829450236
sam,0,centered,fpmc,repeat_rate,3678,0.06948429138318268,-0.0725647023504282
sam,0,centered,fpmc,adjacent_basket_jaccard,3678,0.06948429138318268,0.014785447434649088
sam,0,centered,fpmc,recent_basket_novelty,3678,0.06948429138318268,0.009878065692559841
sam,0,centered,fpmc,popularity_profile,3678,0.06948429138318268,-0.002828328084736337
sam,0,centered,fpmc,neighbor_similarity,3678,0.06948429138318268,0.019708132703562177
sam,0,centered,fpmc,transition_strength,3678,0.06948429138318268,0.01431896023569543
sam,0,centered,fpmc,relational_strength,3678,0.06948429138318268,-0.013858270657417722
sam,0,centered,triple2vec,n_baskets,3678,0.08480973403697423,-0.011415079665405291
sam,0,centered,triple2vec,avg_basket_size,3678,0.08480973403697423,-0.006114892951623338
sam,0,centered,triple2vec,repeat_rate,3678,0.08480973403697423,0.04090969382225001
sam,0,centered,triple2vec,adjacent_basket_jaccard,3678,0.08480973403697423,0.006148299602328353
sam,0,centered,triple2vec,recent_basket_novelty,3678,0.08480973403697423,-0.0009292460829511056
sam,0,centered,triple2vec,popularity_profile,3678,0.08480973403697423,0.003247840938257361
sam,0,centered,triple2vec,neighbor_similarity,3678,0.08480973403697423,-0.02206037117709511
sam,0,centered,triple2vec,transition_strength,3678,0.08480973403697423,0.001308349645514682
sam,0,centered,triple2vec,relational_strength,3678,0.08480973403697423,-0.002292150948013578
sam,0,centered,dnntsp,n_baskets,3678,0.04192923945369631,-0.025857016256237327
sam,0,centered,dnntsp,avg_basket_size,3678,0.04192923945369631,0.017085565989950206
sam,0,centered,dnntsp,repeat_rate,3678,0.04192923945369631,0.017170911167293745
sam,0,centered,dnntsp,adjacent_basket_jaccard,3678,0.04192923945369631,-0.028730209169102346
sam,0,centered,dnntsp,recent_basket_novelty,3678,0.04192923945369631,0.022806685797431135
sam,0,centered,dnntsp,popularity_profile,3678,0.04192923945369631,-0.014162581718805694
sam,0,centered,dnntsp,neighbor_similarity,3678,0.04192923945369631,-0.004000688898086059
sam,0,centered,dnntsp,transition_strength,3678,0.04192923945369631,-0.022603376578521097
sam,0,centered,dnntsp,relational_strength,3678,0.04192923945369631,0.01850779692941657
sam,0,centered,cbp,n_baskets,3678,0.08492897276433986,-0.013514176348752183
sam,0,centered,cbp,avg_basket_size,3678,0.08492897276433986,-0.0034218764744483278
sam,0,centered,cbp,repeat_rate,3678,0.08492897276433986,0.04233413098902129
sam,0,centered,cbp,adjacent_basket_jaccard,3678,0.08492897276433986,0.007939997852063795
sam,0,centered,cbp,recent_basket_novelty,3678,0.08492897276433986,0.0032859573524777063
sam,0,centered,cbp,popularity_profile,3678,0.08492897276433986,-4.209186170453712e-05
sam,0,centered,cbp,neighbor_similarity,3678,0.08492897276433986,-0.01959159839877147
sam,0,centered,cbp,transition_strength,3678,0.08492897276433986,0.0042090818859253165
sam,0,centered,cbp,relational_strength,3678,0.08492897276433986,-0.004869325892629937
sam,0,centered,diffrec,n_baskets,3678,0.3184036202670495,0.04604401124433802
sam,0,centered,diffrec,avg_basket_size,3678,0.3184036202670495,0.022784026591523707
sam,0,centered,diffrec,repeat_rate,3678,0.3184036202670495,-0.016538835953857828
sam,0,centered,diffrec,adjacent_basket_jaccard,3678,0.3184036202670495,-0.0853118838800513
sam,0,centered,diffrec,recent_basket_novelty,3678,0.3184036202670495,0.027525555235358847
sam,0,centered,diffrec,popularity_profile,3678,0.3184036202670495,0.010614547083362218
sam,0,centered,diffrec,neighbor_similarity,3678,0.3184036202670495,0.07622802699163872
sam,0,centered,diffrec,transition_strength,3678,0.3184036202670495,-0.01625525522539066
sam,0,centered,diffrec,relational_strength,3678,0.3184036202670495,0.022235563157766706
sam,1,difficulty,all_method_mean,n_baskets,3678,0.44184070570472944,-0.02763895931734421
sam,1,difficulty,all_method_mean,avg_basket_size,3678,0.44184070570472944,0.011623395698152145
sam,1,difficulty,all_method_mean,repeat_rate,3678,0.44184070570472944,0.09810396340906662
sam,1,difficulty,all_method_mean,adjacent_basket_jaccard,3678,0.44184070570472944,0.08938867466088424
sam,1,difficulty,all_method_mean,recent_basket_novelty,3678,0.44184070570472944,-0.005209023766565066
sam,1,difficulty,all_method_mean,popularity_profile,3678,0.44184070570472944,-0.00751870453312884
sam,1,difficulty,all_method_mean,neighbor_similarity,3678,0.44184070570472944,0.0379624226669722
sam,1,difficulty,all_method_mean,transition_strength,3678,0.44184070570472944,0.00785162560651917
sam,1,difficulty,all_method_mean,relational_strength,3678,0.44184070570472944,-0.014654677335212227
sam,1,centered,recency,n_baskets,3678,0.12115535650279674,-0.0044653865815393705
sam,1,centered,recency,avg_basket_size,3678,0.12115535650279674,-0.015352373227838511
sam,1,centered,recency,repeat_rate,3678,0.12115535650279674,-0.09708815769833871
sam,1,centered,recency,adjacent_basket_jaccard,3678,0.12115535650279674,0.06178578015252264
sam,1,centered,recency,recent_basket_novelty,3678,0.12115535650279674,-0.07219678248954482
sam,1,centered,recency,popularity_profile,3678,0.12115535650279674,-0.005855822723751748
sam,1,centered,recency,neighbor_similarity,3678,0.12115535650279674,-0.012213282496887714
sam,1,centered,recency,transition_strength,3678,0.12115535650279674,-0.001202923416632416
sam,1,centered,recency,relational_strength,3678,0.12115535650279674,0.007497793174185176
sam,1,centered,frequency,n_baskets,3678,0.06973237807751043,-0.007592077336642231
sam,1,centered,frequency,avg_basket_size,3678,0.06973237807751043,0.0014749992585643959
sam,1,centered,frequency,repeat_rate,3678,0.06973237807751043,0.02698437503904698
sam,1,centered,frequency,adjacent_basket_jaccard,3678,0.06973237807751043,0.018031130224238617
sam,1,centered,frequency,recent_basket_novelty,3678,0.06973237807751043,0.0018260120283066891
sam,1,centered,frequency,popularity_profile,3678,0.06973237807751043,-0.004339435655544227
sam,1,centered,frequency,neighbor_similarity,3678,0.06973237807751043,-0.01319974019102312
sam,1,centered,frequency,transition_strength,3678,0.06973237807751043,-0.0009923382935229305
sam,1,centered,frequency,relational_strength,3678,0.06973237807751043,-0.0014288281710729861
sam,1,centered,tifuknn,n_baskets,3678,0.05853591676497505,-0.015405206444366434
sam,1,centered,tifuknn,avg_basket_size,3678,0.05853591676497505,-0.0051629689316889955
sam,1,centered,tifuknn,repeat_rate,3678,0.05853591676497505,0.03577153617653204
sam,1,centered,tifuknn,adjacent_basket_jaccard,3678,0.05853591676497505,0.00355815513294669
sam,1,centered,tifuknn,recent_basket_novelty,3678,0.05853591676497505,0.0024733938788350164
sam,1,centered,tifuknn,popularity_profile,3678,0.05853591676497505,-0.006362031520900464
sam,1,centered,tifuknn,neighbor_similarity,3678,0.05853591676497505,-0.009746062534194449
sam,1,centered,tifuknn,transition_strength,3678,0.05853591676497505,-0.005690875471973077
sam,1,centered,tifuknn,relational_strength,3678,0.05853591676497505,0.006361596576135594
sam,1,centered,fpmc,n_baskets,3678,0.07421861825683451,0.036185326095138075
sam,1,centered,fpmc,avg_basket_size,3678,0.07421861825683451,-0.011777753152654717
sam,1,centered,fpmc,repeat_rate,3678,0.07421861825683451,-0.04948467163440943
sam,1,centered,fpmc,adjacent_basket_jaccard,3678,0.07421861825683451,0.004820606535893195
sam,1,centered,fpmc,recent_basket_novelty,3678,0.07421861825683451,0.02637349101727783
sam,1,centered,fpmc,popularity_profile,3678,0.07421861825683451,0.012564970134961873
sam,1,centered,fpmc,neighbor_similarity,3678,0.07421861825683451,0.013767641631631179
sam,1,centered,fpmc,transition_strength,3678,0.07421861825683451,0.02080615946592839
sam,1,centered,fpmc,relational_strength,3678,0.07421861825683451,-0.01963179358887904
sam,1,centered,triple2vec,n_baskets,3678,0.06803892416267054,-0.010786243196673134
sam,1,centered,triple2vec,avg_basket_size,3678,0.06803892416267054,-0.006012176437395927
sam,1,centered,triple2vec,repeat_rate,3678,0.06803892416267054,0.04842418573261743
sam,1,centered,triple2vec,adjacent_basket_jaccard,3678,0.06803892416267054,-0.008457163688743326
sam,1,centered,triple2vec,recent_basket_novelty,3678,0.06803892416267054,0.0017241171054015307
