dataset,outcome,method,feature,n_users,coef_mean,coef_sd,r2_mean,n_keysets,coef_sign,abs_coef_mean
dunnhumby,centered,dnntsp,recent_basket_novelty,4504.0,0.005457089291672591,0.0014219067415017466,0.03415443041656655,3,positive,0.005457089291672591
dunnhumby,centered,diffrec,neighbor_similarity,4504.0,0.0053436015383580325,0.000970699371883664,0.020554649888384253,3,positive,0.0053436015383580325
dunnhumby,centered,triple2vec,avg_basket_size,4504.0,-0.005320369919100437,0.002803764189017658,0.030561199316692322,3,negative,0.005320369919100437
dunnhumby,centered,diffrec,n_baskets,4504.0,0.004886691720595418,0.0023815917187811867,0.020554649888384253,3,positive,0.004886691720595418
dunnhumby,centered,frequency,avg_basket_size,4504.0,0.004802178986279358,0.0032284126192100803,0.05009523549318725,3,positive,0.004802178986279358
dunnhumby,centered,diffrec,transition_strength,4504.0,0.004757020467246474,0.0018141118721827036,0.020554649888384253,3,positive,0.004757020467246474
dunnhumby,centered,diffrec,avg_basket_size,4504.0,0.0047005351839122895,0.0027668118280316793,0.020554649888384253,3,positive,0.0047005351839122895
dunnhumby,centered,triple2vec,popularity_profile,4504.0,-0.004633082399038539,0.0007550047815905325,0.030561199316692322,3,negative,0.004633082399038539
dunnhumby,centered,recency,avg_basket_size,4504.0,-0.004561889828294579,0.001315388155349531,0.054562702768155745,3,negative,0.004561889828294579
dunnhumby,centered,cbp,avg_basket_size,4504.0,0.004069709992097193,0.002347569803820816,0.047900450545523686,3,positive,0.004069709992097193
dunnhumby,centered,cbp,relational_strength,4504.0,-0.004069160795577136,0.0014144715383622494,0.047900450545523686,3,negative,0.004069160795577136
dunnhumby,centered,fpmc,neighbor_similarity,4504.0,0.0038079439129329318,0.0038780237800361164,0.11773452186411426,3,mixed,0.0038079439129329318
dunnhumby,centered,fpmc,popularity_profile,4504.0,0.0037150307570167234,0.0019713244812021307,0.11773452186411426,3,positive,0.0037150307570167234
dunnhumby,centered,triple2vec,neighbor_similarity,4504.0,-0.0036763629587930227,0.0008944033470647237,0.030561199316692322,3,negative,0.0036763629587930227
dunnhumby,centered,dnntsp,popularity_profile,4504.0,0.0036362100446288765,0.004427293105611962,0.03415443041656655,3,mixed,0.0036362100446288765
dunnhumby,centered,diffrec,relational_strength,4504.0,-0.003504383020832256,0.002017599715177529,0.020554649888384253,3,negative,0.003504383020832256
dunnhumby,centered,cbp,n_baskets,4504.0,-0.0034902628282324545,0.002417037260521721,0.047900450545523686,3,negative,0.0034902628282324545
dunnhumby,centered,dnntsp,neighbor_similarity,4504.0,-0.003451907965550688,0.0014520159953783707,0.03415443041656655,3,negative,0.003451907965550688
dunnhumby,centered,frequency,popularity_profile,4504.0,-0.0034500844785209984,0.0019778908620305007,0.05009523549318725,3,negative,0.0034500844785209984
dunnhumby,centered,recency,popularity_profile,4504.0,-0.003278892774639539,0.004239650907575488,0.054562702768155745,3,mixed,0.003278892774639539
dunnhumby,centered,recency,n_baskets,4504.0,0.003214583854734387,0.005932369211466433,0.054562702768155745,3,mixed,0.003214583854734387
dunnhumby,centered,tifuknn,avg_basket_size,4504.0,0.0032018892483335545,0.0008680610343928825,0.04289020779560212,3,positive,0.0032018892483335545
dunnhumby,centered,frequency,relational_strength,4504.0,-0.0030856439364429877,0.0006133217328540918,0.05009523549318725,3,negative,0.0030856439364429877
dunnhumby,centered,cbp,popularity_profile,4504.0,-0.0029960196221811308,0.0019603644037352323,0.047900450545523686,3,negative,0.0029960196221811308
dunnhumby,centered,frequency,n_baskets,4504.0,-0.002455288586492591,0.0018679978061998286,0.05009523549318725,3,negative,0.002455288586492591
dunnhumby,centered,recency,neighbor_similarity,4504.0,0.002390200043289921,0.0029839090556022883,0.054562702768155745,3,mixed,0.002390200043289921
dunnhumby,centered,tifuknn,neighbor_similarity,4504.0,-0.0023776984916290098,0.0008218123221797688,0.04289020779560212,3,negative,0.0023776984916290098
dunnhumby,centered,dnntsp,relational_strength,4504.0,0.002274724231475062,0.002083769911229652,0.03415443041656655,3,positive,0.002274724231475062
dunnhumby,centered,triple2vec,transition_strength,4504.0,-0.002240861803162288,0.001683069926546621,0.030561199316692322,3,negative,0.002240861803162288
dunnhumby,centered,triple2vec,n_baskets,4504.0,-0.0016763512499420455,0.0027586491879739777,0.030561199316692322,3,mixed,0.0016763512499420455
dunnhumby,centered,cbp,neighbor_similarity,4504.0,-0.0016302947934660802,0.0014397953625351553,0.047900450545523686,3,negative,0.0016302947934660802
dunnhumby,centered,tifuknn,transition_strength,4504.0,0.0014823003982979176,0.001211217230504818,0.04289020779560212,3,positive,0.0014823003982979176
dunnhumby,centered,tifuknn,relational_strength,4504.0,-0.0014144685495297768,0.000359082330357584,0.04289020779560212,3,negative,0.0014144685495297768
dunnhumby,centered,cbp,transition_strength,4504.0,0.0014104170290293368,0.0006997896006937343,0.047900450545523686,3,positive,0.0014104170290293368
dunnhumby,centered,diffrec,adjacent_basket_jaccard,4504.0,-0.0011219104064672167,0.004306551593515855,0.020554649888384253,3,mixed,0.0011219104064672167
dunnhumby,centered,tifuknn,popularity_profile,4504.0,-0.0007125607304739565,0.0030318228172147767,0.04289020779560212,3,mixed,0.0007125607304739565
dunnhumby,centered,recency,relational_strength,4504.0,0.0005981197153852126,0.0012994201849811054,0.054562702768155745,3,mixed,0.0005981197153852126
