dataset,keyset,method_a,method_b,n_users,n_decisive,a_win_rate,b_win_rate,tie_rate,decisive_rate,conditional_a_win_rate,conditional_b_win_rate,mean_delta
instacart,2,sets2sets,cbp,4124,3008,0.18598448108632396,0.5434044616876819,0.27061105722599416,0.7293889427740058,0.25498670212765956,0.7450132978723404,-0.13444083318417938
instacart,2,sets2sets,diffrec,4124,3192,0.3258971871968962,0.4481086323957323,0.2259941804073715,0.7740058195926285,0.42105263157894735,0.5789473684210527,-0.05214659587450779
instacart,2,dnntsp,cbp,4124,2735,0.232541222114452,0.4306498545101843,0.3368089233753637,0.6631910766246363,0.3506398537477148,0.6493601462522852,-0.059127642365953165
instacart,2,dnntsp,diffrec,4124,2861,0.38094083414161006,0.3128031037827352,0.3062560620756547,0.6937439379243453,0.5491087032506117,0.4508912967493883,0.023166594943718415
instacart,2,cbp,diffrec,4124,2868,0.47090203685742,0.22453928225024247,0.30455868089233756,0.6954413191076625,0.6771269177126917,0.3228730822873082,0.08229423730967157
retailrocket,0,recency,frequency,170,8,0.041176470588235294,0.0058823529411764705,0.9529411764705882,0.047058823529411764,0.875,0.125,0.023279770784237316
retailrocket,0,recency,racf,170,14,0.07058823529411765,0.011764705882352941,0.9176470588235294,0.08235294117647059,0.8571428571428571,0.14285714285714285,0.022814172414841145
retailrocket,0,recency,tifuknn,170,8,0.047058823529411764,0.0,0.9529411764705882,0.047058823529411764,1.0,0.0,0.012597298491671401
retailrocket,0,recency,fpmc,170,40,0.22941176470588234,0.0058823529411764705,0.7647058823529411,0.23529411764705882,0.975,0.025,0.1731121688044363
retailrocket,0,recency,triple2vec,170,13,0.058823529411764705,0.01764705882352941,0.9235294117647059,0.07647058823529412,0.7692307692307693,0.23076923076923078,0.0260453089997166
retailrocket,0,recency,sets2sets,170,11,0.047058823529411764,0.01764705882352941,0.9352941176470588,0.06470588235294118,0.7272727272727273,0.2727272727272727,0.009125524372593504
retailrocket,0,recency,dnntsp,170,83,0.4823529411764706,0.0058823529411764705,0.5117647058823529,0.48823529411764705,0.9879518072289156,0.012048192771084338,0.4506098559672309
retailrocket,0,recency,cbp,170,11,0.06470588235294118,0.0,0.9352941176470588,0.06470588235294118,1.0,0.0,0.029093153467857145
retailrocket,0,recency,diffrec,170,18,0.08235294117647059,0.023529411764705882,0.8941176470588236,0.10588235294117647,0.7777777777777778,0.2222222222222222,0.040317536364873056
retailrocket,0,frequency,racf,170,10,0.041176470588235294,0.01764705882352941,0.9411764705882353,0.058823529411764705,0.7,0.3,-0.00046559836939617024
retailrocket,0,frequency,tifuknn,170,13,0.041176470588235294,0.03529411764705882,0.9235294117647059,0.07647058823529412,0.5384615384615384,0.46153846153846156,-0.010682472292565913
retailrocket,0,frequency,fpmc,170,39,0.21764705882352942,0.011764705882352941,0.7705882352941177,0.22941176470588234,0.9487179487179487,0.05128205128205128,0.149832398020199
retailrocket,0,frequency,triple2vec,170,15,0.047058823529411764,0.041176470588235294,0.9117647058823529,0.08823529411764706,0.5333333333333333,0.4666666666666667,0.0027655382154792834
retailrocket,0,frequency,sets2sets,170,12,0.029411764705882353,0.041176470588235294,0.9294117647058824,0.07058823529411765,0.4166666666666667,0.5833333333333334,-0.014154246411643812
retailrocket,0,frequency,dnntsp,170,80,0.4588235294117647,0.011764705882352941,0.5294117647058824,0.47058823529411764,0.975,0.025,0.4273300851829936
retailrocket,0,frequency,cbp,170,14,0.052941176470588235,0.029411764705882353,0.9176470588235294,0.08235294117647059,0.6428571428571429,0.35714285714285715,0.005813382683619831
retailrocket,0,frequency,diffrec,170,14,0.058823529411764705,0.023529411764705882,0.9176470588235294,0.08235294117647059,0.7142857142857143,0.2857142857142857,0.01703776558063574
retailrocket,0,racf,tifuknn,170,8,0.01764705882352941,0.029411764705882353,0.9529411764705882,0.047058823529411764,0.375,0.625,-0.010216873923169745
retailrocket,0,racf,fpmc,170,38,0.21176470588235294,0.011764705882352941,0.7764705882352941,0.2235294117647059,0.9473684210526315,0.05263157894736842,0.15029799638959515
retailrocket,0,racf,triple2vec,170,6,0.011764705882352941,0.023529411764705882,0.9647058823529412,0.03529411764705882,0.3333333333333333,0.6666666666666666,0.003231136584875454
retailrocket,0,racf,sets2sets,170,8,0.011764705882352941,0.03529411764705882,0.9529411764705882,0.047058823529411764,0.25,0.75,-0.013688648042247642
retailrocket,0,racf,dnntsp,170,80,0.4647058823529412,0.0058823529411764705,0.5294117647058824,0.47058823529411764,0.9875,0.0125,0.4277956835523898
retailrocket,0,racf,cbp,170,11,0.03529411764705882,0.029411764705882353,0.9352941176470588,0.06470588235294118,0.5454545454545454,0.45454545454545453,0.006278981053016002
retailrocket,0,racf,diffrec,170,9,0.03529411764705882,0.01764705882352941,0.9470588235294117,0.052941176470588235,0.6666666666666666,0.3333333333333333,0.017503363950031908
retailrocket,0,tifuknn,fpmc,170,37,0.21176470588235294,0.0058823529411764705,0.7823529411764706,0.21764705882352942,0.972972972972973,0.02702702702702703,0.1605148703127649
retailrocket,0,tifuknn,triple2vec,170,9,0.029411764705882353,0.023529411764705882,0.9470588235294117,0.052941176470588235,0.5555555555555556,0.4444444444444444,0.013448010508045198
retailrocket,0,tifuknn,sets2sets,170,7,0.01764705882352941,0.023529411764705882,0.9588235294117647,0.041176470588235294,0.42857142857142855,0.5714285714285714,-0.003471774119077898
retailrocket,0,tifuknn,dnntsp,170,83,0.4823529411764706,0.0058823529411764705,0.5117647058823529,0.48823529411764705,0.9879518072289156,0.012048192771084338,0.43801255747555945
retailrocket,0,tifuknn,cbp,170,7,0.03529411764705882,0.0058823529411764705,0.9588235294117647,0.041176470588235294,0.8571428571428571,0.14285714285714285,0.016495854976185744
retailrocket,0,tifuknn,diffrec,170,14,0.052941176470588235,0.029411764705882353,0.9176470588235294,0.08235294117647059,0.6428571428571429,0.35714285714285715,0.02772023787320165
retailrocket,0,fpmc,triple2vec,170,37,0.011764705882352941,0.20588235294117646,0.7823529411764706,0.21764705882352942,0.05405405405405406,0.9459459459459459,-0.1470668598047197
retailrocket,0,fpmc,sets2sets,170,38,0.0058823529411764705,0.21764705882352942,0.7764705882352941,0.2235294117647059,0.02631578947368421,0.9736842105263158,-0.16398664443184283
retailrocket,0,fpmc,dnntsp,170,72,0.3588235294117647,0.06470588235294118,0.5764705882352941,0.4235294117647059,0.8472222222222222,0.1527777777777778,0.27749768716279455
retailrocket,0,fpmc,cbp,170,37,0.01764705882352941,0.2,0.7823529411764706,0.21764705882352942,0.08108108108108109,0.918918918918919,-0.14401901533657915
retailrocket,0,fpmc,diffrec,170,38,0.029411764705882353,0.19411764705882353,0.7764705882352941,0.2235294117647059,0.13157894736842105,0.868421052631579,-0.13279463243956324
retailrocket,0,triple2vec,sets2sets,170,8,0.01764705882352941,0.029411764705882353,0.9529411764705882,0.047058823529411764,0.375,0.625,-0.016919784627123097
retailrocket,0,triple2vec,dnntsp,170,79,0.4588235294117647,0.0058823529411764705,0.5352941176470588,0.4647058823529412,0.9873417721518988,0.012658227848101266,0.4245645469675143
retailrocket,0,triple2vec,cbp,170,7,0.023529411764705882,0.01764705882352941,0.9588235294117647,0.041176470588235294,0.5714285714285714,0.42857142857142855,0.003047844468140548
retailrocket,0,triple2vec,diffrec,170,11,0.047058823529411764,0.01764705882352941,0.9352941176470588,0.06470588235294118,0.7272727272727273,0.2727272727272727,0.014272227365156456
retailrocket,0,sets2sets,dnntsp,170,84,0.4823529411764706,0.011764705882352941,0.5058823529411764,0.49411764705882355,0.9761904761904762,0.023809523809523808,0.4414843315946374
retailrocket,0,sets2sets,cbp,170,10,0.041176470588235294,0.01764705882352941,0.9411764705882353,0.058823529411764705,0.7,0.3,0.01996762909526364
retailrocket,0,sets2sets,diffrec,170,11,0.047058823529411764,0.01764705882352941,0.9352941176470588,0.06470588235294118,0.7272727272727273,0.2727272727272727,0.03119201199227955
retailrocket,0,dnntsp,cbp,170,80,0.011764705882352941,0.4588235294117647,0.5294117647058824,0.47058823529411764,0.025,0.975,-0.4215167024993737
retailrocket,0,dnntsp,diffrec,170,82,0.023529411764705882,0.4588235294117647,0.5176470588235295,0.4823529411764706,0.04878048780487805,0.9512195121951219,-0.4102923196023578
retailrocket,0,cbp,diffrec,170,15,0.052941176470588235,0.03529411764705882,0.9117647058823529,0.08823529411764706,0.6,0.4,0.011224382897015907
retailrocket,1,recency,frequency,170,4,0.011764705882352941,0.011764705882352941,0.9764705882352941,0.023529411764705882,0.5,0.5,0.0
retailrocket,1,recency,racf,170,9,0.029411764705882353,0.023529411764705882,0.9470588235294117,0.052941176470588235,0.5555555555555556,0.4444444444444444,-0.011888284510063655
retailrocket,1,recency,tifuknn,170,4,0.023529411764705882,0.0,0.9764705882352941,0.023529411764705882,1.0,0.0,0.005758774313465756
retailrocket,1,recency,fpmc,170,17,0.09411764705882353,0.0058823529411764705,0.9,0.1,0.9411764705882353,0.058823529411764705,0.06974834170600294
retailrocket,1,recency,triple2vec,170,9,0.03529411764705882,0.01764705882352941,0.9470588235294117,0.052941176470588235,0.6666666666666666,0.3333333333333333,-0.00012357862771071414
retailrocket,1,recency,sets2sets,170,9,0.041176470588235294,0.011764705882352941,0.9470588235294117,0.052941176470588235,0.7777777777777778,0.2222222222222222,0.012585588558781197
retailrocket,1,recency,dnntsp,170,90,0.5176470588235295,0.011764705882352941,0.47058823529411764,0.5294117647058824,0.9777777777777777,0.022222222222222223,0.48540034049851105
retailrocket,1,recency,cbp,170,10,0.041176470588235294,0.01764705882352941,0.9411764705882353,0.058823529411764705,0.7,0.3,0.006703235617604726
retailrocket,1,recency,diffrec,170,12,0.047058823529411764,0.023529411764705882,0.9294117647058824,0.07058823529411765,0.6666666666666666,0.3333333333333333,0.010309983810342717
retailrocket,1,frequency,racf,170,7,0.023529411764705882,0.01764705882352941,0.9588235294117647,0.041176470588235294,0.5714285714285714,0.42857142857142855,-0.011888284510063655
retailrocket,1,frequency,tifuknn,170,8,0.03529411764705882,0.011764705882352941,0.9529411764705882,0.047058823529411764,0.75,0.25,0.005758774313465757
retailrocket,1,frequency,fpmc,170,20,0.10588235294117647,0.011764705882352941,0.8823529411764706,0.11764705882352941,0.9,0.1,0.06974834170600294
retailrocket,1,frequency,triple2vec,170,7,0.029411764705882353,0.011764705882352941,0.9588235294117647,0.041176470588235294,0.7142857142857143,0.2857142857142857,-0.00012357862771071414
retailrocket,1,frequency,sets2sets,170,7,0.03529411764705882,0.0058823529411764705,0.9588235294117647,0.041176470588235294,0.8571428571428571,0.14285714285714285,0.012585588558781197
retailrocket,1,frequency,dnntsp,170,89,0.5176470588235295,0.0058823529411764705,0.4764705882352941,0.5235294117647059,0.9887640449438202,0.011235955056179775,0.48540034049851105
retailrocket,1,frequency,cbp,170,6,0.029411764705882353,0.0058823529411764705,0.9647058823529412,0.03529411764705882,0.8333333333333334,0.16666666666666666,0.006703235617604726
retailrocket,1,frequency,diffrec,170,10,0.041176470588235294,0.01764705882352941,0.9411764705882353,0.058823529411764705,0.7,0.3,0.010309983810342717
retailrocket,1,racf,tifuknn,170,5,0.023529411764705882,0.0058823529411764705,0.9705882352941176,0.029411764705882353,0.8,0.2,0.01764705882352941
retailrocket,1,racf,fpmc,170,20,0.11176470588235295,0.0058823529411764705,0.8823529411764706,0.11764705882352941,0.95,0.05,0.0816366262160666
retailrocket,1,racf,triple2vec,170,4,0.01764705882352941,0.0058823529411764705,0.9764705882352941,0.023529411764705882,0.75,0.25,0.011764705882352941
retailrocket,1,racf,sets2sets,170,6,0.029411764705882353,0.0058823529411764705,0.9647058823529412,0.03529411764705882,0.8333333333333334,0.16666666666666666,0.024473873068844854
retailrocket,1,racf,dnntsp,170,91,0.5294117647058824,0.0058823529411764705,0.4647058823529412,0.5352941176470588,0.989010989010989,0.01098901098901099,0.4972886250085748
retailrocket,1,racf,cbp,170,7,0.029411764705882353,0.011764705882352941,0.9588235294117647,0.041176470588235294,0.7142857142857143,0.2857142857142857,0.018591520127668383
retailrocket,1,racf,diffrec,170,7,0.029411764705882353,0.011764705882352941,0.9588235294117647,0.041176470588235294,0.7142857142857143,0.2857142857142857,0.022198268320406372
retailrocket,1,tifuknn,fpmc,170,16,0.08823529411764706,0.0058823529411764705,0.9058823529411765,0.09411764705882353,0.9375,0.0625,0.0639895673925372
retailrocket,1,tifuknn,triple2vec,170,5,0.011764705882352941,0.01764705882352941,0.9705882352941176,0.029411764705882353,0.4,0.6,-0.0058823529411764705
retailrocket,1,tifuknn,sets2sets,170,7,0.023529411764705882,0.01764705882352941,0.9588235294117647,0.041176470588235294,0.5714285714285714,0.42857142857142855,0.0068268142453154395
retailrocket,1,tifuknn,dnntsp,170,89,0.5117647058823529,0.011764705882352941,0.4764705882352941,0.5235294117647059,0.9775280898876404,0.02247191011235955,0.4796415661850454
retailrocket,1,tifuknn,cbp,170,8,0.023529411764705882,0.023529411764705882,0.9529411764705882,0.047058823529411764,0.5,0.5,0.0009444613041389686
retailrocket,1,tifuknn,diffrec,170,10,0.029411764705882353,0.029411764705882353,0.9411764705882353,0.058823529411764705,0.5,0.5,0.00455120949687696
retailrocket,1,fpmc,triple2vec,170,18,0.0058823529411764705,0.1,0.8941176470588236,0.10588235294117647,0.05555555555555555,0.9444444444444444,-0.06987192033371366
retailrocket,1,fpmc,sets2sets,170,18,0.01764705882352941,0.08823529411764706,0.8941176470588236,0.10588235294117647,0.16666666666666666,0.8333333333333334,-0.05716275314722174
retailrocket,1,fpmc,dnntsp,170,80,0.4411764705882353,0.029411764705882353,0.5294117647058824,0.47058823529411764,0.9375,0.0625,0.41565199879250814
retailrocket,1,fpmc,cbp,170,18,0.011764705882352941,0.09411764705882353,0.8941176470588236,0.10588235294117647,0.1111111111111111,0.8888888888888888,-0.06304510608839821
retailrocket,1,fpmc,diffrec,170,22,0.023529411764705882,0.10588235294117647,0.8705882352941177,0.12941176470588237,0.18181818181818182,0.8181818181818182,-0.059438357895660224
retailrocket,1,triple2vec,sets2sets,170,8,0.029411764705882353,0.01764705882352941,0.9529411764705882,0.047058823529411764,0.625,0.375,0.01270916718649191
retailrocket,1,triple2vec,dnntsp,170,89,0.5176470588235295,0.0058823529411764705,0.4764705882352941,0.5235294117647059,0.9887640449438202,0.011235955056179775,0.48552391912622184
retailrocket,1,triple2vec,cbp,170,7,0.023529411764705882,0.01764705882352941,0.9588235294117647,0.041176470588235294,0.5714285714285714,0.42857142857142855,0.0068268142453154395
retailrocket,1,triple2vec,diffrec,170,9,0.029411764705882353,0.023529411764705882,0.9470588235294117,0.052941176470588235,0.5555555555555556,0.4444444444444444,0.01043356243805343
retailrocket,1,sets2sets,dnntsp,170,89,0.5058823529411764,0.01764705882352941,0.4764705882352941,0.5235294117647059,0.9662921348314607,0.033707865168539325,0.47281475193972994
retailrocket,1,sets2sets,cbp,170,3,0.0058823529411764705,0.011764705882352941,0.9823529411764705,0.01764705882352941,0.3333333333333333,0.6666666666666666,-0.0058823529411764705
retailrocket,1,sets2sets,diffrec,170,9,0.023529411764705882,0.029411764705882353,0.9470588235294117,0.052941176470588235,0.4444444444444444,0.5555555555555556,-0.00227560474843848
retailrocket,1,dnntsp,cbp,170,89,0.011764705882352941,0.5117647058823529,0.4764705882352941,0.5235294117647059,0.02247191011235955,0.9775280898876404,-0.4786971048809064
retailrocket,1,dnntsp,diffrec,170,89,0.011764705882352941,0.5117647058823529,0.4764705882352941,0.5235294117647059,0.02247191011235955,0.9775280898876404,-0.47509035668816835
retailrocket,1,cbp,diffrec,170,6,0.01764705882352941,0.01764705882352941,0.9647058823529412,0.03529411764705882,0.5,0.5,0.0036067481927379904
retailrocket,2,recency,frequency,170,2,0.0058823529411764705,0.0058823529411764705,0.9882352941176471,0.011764705882352941,0.5,0.5,-0.004592706470495313
retailrocket,2,recency,racf,170,8,0.041176470588235294,0.0058823529411764705,0.9529411764705882,0.047058823529411764,0.875,0.125,0.012010145136523572
retailrocket,2,recency,tifuknn,170,7,0.03529411764705882,0.0058823529411764705,0.9588235294117647,0.041176470588235294,0.8571428571428571,0.14285714285714285,0.005138806687869938
retailrocket,2,recency,fpmc,170,19,0.11176470588235295,0.0,0.888235294117647,0.11176470588235295,1.0,0.0,0.08112180154870728
retailrocket,2,recency,triple2vec,170,10,0.041176470588235294,0.01764705882352941,0.9411764705882353,0.058823529411764705,0.7,0.3,0.0075437832594799446
retailrocket,2,recency,sets2sets,170,10,0.052941176470588235,0.0058823529411764705,0.9411764705882353,0.058823529411764705,0.9,0.1,0.018234656014522392
retailrocket,2,recency,dnntsp,170,86,0.4823529411764706,0.023529411764705882,0.49411764705882355,0.5058823529411764,0.9534883720930233,0.046511627906976744,0.4277533273203873
retailrocket,2,recency,cbp,170,12,0.047058823529411764,0.023529411764705882,0.9294117647058824,0.07058823529411765,0.6666666666666666,0.3333333333333333,0.00040463036431729655
retailrocket,2,recency,diffrec,170,11,0.052941176470588235,0.011764705882352941,0.9352941176470588,0.06470588235294118,0.8181818181818182,0.18181818181818182,0.0096866828411922
retailrocket,2,frequency,racf,170,8,0.041176470588235294,0.0058823529411764705,0.9529411764705882,0.047058823529411764,0.875,0.125,0.01660285160701888
retailrocket,2,frequency,tifuknn,170,8,0.03529411764705882,0.011764705882352941,0.9529411764705882,0.047058823529411764,0.75,0.25,0.00973151315836525
retailrocket,2,frequency,fpmc,170,20,0.11176470588235295,0.0058823529411764705,0.8823529411764706,0.11764705882352941,0.95,0.05,0.08571450801920259
retailrocket,2,frequency,triple2vec,170,11,0.047058823529411764,0.01764705882352941,0.9352941176470588,0.06470588235294118,0.7272727272727273,0.2727272727272727,0.012136489729975258
retailrocket,2,frequency,sets2sets,170,11,0.052941176470588235,0.011764705882352941,0.9352941176470588,0.06470588235294118,0.8181818181818182,0.18181818181818182,0.022827362485017703
retailrocket,2,frequency,dnntsp,170,87,0.48823529411764705,0.023529411764705882,0.48823529411764705,0.5117647058823529,0.9540229885057471,0.04597701149425287,0.4323460337908826
retailrocket,2,frequency,cbp,170,11,0.047058823529411764,0.01764705882352941,0.9352941176470588,0.06470588235294118,0.7272727272727273,0.2727272727272727,0.004997336834812609
retailrocket,2,frequency,diffrec,170,10,0.052941176470588235,0.0058823529411764705,0.9411764705882353,0.058823529411764705,0.9,0.1,0.01427938931168751
