dataset,method_a,method_b,feature,rho_keyset0,rho_keyset1,rho_keyset2,mean_rho,mean_abs_rho,min_rho,max_rho,rho_range,sign_pattern,consistent_signs,abs_mean_rho
dunnhumby,frequency,tifuknn,avg_basket_size,-0.03877139008269395,-0.007387542688700333,0.017565369240027433,-0.00953118784378895,0.021241434003807236,-0.03877139008269395,0.017565369240027433,0.056336759322721384,mixed,False,0.00953118784378895
dunnhumby,frequency,tifuknn,cooccurrence_support,-0.03335998654567483,-0.01002137231404321,-0.005944584259080653,-0.016441981039599565,0.016441981039599565,-0.03335998654567483,-0.005944584259080653,0.02741540228659418,---,True,0.016441981039599565
dunnhumby,frequency,tifuknn,n_baskets,0.04775494898358317,0.04413673932158584,0.018053523724787388,0.036648404009985466,0.036648404009985466,0.018053523724787388,0.04775494898358317,0.029701425258795783,+++,True,0.036648404009985466
dunnhumby,frequency,tifuknn,neighbor_similarity,0.00038049917012031526,0.011554080005333771,-0.0041260114062348354,0.0026028559230730835,0.0053535301938963074,-0.0041260114062348354,0.011554080005333771,0.015680091411568606,mixed,False,0.0026028559230730835
dunnhumby,frequency,tifuknn,popularity_profile,-0.04598083681520957,-0.008130388247378306,-0.004774241414353956,-0.019628488825647276,0.019628488825647276,-0.04598083681520957,-0.004774241414353956,0.04120659540085561,---,True,0.019628488825647276
dunnhumby,frequency,tifuknn,recency_frequency_disagreement,0.009026523947330771,0.04501607393421746,0.02458535861666767,0.026209318832738634,0.026209318832738634,0.009026523947330771,0.04501607393421746,0.035989549986886686,+++,True,0.026209318832738634
dunnhumby,frequency,tifuknn,recent_basket_novelty,0.011847298380726859,0.02356239600459171,-0.0024741905197414827,0.010978501288525696,0.012627961635020016,-0.0024741905197414827,0.02356239600459171,0.026036586524333192,mixed,False,0.010978501288525696
dunnhumby,frequency,tifuknn,repeat_rate,0.0036604144121283352,0.01215932955199155,0.02162611515409407,0.01248195303940465,0.01248195303940465,0.0036604144121283352,0.02162611515409407,0.017965700741965733,+++,True,0.01248195303940465
dunnhumby,frequency,tifuknn,transition_predictability,-0.05004600406758915,-0.01809405538475012,-0.029533952414432543,-0.0325580039555906,0.0325580039555906,-0.05004600406758915,-0.01809405538475012,0.03195194868283903,---,True,0.0325580039555906
dunnhumby,frequency,triple2vec,adjacent_basket_jaccard,0.02671312020984643,-0.009386191766164662,0.013469064732110703,0.01026533105859749,0.016522792236040595,-0.009386191766164662,0.02671312020984643,0.036099311976011086,mixed,False,0.01026533105859749
dunnhumby,frequency,triple2vec,avg_basket_size,0.05363186527789278,0.05044318145911133,0.05883393403826823,0.05430299359175744,0.05430299359175744,0.05044318145911133,0.05883393403826823,0.008390752579156904,+++,True,0.05430299359175744
dunnhumby,frequency,triple2vec,cooccurrence_support,0.020846014432296764,0.02328865536658522,0.014703665949848139,0.01961277858291004,0.01961277858291004,0.014703665949848139,0.02328865536658522,0.00858498941673708,+++,True,0.01961277858291004
dunnhumby,frequency,triple2vec,n_baskets,-0.036652316205147216,-0.0101958680952412,-0.032346398588705666,-0.026398194296364696,0.026398194296364696,-0.036652316205147216,-0.0101958680952412,0.026456448109906015,---,True,0.026398194296364696
dunnhumby,frequency,triple2vec,neighbor_similarity,-0.006449632652856423,0.010122586706812488,0.005807066798685221,0.0031600069508804286,0.0074597620527847115,-0.006449632652856423,0.010122586706812488,0.016572219359668912,mixed,False,0.0031600069508804286
dunnhumby,frequency,triple2vec,popularity_profile,-0.011950613542349504,0.0028172689827314686,0.009694719293511532,0.00018712491129783208,0.008154200606197502,-0.011950613542349504,0.009694719293511532,0.021645332835861036,mixed,False,0.00018712491129783208
dunnhumby,frequency,triple2vec,recency_frequency_disagreement,0.0236642715393353,0.03631339564119464,0.03376165122233107,0.031246439467620336,0.031246439467620336,0.0236642715393353,0.03631339564119464,0.012649124101859338,+++,True,0.031246439467620336
dunnhumby,frequency,triple2vec,recent_basket_novelty,-0.010079333586673142,-0.007516509290254521,-0.0008967878977844457,-0.00616421025823737,0.00616421025823737,-0.010079333586673142,-0.0008967878977844457,0.009182545688888696,---,True,0.00616421025823737
dunnhumby,frequency,triple2vec,repeat_rate,-0.007866550191043117,-0.0030517435747316707,-0.002138821599213941,-0.004352371788329577,0.004352371788329577,-0.007866550191043117,-0.002138821599213941,0.005727728591829176,---,True,0.004352371788329577
dunnhumby,frequency,triple2vec,transition_predictability,-0.006267879206481563,0.01094239113101609,0.007912566560498388,0.004195692828344305,0.008374278965998681,-0.006267879206481563,0.01094239113101609,0.017210270337497655,mixed,False,0.004195692828344305
dunnhumby,racf,dnntsp,adjacent_basket_jaccard,0.09449236711077541,0.03376072626367188,0.03845751694868789,0.05557020344104505,0.05557020344104505,0.03376072626367188,0.09449236711077541,0.06073164084710353,+++,True,0.05557020344104505
dunnhumby,racf,dnntsp,avg_basket_size,0.030043325549986215,-0.016785307732380378,0.03274706358928244,0.015335027135629425,0.026525232290549677,-0.016785307732380378,0.03274706358928244,0.04953237132166282,mixed,False,0.015335027135629425
dunnhumby,racf,dnntsp,cooccurrence_support,-0.022250424539040345,-0.041954503004757414,-0.010961190107111083,-0.025055372550302945,0.025055372550302945,-0.041954503004757414,-0.010961190107111083,0.03099331289764633,---,True,0.025055372550302945
dunnhumby,racf,dnntsp,n_baskets,-0.04666019772760834,0.008449273731547923,0.0033138498786618805,-0.011632358039132847,0.019474440445939382,-0.04666019772760834,0.008449273731547923,0.05510947145915626,mixed,False,0.011632358039132847
dunnhumby,racf,dnntsp,neighbor_similarity,-0.009483228081538755,-0.011047904062403613,0.00023119075021830825,-0.006766647131241353,0.006920774298053558,-0.011047904062403613,0.00023119075021830825,0.011279094812621921,mixed,False,0.006766647131241353
dunnhumby,racf,dnntsp,popularity_profile,-0.022594018868394038,-0.01477993117922606,0.004721638788588948,-0.010884103753010382,0.014031862945403017,-0.022594018868394038,0.004721638788588948,0.027315657656982986,mixed,False,0.010884103753010382
dunnhumby,racf,dnntsp,recency_frequency_disagreement,-0.02032360612145592,-0.013432788833241255,0.021248961517864172,-0.004169144478944335,0.018335118824187115,-0.02032360612145592,0.021248961517864172,0.04157256763932009,mixed,False,0.004169144478944335
dunnhumby,racf,dnntsp,recent_basket_novelty,-0.04059710206000685,-0.04188468894995856,-0.024971025445916405,-0.03581760548529394,0.03581760548529394,-0.04188468894995856,-0.024971025445916405,0.016913663504042154,---,True,0.03581760548529394
dunnhumby,racf,dnntsp,repeat_rate,0.033581486442690996,0.026517381545904956,0.037293321817404614,0.032464063268666854,0.032464063268666854,0.026517381545904956,0.037293321817404614,0.010775940271499657,+++,True,0.032464063268666854
dunnhumby,racf,dnntsp,transition_predictability,0.0018602499995408312,0.0028392314462486862,0.0013536299872906983,0.0020177038110267384,0.0020177038110267384,0.0013536299872906983,0.0028392314462486862,0.001485601458957988,+++,True,0.0020177038110267384
dunnhumby,racf,sets2sets,adjacent_basket_jaccard,0.2500946701492974,0.21548628913724469,0.2457197302247318,0.2371002298370913,0.2371002298370913,0.21548628913724469,0.2500946701492974,0.03460838101205274,+++,True,0.2371002298370913
dunnhumby,racf,sets2sets,avg_basket_size,0.16185832317690316,0.1637404851556643,0.18720155158019794,0.17093345330425513,0.17093345330425513,0.16185832317690316,0.18720155158019794,0.025343228403294782,+++,True,0.17093345330425513
dunnhumby,racf,sets2sets,cooccurrence_support,-0.007416329520696927,-0.003982044643395691,0.009117376835586074,-0.0007603324428355143,0.006838583666559564,-0.007416329520696927,0.009117376835586074,0.016533706356283002,mixed,False,0.0007603324428355143
dunnhumby,racf,sets2sets,n_baskets,0.04710798634084468,0.07505035091764561,0.04064737286024348,0.05426857003957792,0.05426857003957792,0.04064737286024348,0.07505035091764561,0.03440297805740213,+++,True,0.05426857003957792
dunnhumby,racf,sets2sets,neighbor_similarity,-0.01449737253879984,0.007896649996807644,0.006477257458830474,-4.115502772057399e-05,0.009623759998145985,-0.01449737253879984,0.007896649996807644,0.02239402253560748,mixed,False,4.115502772057399e-05
dunnhumby,racf,sets2sets,popularity_profile,0.02601426696934016,0.007394282475719087,0.04606209799742755,0.026490215814162266,0.026490215814162266,0.007394282475719087,0.04606209799742755,0.03866781552170846,+++,True,0.026490215814162266
dunnhumby,racf,sets2sets,recency_frequency_disagreement,0.03329205907417332,0.05463088111411628,0.050752261719508716,0.04622506730259943,0.04622506730259943,0.03329205907417332,0.05463088111411628,0.02133882203994296,+++,True,0.04622506730259943
dunnhumby,racf,sets2sets,recent_basket_novelty,-0.14747823804018145,-0.15223225210299357,-0.1574658537263281,-0.1523921146231677,0.1523921146231677,-0.1574658537263281,-0.14747823804018145,0.009987615686146645,---,True,0.1523921146231677
dunnhumby,racf,sets2sets,repeat_rate,0.2373476326087812,0.2307955420507358,0.2466804773929309,0.2382745506841493,0.2382745506841493,0.2307955420507358,0.2466804773929309,0.015884935342195095,+++,True,0.2382745506841493
dunnhumby,racf,sets2sets,transition_predictability,0.001373643058942273,0.026424352143841395,0.018442286764006773,0.01541342732226348,0.01541342732226348,0.001373643058942273,0.026424352143841395,0.025050709084899123,+++,True,0.01541342732226348
