dataset,method_a,method_b,feature,rho_keyset0,rho_keyset1,rho_keyset2,mean_rho,mean_abs_rho,min_rho,max_rho,rho_range,sign_pattern,consistent_signs,abs_mean_rho
instacart,recency,tifuknn,recent_basket_novelty,0.035791172129340125,0.07025607222392719,0.023846239642880233,0.04329782799871585,0.04329782799871585,0.023846239642880233,0.07025607222392719,0.04640983258104695,+++,True,0.04329782799871585
instacart,recency,tifuknn,repeat_rate,-0.20492745369836915,-0.23668531983269786,-0.1762854090027705,-0.20596606084461247,0.20596606084461247,-0.23668531983269786,-0.1762854090027705,0.06039991082992735,---,True,0.20596606084461247
instacart,recency,tifuknn,transition_predictability,0.0212920447037307,-0.013870702857875093,0.016738236934730734,0.008053192926862114,0.017300328165445508,-0.013870702857875093,0.0212920447037307,0.03516274756160579,mixed,False,0.008053192926862114
instacart,recency,triple2vec,adjacent_basket_jaccard,-0.14794161993390065,-0.15655904142165902,-0.16007489806390476,-0.15485851980648813,0.15485851980648813,-0.16007489806390476,-0.14794161993390065,0.012133278130004116,---,True,0.15485851980648813
instacart,recency,triple2vec,avg_basket_size,0.01501293428931363,-0.09915993788498868,0.07420272536844193,-0.0033147594090777075,0.06279186584758141,-0.09915993788498868,0.07420272536844193,0.1733626632534306,mixed,False,0.0033147594090777075
instacart,recency,triple2vec,cooccurrence_support,0.025190446692759147,-0.008217422448131778,0.01661597433539795,0.011196332860008441,0.01667461449209629,-0.008217422448131778,0.025190446692759147,0.033407869140890924,mixed,False,0.011196332860008441
instacart,recency,triple2vec,n_baskets,-0.06622282854406288,-0.1761742893128313,0.02281640157629711,-0.07319357209353235,0.08840450647773042,-0.1761742893128313,0.02281640157629711,0.1989906908891284,mixed,False,0.07319357209353235
instacart,recency,triple2vec,neighbor_similarity,0.04835379923751491,-0.0025885840541758545,0.03639904889349444,0.027388088025611167,0.02911381072839507,-0.0025885840541758545,0.04835379923751491,0.05094238329169077,mixed,False,0.027388088025611167
instacart,recency,triple2vec,popularity_profile,0.023632269386240714,-0.005776161197736681,0.013410322668648878,0.010422143619050972,0.014272917750875422,-0.005776161197736681,0.023632269386240714,0.029408430583977394,mixed,False,0.010422143619050972
instacart,recency,triple2vec,recency_frequency_disagreement,-0.02678498557937363,-0.0975353400391493,0.03222294346143664,-0.030699127385695427,0.05218108969331986,-0.0975353400391493,0.03222294346143664,0.12975828350058594,mixed,False,0.030699127385695427
instacart,recency,triple2vec,recent_basket_novelty,0.005164448906347267,0.059407594700953775,-0.052838605641191534,0.003911145988703168,0.03913688308283086,-0.052838605641191534,0.059407594700953775,0.1122462003421453,mixed,False,0.003911145988703168
instacart,recency,triple2vec,repeat_rate,-0.12024054829816942,-0.21607737526621376,-0.03790082404788214,-0.12473958253742178,0.12473958253742178,-0.21607737526621376,-0.03790082404788214,0.17817655121833162,---,True,0.12473958253742178
instacart,recency,triple2vec,transition_predictability,0.04387705297078415,-0.001765644683784612,0.02651909669602991,0.022876834994343148,0.024053931450199555,-0.001765644683784612,0.04387705297078415,0.045642697654568756,mixed,False,0.022876834994343148
instacart,sets2sets,dnntsp,adjacent_basket_jaccard,-0.016676646198047682,-0.06200602771603173,-0.06785259677113442,-0.04884509022840461,0.04884509022840461,-0.06785259677113442,-0.016676646198047682,0.05117595057308674,---,True,0.04884509022840461
instacart,sets2sets,dnntsp,avg_basket_size,-0.11856619633320511,-0.12153193747922128,-0.0964670570790256,-0.11218839696381733,0.11218839696381733,-0.12153193747922128,-0.0964670570790256,0.02506488040019568,---,True,0.11218839696381733
instacart,sets2sets,dnntsp,cooccurrence_support,-0.23597474469569749,-0.2570686989375796,-0.24500878843044946,-0.24601741068790886,0.24601741068790886,-0.2570686989375796,-0.23597474469569749,0.021093954241882124,---,True,0.24601741068790886
instacart,sets2sets,dnntsp,n_baskets,-0.1713147503142134,-0.1837414660621475,-0.17299600053880862,-0.17601740563838983,0.17601740563838983,-0.1837414660621475,-0.1713147503142134,0.012426715747934108,---,True,0.17601740563838983
instacart,sets2sets,dnntsp,neighbor_similarity,-0.19851101052521833,-0.22077352070844342,-0.23315568480673907,-0.21748007201346695,0.21748007201346695,-0.23315568480673907,-0.19851101052521833,0.03464467428152074,---,True,0.21748007201346695
instacart,sets2sets,dnntsp,popularity_profile,-0.21485301506502552,-0.23170721488427784,-0.22684044445660204,-0.2244668914686351,0.2244668914686351,-0.23170721488427784,-0.21485301506502552,0.01685419981925232,---,True,0.2244668914686351
instacart,sets2sets,dnntsp,recency_frequency_disagreement,-0.09867041957408768,-0.07446876517405529,-0.04655311783387171,-0.07323076752733822,0.07323076752733822,-0.09867041957408768,-0.04655311783387171,0.05211730174021596,---,True,0.07323076752733822
instacart,sets2sets,dnntsp,recent_basket_novelty,0.08103541837536685,0.12012346397321699,0.12280827201998176,0.10798905145618853,0.10798905145618853,0.08103541837536685,0.12280827201998176,0.041772853644614916,+++,True,0.10798905145618853
instacart,sets2sets,dnntsp,repeat_rate,-0.15504578293513768,-0.19087204313550418,-0.1821437142593481,-0.17602051344333,0.17602051344333,-0.19087204313550418,-0.15504578293513768,0.0358262602003665,---,True,0.17602051344333
instacart,sets2sets,dnntsp,transition_predictability,-0.19005678106843446,-0.19447836758873957,-0.19704955672765623,-0.19386156846161007,0.19386156846161007,-0.19704955672765623,-0.19005678106843446,0.006992775659221767,---,True,0.19386156846161007
instacart,tifuknn,dnntsp,adjacent_basket_jaccard,0.10081113384966131,0.0593310472258242,0.0657164006351887,0.07528619390355806,0.07528619390355806,0.0593310472258242,0.10081113384966131,0.04148008662383711,+++,True,0.07528619390355806
instacart,tifuknn,dnntsp,avg_basket_size,-0.011664803377574976,-0.022095030342124507,-0.031092095225919818,-0.021617309648539768,0.021617309648539768,-0.031092095225919818,-0.011664803377574976,0.01942729184834484,---,True,0.021617309648539768
instacart,tifuknn,dnntsp,cooccurrence_support,-0.08201551437992931,-0.08610395488612187,-0.12071412177528393,-0.09627786368044504,0.09627786368044504,-0.12071412177528393,-0.08201551437992931,0.03869860739535462,---,True,0.09627786368044504
instacart,tifuknn,dnntsp,n_baskets,-0.081364089640494,-0.06624381802192422,-0.07720968667676388,-0.0749391981130607,0.0749391981130607,-0.081364089640494,-0.06624381802192422,0.015120271618569783,---,True,0.0749391981130607
instacart,tifuknn,dnntsp,neighbor_similarity,-0.06678646037390468,-0.06470314920941153,-0.11096800113374282,-0.080819203572353,0.080819203572353,-0.11096800113374282,-0.06470314920941153,0.04626485192433129,---,True,0.080819203572353
instacart,tifuknn,dnntsp,popularity_profile,-0.0860612340790534,-0.08024499166494395,-0.12355390321405854,-0.09662004298601863,0.09662004298601863,-0.12355390321405854,-0.08024499166494395,0.04330891154911459,---,True,0.09662004298601863
instacart,tifuknn,dnntsp,recency_frequency_disagreement,-0.0657078198679429,-0.051911166492311596,-0.05218260828533016,-0.056600531548528225,0.056600531548528225,-0.0657078198679429,-0.051911166492311596,0.013796653375631303,---,True,0.056600531548528225
instacart,tifuknn,dnntsp,recent_basket_novelty,-0.0006064925518448961,-0.002880330370798714,0.00692076242513841,0.0011446465008316,0.00346919511592734,-0.002880330370798714,0.00692076242513841,0.009801092795937124,mixed,False,0.0011446465008316
instacart,tifuknn,dnntsp,repeat_rate,-0.021476430043320307,-0.04009809775912071,-0.04538353643792216,-0.03565268808012106,0.03565268808012106,-0.04538353643792216,-0.021476430043320307,0.023907106394601852,---,True,0.03565268808012106
instacart,tifuknn,dnntsp,transition_predictability,-0.06824490467633793,-0.05051618821664868,-0.08523414125033606,-0.06799841138110756,0.06799841138110756,-0.08523414125033606,-0.05051618821664868,0.034717953033687375,---,True,0.06799841138110756
instacart,tifuknn,sets2sets,adjacent_basket_jaccard,0.08920355071317038,0.11038074607061171,0.11440190761553601,0.10466206813310604,0.10466206813310604,0.08920355071317038,0.11440190761553601,0.025198356902365632,+++,True,0.10466206813310604
instacart,tifuknn,sets2sets,avg_basket_size,0.12210678340184936,0.10134017467275871,0.06798806993766597,0.09714500933742469,0.09714500933742469,0.06798806993766597,0.12210678340184936,0.054118713464183385,+++,True,0.09714500933742469
instacart,tifuknn,sets2sets,cooccurrence_support,0.18799602992556058,0.1960868615657717,0.15949317809084218,0.18119202319405817,0.18119202319405817,0.15949317809084218,0.1960868615657717,0.03659368347492953,+++,True,0.18119202319405817
instacart,tifuknn,sets2sets,n_baskets,0.12664081576824965,0.14536016699281346,0.13219875866003122,0.13473324714036478,0.13473324714036478,0.12664081576824965,0.14536016699281346,0.018719351224563807,+++,True,0.13473324714036478
instacart,tifuknn,sets2sets,neighbor_similarity,0.1534964808151105,0.17852290272724192,0.15312006458519756,0.16171314937585,0.16171314937585,0.15312006458519756,0.17852290272724192,0.02540283814204436,+++,True,0.16171314937585
instacart,tifuknn,sets2sets,popularity_profile,0.16256502249565832,0.1756443743637821,0.1403313389953925,0.15951357861827764,0.15951357861827764,0.1403313389953925,0.1756443743637821,0.03531303536838962,+++,True,0.15951357861827764
instacart,tifuknn,sets2sets,recency_frequency_disagreement,0.06342463521092015,0.0285184142745852,0.010202458921483675,0.034048502802329676,0.034048502802329676,0.010202458921483675,0.06342463521092015,0.05322217628943647,+++,True,0.034048502802329676
instacart,tifuknn,sets2sets,recent_basket_novelty,-0.08225453674085281,-0.13009288729592824,-0.12587496100061976,-0.11274079501246694,0.11274079501246694,-0.13009288729592824,-0.08225453674085281,0.04783835055507543,---,True,0.11274079501246694
instacart,tifuknn,sets2sets,repeat_rate,0.14933059873368232,0.17035430469017324,0.1589448719076754,0.15954325844384365,0.15954325844384365,0.14933059873368232,0.17035430469017324,0.021023705956490918,+++,True,0.15954325844384365
instacart,tifuknn,sets2sets,transition_predictability,0.14835803528589073,0.16387574247389597,0.1409664528153336,0.1510667435250401,0.1510667435250401,0.1409664528153336,0.16387574247389597,0.02290928965856237,+++,True,0.1510667435250401
instacart,tifuknn,triple2vec,adjacent_basket_jaccard,-0.047769187914053816,0.00898280036115852,-0.06547541909840429,-0.03475393555043319,0.040742469124538876,-0.06547541909840429,0.00898280036115852,0.07445821945956281,mixed,False,0.03475393555043319
instacart,tifuknn,triple2vec,avg_basket_size,0.2045498757805149,0.07352983083053637,0.25190406227892836,0.17666125629665985,0.17666125629665985,0.07352983083053637,0.25190406227892836,0.17837423144839198,+++,True,0.17666125629665985
instacart,tifuknn,triple2vec,cooccurrence_support,0.05782074397090051,0.033806414267235664,0.034696293586552164,0.042107817274896105,0.042107817274896105,0.033806414267235664,0.05782074397090051,0.024014329703664843,+++,True,0.042107817274896105
instacart,tifuknn,triple2vec,n_baskets,0.11701130365140133,-0.01832279645386663,0.20022799244345266,0.09963883321366246,0.11185403084957353,-0.01832279645386663,0.20022799244345266,0.2185507888973193,mixed,False,0.09963883321366246
instacart,tifuknn,triple2vec,neighbor_similarity,0.03612637961936326,0.011330716355744008,0.007291682978609077,0.018249592984572117,0.018249592984572117,0.007291682978609077,0.03612637961936326,0.028834696640754186,+++,True,0.018249592984572117
instacart,tifuknn,triple2vec,popularity_profile,0.05700436885028118,0.032880206432137245,0.02716128570105824,0.03901528699449222,0.03901528699449222,0.02716128570105824,0.05700436885028118,0.02984308314922294,+++,True,0.03901528699449222
instacart,tifuknn,triple2vec,recency_frequency_disagreement,0.14486641299850753,0.009595998348981269,0.20406964337163228,0.11951068490637369,0.11951068490637369,0.009595998348981269,0.20406964337163228,0.19447364502265102,+++,True,0.11951068490637369
instacart,tifuknn,triple2vec,recent_basket_novelty,-0.023660514016386622,0.0004550562904454248,-0.08815942891794779,-0.037121628881296324,0.03742499974159328,-0.08815942891794779,0.0004550562904454248,0.08861448520839321,mixed,False,0.037121628881296324
instacart,tifuknn,triple2vec,repeat_rate,0.07287948644404946,-0.006491496918692975,0.14167179410828365,0.06935326121121338,0.07368092582367536,-0.006491496918692975,0.14167179410828365,0.14816329102697662,mixed,False,0.06935326121121338
instacart,tifuknn,triple2vec,transition_predictability,0.04231756958856361,0.02512120963995908,0.01755931475335521,0.028332697993959304,0.028332697993959304,0.01755931475335521,0.04231756958856361,0.024758254835208396,+++,True,0.028332697993959304
instacart,triple2vec,dnntsp,adjacent_basket_jaccard,0.13134931643017225,0.052328439102733666,0.11457809327154213,0.09941861626814935,0.09941861626814935,0.052328439102733666,0.13134931643017225,0.0790208773274386,+++,True,0.09941861626814935
instacart,triple2vec,dnntsp,avg_basket_size,-0.16201801217091746,-0.08050058363802864,-0.24478533306198305,-0.16243464295697638,0.16243464295697638,-0.24478533306198305,-0.08050058363802864,0.1642847494239544,---,True,0.16243464295697638
instacart,triple2vec,dnntsp,cooccurrence_support,-0.111696027518177,-0.10513830998740457,-0.12211446998767399,-0.1129829358310852,0.1129829358310852,-0.12211446998767399,-0.10513830998740457,0.016976160000269414,---,True,0.1129829358310852
instacart,triple2vec,dnntsp,n_baskets,-0.16283064919208318,-0.05417212122212657,-0.2292570131136413,-0.14875326117595034,0.14875326117595034,-0.2292570131136413,-0.05417212122212657,0.17508489189151472,---,True,0.14875326117595034
instacart,triple2vec,dnntsp,neighbor_similarity,-0.07862614574587955,-0.06711820494771942,-0.0964181024659243,-0.08072081771984109,0.08072081771984109,-0.0964181024659243,-0.06711820494771942,0.029299897518204887,---,True,0.08072081771984109
instacart,triple2vec,dnntsp,popularity_profile,-0.11057785146836996,-0.09892449908721879,-0.11285415080434366,-0.10745216711997747,0.10745216711997747,-0.11285415080434366,-0.09892449908721879,0.013929651717124875,---,True,0.10745216711997747
instacart,triple2vec,dnntsp,recency_frequency_disagreement,-0.16751110896823238,-0.06497211456929312,-0.21337735809891623,-0.1486201938788139,0.1486201938788139,-0.21337735809891623,-0.06497211456929312,0.1484052435296231,---,True,0.1486201938788139
instacart,triple2vec,dnntsp,recent_basket_novelty,0.024231704692905528,-0.004384470258873795,0.08828190129057543,0.036043045241535725,0.038966025414118255,-0.004384470258873795,0.08828190129057543,0.09266637154944923,mixed,False,0.036043045241535725
instacart,triple2vec,dnntsp,repeat_rate,-0.07364369361555838,-0.03642211633184243,-0.15354375825907865,-0.08786985606882648,0.08786985606882648,-0.15354375825907865,-0.03642211633184243,0.11712164192723622,---,True,0.08786985606882648
instacart,triple2vec,dnntsp,transition_predictability,-0.090854592613507,-0.07063046530214769,-0.07929230254613467,-0.08025912015392979,0.08025912015392979,-0.090854592613507,-0.07063046530214769,0.020224127311359308,---,True,0.08025912015392979
instacart,triple2vec,sets2sets,adjacent_basket_jaccard,0.12615961232283174,0.10911224951635873,0.15346091240866572,0.12957759141595207,0.12957759141595207,0.10911224951635873,0.15346091240866572,0.04434866289230699,+++,True,0.12957759141595207
instacart,triple2vec,sets2sets,avg_basket_size,-0.039356180947000094,0.06264963704913659,-0.14703186329902612,-0.04124613573229654,0.08301256043172094,-0.14703186329902612,0.06264963704913659,0.2096815003481627,mixed,False,0.04124613573229654
instacart,triple2vec,sets2sets,cooccurrence_support,0.14838068044528738,0.18265675873494053,0.12073103403494859,0.15058949107172548,0.15058949107172548,0.12073103403494859,0.18265675873494053,0.06192572469999194,+++,True,0.15058949107172548
instacart,triple2vec,sets2sets,n_baskets,0.02709266994557595,0.1485412639349364,-0.053385419950324406,0.04074950464339598,0.07633978461027892,-0.053385419950324406,0.1485412639349364,0.2019266838852608,mixed,False,0.04074950464339598
instacart,triple2vec,sets2sets,neighbor_similarity,0.13484127843140276,0.17481609033652337,0.13663368665979295,0.14876368514257302,0.14876368514257302,0.13484127843140276,0.17481609033652337,0.039974811905120616,+++,True,0.14876368514257302
instacart,triple2vec,sets2sets,popularity_profile,0.12704212445442734,0.16435906241422238,0.11123017191580249,0.13421045292815073,0.13421045292815073,0.11123017191580249,0.16435906241422238,0.05312889049841989,+++,True,0.13421045292815073
instacart,triple2vec,sets2sets,recency_frequency_disagreement,-0.054846391364862905,0.02680164396341823,-0.15206485135358463,-0.0600365329183431,0.07790429556062192,-0.15206485135358463,0.02680164396341823,0.17886649531700285,mixed,False,0.0600365329183431
instacart,triple2vec,sets2sets,recent_basket_novelty,-0.05697129687368898,-0.12292869908934424,-0.03302687719802501,-0.07097562438701942,0.07097562438701942,-0.12292869908934424,-0.03302687719802501,0.08990182189131923,---,True,0.07097562438701942
instacart,triple2vec,sets2sets,repeat_rate,0.08207038031997185,0.16984833388172135,0.01724579386864461,0.0897215026901126,0.0897215026901126,0.01724579386864461,0.16984833388172135,0.15260254001307674,+++,True,0.0897215026901126
instacart,triple2vec,sets2sets,transition_predictability,0.1207558608808186,0.1517501256099069,0.1186164464772871,0.13037414432267086,0.13037414432267086,0.1186164464772871,0.1517501256099069,0.03313367913261979,+++,True,0.13037414432267086
retailrocket,frequency,dnntsp,adjacent_basket_jaccard,0.30268537122424255,0.5447514992212499,0.3523753131246685,0.399937394523387,0.399937394523387,0.30268537122424255,0.5447514992212499,0.24206612799700733,+++,True,0.399937394523387
retailrocket,frequency,dnntsp,avg_basket_size,-0.2074266708616024,-0.41231208125071206,-0.3780187861080321,-0.3325858460734488,0.3325858460734488,-0.41231208125071206,-0.2074266708616024,0.20488541038910965,---,True,0.3325858460734488
retailrocket,frequency,dnntsp,cooccurrence_support,-0.2912887228950381,0.15807317797482995,-0.15057293756054477,-0.09459616082691764,0.19997827947680427,-0.2912887228950381,0.15807317797482995,0.44936190086986805,mixed,False,0.09459616082691764
retailrocket,frequency,dnntsp,n_baskets,-0.42579338843436154,-0.48490798468380364,-0.4076957744296567,-0.439465715849274,0.439465715849274,-0.48490798468380364,-0.4076957744296567,0.07721221025414693,---,True,0.439465715849274
retailrocket,frequency,dnntsp,neighbor_similarity,-0.3668121454937461,-0.4388100860784248,-0.36161613316652885,-0.3890794549128999,0.3890794549128999,-0.4388100860784248,-0.36161613316652885,0.07719395291189596,---,True,0.3890794549128999
retailrocket,frequency,dnntsp,popularity_profile,-0.22444906656172137,-0.23244792696079358,-0.1793426775764952,-0.2120798903663367,0.2120798903663367,-0.23244792696079358,-0.1793426775764952,0.05310524938429839,---,True,0.2120798903663367
retailrocket,frequency,dnntsp,recency_frequency_disagreement,-0.23064414380715131,-0.35438522688840723,-0.30882664256837117,-0.2979520044213099,0.2979520044213099,-0.35438522688840723,-0.23064414380715131,0.12374108308125592,---,True,0.2979520044213099
retailrocket,frequency,dnntsp,recent_basket_novelty,-0.2017507620272354,-0.47895065144973265,-0.3907770818367918,-0.3571594984379199,0.3571594984379199,-0.47895065144973265,-0.2017507620272354,0.27719988942249724,---,True,0.3571594984379199
retailrocket,frequency,dnntsp,repeat_rate,-0.2118774579473369,-0.10363536677799212,-0.120255483953583,-0.14525610289297067,0.14525610289297067,-0.2118774579473369,-0.10363536677799212,0.10824209116934477,---,True,0.14525610289297067
retailrocket,frequency,dnntsp,transition_predictability,-0.5411718511499506,-0.2713602101199873,-0.16720257373023498,-0.32657821166672424,0.32657821166672424,-0.5411718511499506,-0.16720257373023498,0.37396927741971564,---,True,0.32657821166672424
retailrocket,frequency,racf,adjacent_basket_jaccard,-0.04212552562452524,-0.047669927380345464,-0.20143152029799108,-0.0970756577676206,0.0970756577676206,-0.20143152029799108,-0.04212552562452524,0.15930599467346584,---,True,0.0970756577676206
retailrocket,frequency,racf,avg_basket_size,0.07037372867542416,0.06152317804975269,-0.028576101215300458,0.034440268503292126,0.05349100264682577,-0.028576101215300458,0.07037372867542416,0.09894982989072462,mixed,False,0.034440268503292126
retailrocket,frequency,racf,cooccurrence_support,-0.09505866652089279,-0.01683734632416566,-0.01457556047785169,-0.042157191107636716,0.042157191107636716,-0.09505866652089279,-0.01457556047785169,0.0804831060430411,---,True,0.042157191107636716
retailrocket,frequency,racf,n_baskets,-0.15087199455706135,-0.1142695021330001,-0.09662888381267952,-0.12059012683424701,0.12059012683424701,-0.15087199455706135,-0.09662888381267952,0.05424311074438183,---,True,0.12059012683424701
retailrocket,frequency,racf,neighbor_similarity,0.05022194468612808,-0.10394934322465704,-0.09294701188247047,-0.04889147014033315,0.08237276659775188,-0.10394934322465704,0.05022194468612808,0.15417128791078513,mixed,False,0.04889147014033315
retailrocket,frequency,racf,popularity_profile,-0.0253079007384992,-0.14492207677950047,-0.10978058562658118,-0.09333685438152695,0.09333685438152695,-0.14492207677950047,-0.0253079007384992,0.11961417604100127,---,True,0.09333685438152695
retailrocket,frequency,racf,recency_frequency_disagreement,-0.026270305138806748,-0.010474861305103961,-0.05721553162522119,-0.03132023268971063,0.03132023268971063,-0.05721553162522119,-0.010474861305103961,0.04674067032011722,---,True,0.03132023268971063
retailrocket,frequency,racf,recent_basket_novelty,0.05823828835247227,0.08917815035371038,0.2345177343947183,0.12731139103363365,0.12731139103363365,0.05823828835247227,0.2345177343947183,0.17627944604224602,+++,True,0.12731139103363365
retailrocket,frequency,racf,repeat_rate,-0.10895833089274495,-0.0924219692175223,-0.14130673670519267,-0.11422901227181997,0.11422901227181997,-0.14130673670519267,-0.0924219692175223,0.04888476748767037,---,True,0.11422901227181997
retailrocket,frequency,racf,transition_predictability,-0.42843765419184593,,,-0.42843765419184593,0.42843765419184593,-0.42843765419184593,-0.42843765419184593,0.0,missing,False,0.42843765419184593
retailrocket,frequency,sets2sets,adjacent_basket_jaccard,0.09526789992471812,0.07851634556433311,-0.24291915433057357,-0.023044969613840772,0.13890113327320827,-0.24291915433057357,0.09526789992471812,0.3381870542552917,mixed,False,0.023044969613840772
retailrocket,frequency,sets2sets,avg_basket_size,-0.1330444345419994,0.3056980527370841,0.00852893008395625,0.060394182759680316,0.1490904724543466,-0.1330444345419994,0.3056980527370841,0.4387424872790835,mixed,False,0.060394182759680316
retailrocket,frequency,sets2sets,cooccurrence_support,-0.10051042252635296,0.1340593776949392,-0.16512682156538228,-0.04385928879893201,0.13323220726222482,-0.16512682156538228,0.1340593776949392,0.2991861992603215,mixed,False,0.04385928879893201
retailrocket,frequency,sets2sets,n_baskets,-0.1414005081366673,-0.02839242482071862,-0.1379606466329884,-0.10258452653012477,0.10258452653012477,-0.1414005081366673,-0.02839242482071862,0.11300808331594868,---,True,0.10258452653012477
retailrocket,frequency,sets2sets,neighbor_similarity,0.011834818753669239,0.017885360318736696,-0.0844819598548384,-0.01825392692747749,0.03806737964241478,-0.0844819598548384,0.017885360318736696,0.1023673201735751,mixed,False,0.01825392692747749
retailrocket,frequency,sets2sets,popularity_profile,0.03401508874912282,0.004173209926695262,-0.08677032293084712,-0.01619400808500968,0.0416528738688884,-0.08677032293084712,0.03401508874912282,0.12078541167996994,mixed,False,0.01619400808500968
retailrocket,frequency,sets2sets,recency_frequency_disagreement,0.012063158773664946,-0.05237349694115273,-0.05744001641294206,-0.03258345152680995,0.04062555737591991,-0.05744001641294206,0.012063158773664946,0.06950317518660701,mixed,False,0.03258345152680995
retailrocket,frequency,sets2sets,recent_basket_novelty,-0.13784299886427306,-0.11740578091239526,0.27823056601578144,0.007660595413037707,0.17782644859748328,-0.13784299886427306,0.27823056601578144,0.41607356488005454,mixed,False,0.007660595413037707
retailrocket,frequency,sets2sets,repeat_rate,-0.038229049535525604,0.0910150746416292,-0.19832613875856667,-0.048513371217487694,0.10919008764524048,-0.19832613875856667,0.0910150746416292,0.28934121340019586,mixed,False,0.048513371217487694
retailrocket,frequency,sets2sets,transition_predictability,-0.08,,-0.16355112715421938,-0.1217755635771097,0.1217755635771097,-0.16355112715421938,-0.08,0.08355112715421938,missing,False,0.1217755635771097
retailrocket,frequency,tifuknn,adjacent_basket_jaccard,-0.0023822607388582226,0.20578846123984784,-0.17457398425825893,0.009610738747576897,0.127581568745655,-0.17457398425825893,0.20578846123984784,0.38036244549810677,mixed,False,0.009610738747576897
retailrocket,frequency,tifuknn,avg_basket_size,0.0018880600629689567,0.1681852796858151,-0.12794826926478028,0.014041690161334589,0.09934053633785478,-0.12794826926478028,0.1681852796858151,0.2961335489505954,mixed,False,0.014041690161334589
retailrocket,frequency,tifuknn,cooccurrence_support,0.011460400699215086,0.22908143581977533,0.1303445026172215,0.12362877971207065,0.12362877971207065,0.011460400699215086,0.22908143581977533,0.21762103512056025,+++,True,0.12362877971207065
retailrocket,frequency,tifuknn,n_baskets,-0.17705394371802824,-0.0098630653739727,-0.063629887805095,-0.08351563229903197,0.08351563229903197,-0.17705394371802824,-0.0098630653739727,0.16719087834405555,---,True,0.08351563229903197
retailrocket,frequency,tifuknn,neighbor_similarity,0.079140507480563,-0.08662028528817686,-0.09279219103743798,-0.03342398961501728,0.08618432793539262,-0.09279219103743798,0.079140507480563,0.17193269851800097,mixed,False,0.03342398961501728
retailrocket,frequency,tifuknn,popularity_profile,0.013823786064924841,-0.09045684471511344,-0.0654567069005287,-0.04736325518357243,0.05657911256018899,-0.09045684471511344,0.013823786064924841,0.10428063078003827,mixed,False,0.04736325518357243
retailrocket,frequency,tifuknn,recency_frequency_disagreement,-0.005812427367278131,-0.03931003328424404,-0.038143514746817216,-0.027755325132779795,0.027755325132779795,-0.03931003328424404,-0.005812427367278131,0.033497605916965906,---,True,0.027755325132779795
retailrocket,frequency,tifuknn,recent_basket_novelty,-0.03814008359758518,0.049945723952761964,0.1710025146628154,0.06093605167266406,0.0863627740710542,-0.03814008359758518,0.1710025146628154,0.2091425982604006,mixed,False,0.06093605167266406
retailrocket,frequency,tifuknn,repeat_rate,-0.11908286640102189,0.10136688472960628,-0.12065699019361716,-0.046124323955010926,0.11370224710808179,-0.12065699019361716,0.10136688472960628,0.22202387492322345,mixed,False,0.046124323955010926
retailrocket,frequency,tifuknn,transition_predictability,-0.45,,-0.16355112715421938,-0.30677556357710967,0.30677556357710967,-0.45,-0.16355112715421938,0.28644887284578063,missing,False,0.30677556357710967
retailrocket,frequency,triple2vec,adjacent_basket_jaccard,-0.030361152820767557,-0.09003245179243345,-0.08967806508755456,-0.07002388990025186,0.07002388990025186,-0.09003245179243345,-0.030361152820767557,0.0596712989716659,---,True,0.07002388990025186
retailrocket,frequency,triple2vec,avg_basket_size,-0.06460653341461271,0.10525326882757008,-0.06927932107336802,-0.009544195220136886,0.07971304110518361,-0.06927932107336802,0.10525326882757008,0.17453258990093812,mixed,False,0.009544195220136886
retailrocket,frequency,triple2vec,cooccurrence_support,-0.2722703413763835,-0.06770902463311244,0.12855574956027147,-0.07047453881640817,0.15617837185658914,-0.2722703413763835,0.12855574956027147,0.400826090936655,mixed,False,0.07047453881640817
retailrocket,frequency,triple2vec,n_baskets,-0.1631092292547313,-0.1067070752740752,-0.02859313305859388,-0.09946981252913346,0.09946981252913346,-0.1631092292547313,-0.02859313305859388,0.13451609619613744,---,True,0.09946981252913346
retailrocket,frequency,triple2vec,neighbor_similarity,0.008521538495945205,-0.118870171729704,-0.07021461342521101,-0.06018774888632327,0.06586877455028674,-0.118870171729704,0.008521538495945205,0.1273917102256492,mixed,False,0.06018774888632327
retailrocket,frequency,triple2vec,popularity_profile,-0.009121606812434901,-0.14064880266874497,-0.08768914858068584,-0.0791531860206219,0.0791531860206219,-0.14064880266874497,-0.009121606812434901,0.13152719585631006,---,True,0.0791531860206219
retailrocket,frequency,triple2vec,recency_frequency_disagreement,-0.005443910074189055,-0.03142409816469164,-0.041028169777674005,-0.0259653926721849,0.0259653926721849,-0.041028169777674005,-0.005443910074189055,0.03558425970348495,---,True,0.0259653926721849
retailrocket,frequency,triple2vec,recent_basket_novelty,0.014615360118759675,0.12040667934656714,0.10899754132577005,0.08133986026369895,0.08133986026369895,0.014615360118759675,0.12040667934656714,0.10579131922780746,+++,True,0.08133986026369895
retailrocket,frequency,triple2vec,repeat_rate,-0.11511946057370857,-0.11754045579216467,-0.044863956912692474,-0.0925079577595219,0.0925079577595219,-0.11754045579216467,-0.044863956912692474,0.0726764988794722,---,True,0.0925079577595219
retailrocket,frequency,triple2vec,transition_predictability,0.0,,0.16355112715421938,0.08177556357710969,0.08177556357710969,0.0,0.16355112715421938,0.16355112715421938,missing,False,0.08177556357710969
