dataset,keyset,claim_type,method,feature,expected_sign,n_users_complete,n_users_nonzero,all_zero_fraction,coef_full,bootstrap_median,ci_low,ci_high,ci_excludes_zero,matches_expected_sign,coef_nonzero_users,nonzero_same_sign,rho_raw,rho_centered
dunnhumby,2,expected,recency,adjacent_basket_jaccard,1,4504,2890,0.35834813499111906,0.01520648737485236,0.015074188293819587,0.008448472747291054,0.02205307429099718,True,True,0.022032202577195403,True,0.3260648163682916,-0.08891560002226852
dunnhumby,2,expected,fpmc,transition_strength,1,4504,2890,0.35834813499111906,-0.00790403727258722,-0.008028416641245283,-0.014953822105760222,-0.0006355577370555238,True,False,-0.007913158991905969,True,0.0771668712867894,-0.11756995185606395
dunnhumby,2,expected,dnntsp,transition_strength,1,4504,2890,0.35834813499111906,-0.0015403656167463,-0.0015922602838145616,-0.010559339236943379,0.007658155808686167,False,False,-0.0016345672332099027,True,0.12000821588351979,-0.0038478779531556594
dunnhumby,2,expected,triple2vec,relational_strength,1,4504,2890,0.35834813499111906,0.0002950108216505605,0.0001095985295029003,-0.003269587574866959,0.003920451118518772,False,True,0.001428312009273766,True,0.19426827682868683,0.07108056005373146
dunnhumby,2,discovery,fpmc,n_baskets,1,4504,2890,0.35834813499111906,0.038248016737012,0.0382341282808579,0.030709495729795325,0.04502971648155924,True,True,0.04564283136147204,True,0.006168761857917758,-0.012087081926457981
dunnhumby,2,observed_contrast,fpmc,repeat_rate,-1,4504,2890,0.35834813499111906,-0.06756188914324172,-0.06764645046634225,-0.07868793896142415,-0.05718492253439788,True,True,-0.078553848916913,True,0.22068234416784924,-0.23604275306399264
dunnhumby,2,observed_contrast,recency,repeat_rate,-1,4504,2890,0.35834813499111906,-0.06455159377761528,-0.06459359376199753,-0.07395152304228886,-0.053864064401173355,True,True,-0.07573065401270929,True,0.24456237702745953,-0.16171742957530985
instacart,0,expected,frequency,repeat_rate,1,4124,3648,0.11542192046556743,0.020364299013638648,0.019827404184786804,0.010996279738061587,0.028784017142560382,True,True,0.017597476969271268,True,0.36387465577295247,0.19641081739869137
instacart,0,expected,tifuknn,repeat_rate,1,4124,3648,0.11542192046556743,0.023460992905764297,0.02306483258229043,0.013115903923717007,0.03260128123436381,True,True,0.021837766617200542,True,0.3550197099756371,0.16817317324165645
instacart,0,expected,cbp,repeat_rate,1,4124,3648,0.11542192046556743,0.025568364305870825,0.025006013315441014,0.016376899770198183,0.03473975371422881,True,True,0.023670647329656774,True,0.3721471661989592,0.21944301519138473
instacart,0,expected,recency,adjacent_basket_jaccard,1,4124,3648,0.11542192046556743,0.02577468507220198,0.02590929112084372,0.01616248450719344,0.034731569914671565,True,True,0.02938501651259642,True,0.3803195542399393,-0.02794585319832189
