dataset,feature,min_baskets,method,n_users_slice,n_users_feature,rho_raw_mean,rho_raw_sd,rho_centered_mean,rho_centered_sd,n_keysets,rho_centered_sign
tafeng,transition_strength,3,dnntsp,2039.6666666666667,2039.6666666666667,-0.045463781237978035,0.031211288969434488,-0.028290916231424584,0.01673370976467183,3,negative
tafeng,transition_strength,3,fpmc,2039.6666666666667,2039.6666666666667,-0.066508565694702,0.013665003802552997,-0.05057897351251232,0.026220695207595394,3,negative
tafeng,transition_strength,3,frequency,2039.6666666666667,2039.6666666666667,0.01296430508984261,0.021746351450612083,0.06097399532351022,0.007136381218263043,3,positive
tafeng,transition_strength,3,recency,2039.6666666666667,2039.6666666666667,0.011926522121149766,0.03172863837186139,0.03960163333867157,0.0038175224967803584,3,positive
tafeng,transition_strength,3,tifuknn,2039.6666666666667,2039.6666666666667,0.01234832617038256,0.0238803619803046,0.0520620014890135,0.007747528612605312,3,positive
tafeng,transition_strength,3,triple2vec,2039.6666666666667,2039.6666666666667,-0.000773851870663915,0.012827196579726738,0.0281585734792086,0.0057278172354064865,3,positive
tafeng,transition_strength,5,cbp,1146.6666666666667,1146.6666666666667,-0.03479241782569901,0.03583061575666725,-0.02235289789128661,0.04650914552966046,3,mixed
tafeng,transition_strength,5,diffrec,1146.6666666666667,1146.6666666666667,-0.03356599508730685,0.03152996857812146,-0.00937293450606329,0.024620536697239175,3,mixed
tafeng,transition_strength,5,dnntsp,1146.6666666666667,1146.6666666666667,-0.058673652465944824,0.03682404673654826,-0.03835321522284831,0.004711864143785376,3,negative
tafeng,transition_strength,5,fpmc,1146.6666666666667,1146.6666666666667,-0.07744977809760706,0.03229353739842194,-0.05280003146153366,0.04691464440636385,3,negative
tafeng,transition_strength,5,frequency,1146.6666666666667,1146.6666666666667,-0.002693384290949366,0.04864110110537845,0.05338085665714748,0.03145066651689654,3,positive
tafeng,transition_strength,5,recency,1146.6666666666667,1146.6666666666667,0.01262404779451806,0.039449750708948274,0.05048419203771848,0.015000770533125098,3,positive
tafeng,transition_strength,5,tifuknn,1146.6666666666667,1146.6666666666667,0.007223741048086821,0.035143013967383806,0.054011524743607736,0.03172270273943133,3,positive
tafeng,transition_strength,5,triple2vec,1146.6666666666667,1146.6666666666667,-0.0007399155007973996,0.0388844778957067,0.036910920617661304,0.015937937618758783,3,positive
valuedshopper,relational_strength,2,cbp,6214.0,6214.0,0.0930410444366085,0.010633359934084888,-0.0001136876996577644,0.0009790039431958127,3,mixed
valuedshopper,relational_strength,2,diffrec,6214.0,6214.0,0.12055330214145436,0.01511157846907894,0.045235466511379156,0.028486673759311396,3,positive
valuedshopper,relational_strength,2,dnntsp,6214.0,6214.0,0.11873369516349419,0.010863395450481685,0.041268496595225794,0.012634107166026228,3,positive
valuedshopper,relational_strength,2,fpmc,6214.0,6214.0,0.13060280536673888,0.012605433296240899,0.0064440254551979765,0.005504896183102637,3,positive
valuedshopper,relational_strength,2,frequency,6214.0,6214.0,0.09317928772261101,0.013122859505902649,0.0003777608106882717,0.00856968672759347,3,mixed
valuedshopper,relational_strength,2,recency,6214.0,6214.0,0.0798801945838889,0.011426216693232188,-0.07279226110953742,0.001329547947666095,3,negative
valuedshopper,relational_strength,2,tifuknn,6214.0,6214.0,0.10081776124792811,0.015805063796887994,0.031720996655833215,0.01728653745571489,3,positive
valuedshopper,relational_strength,2,triple2vec,6214.0,6214.0,0.10059183021558166,0.013974218816391036,0.028914881232071987,0.013760067203074445,3,positive
valuedshopper,relational_strength,3,cbp,6203.333333333333,6203.333333333333,0.0936468437919824,0.010471229550742828,0.00035573213200031805,0.0008880369959214151,3,mixed
valuedshopper,relational_strength,3,diffrec,6203.333333333333,6203.333333333333,0.12092397666239495,0.015661439802905644,0.04516142488138622,0.028587583660151197,3,positive
valuedshopper,relational_strength,3,dnntsp,6203.333333333333,6203.333333333333,0.1190987817191312,0.01032615006459953,0.041204588591089907,0.012962006833404368,3,positive
valuedshopper,relational_strength,3,fpmc,6203.333333333333,6203.333333333333,0.13071966884887234,0.012610521301607534,0.006050543047250264,0.005392131615871774,3,positive
valuedshopper,relational_strength,3,frequency,6203.333333333333,6203.333333333333,0.09379137548939853,0.013265505455224891,0.0009619767217983751,0.009144414227532777,3,mixed
valuedshopper,relational_strength,3,recency,6203.333333333333,6203.333333333333,0.08033758269341261,0.011863363658798459,-0.0727917809479079,0.0009268686866552153,3,negative
valuedshopper,relational_strength,3,tifuknn,6203.333333333333,6203.333333333333,0.101331570988086,0.015645482120134255,0.03212900363759959,0.016960367431947367,3,positive
valuedshopper,relational_strength,3,triple2vec,6203.333333333333,6203.333333333333,0.10137807153539574,0.013574422984912116,0.029824359864356245,0.01321323101419013,3,positive
valuedshopper,relational_strength,5,cbp,6192.333333333333,6192.333333333333,0.09376631656707983,0.010382043910710494,-8.68030672074197e-05,0.0015806330964782127,3,mixed
valuedshopper,relational_strength,5,diffrec,6192.333333333333,6192.333333333333,0.12130786548154626,0.015848481923428935,0.04547429339255422,0.028755686168698457,3,positive
valuedshopper,relational_strength,5,dnntsp,6192.333333333333,6192.333333333333,0.11949007211105771,0.010555329911602278,0.04118379041551536,0.013045386459917778,3,positive
valuedshopper,relational_strength,5,fpmc,6192.333333333333,6192.333333333333,0.13128683272433436,0.01266298265344255,0.006112721188038932,0.006037227411882814,3,mixed
valuedshopper,relational_strength,5,frequency,6192.333333333333,6192.333333333333,0.09400072187717533,0.01329410617155301,0.0005782320289834329,0.008581630687814439,3,mixed
valuedshopper,relational_strength,5,recency,6192.333333333333,6192.333333333333,0.08082053839837051,0.012361856129237757,-0.07256415941950889,0.0010913804049331355,3,negative
valuedshopper,relational_strength,5,tifuknn,6192.333333333333,6192.333333333333,0.10185446128114713,0.01602203126244124,0.03291254373831723,0.017837795040726096,3,positive
valuedshopper,relational_strength,5,triple2vec,6192.333333333333,6192.333333333333,0.10168889907152275,0.01375747715511334,0.029983778904040848,0.013059629395072847,3,positive
valuedshopper,transition_strength,2,cbp,6214.0,6214.0,0.1215434031663732,0.0033298668448409558,0.024398714872517217,0.01051847462215596,3,positive
valuedshopper,transition_strength,2,diffrec,6214.0,6214.0,0.12336916771989297,0.005968550516059772,0.012471488535394244,0.023210400006783125,3,mixed
valuedshopper,transition_strength,2,dnntsp,6214.0,6214.0,0.12582596522097722,0.0067227151411292435,0.017901895766131107,0.01055418120238164,3,positive
valuedshopper,transition_strength,2,fpmc,6214.0,6214.0,0.15280695115383544,0.00695854700470358,0.014416024235346285,0.006602475574829135,3,positive
valuedshopper,transition_strength,2,frequency,6214.0,6214.0,0.12007270307335867,0.003897308511973797,0.017949435623252973,0.0017298922992100842,3,positive
valuedshopper,transition_strength,2,recency,6214.0,6214.0,0.10786085986627592,0.002138699950620742,-0.052937177252534835,0.001490238333804929,3,negative
valuedshopper,transition_strength,2,tifuknn,6214.0,6214.0,0.12790239584004626,0.006838624280477489,0.045372688764440894,0.010816808799182301,3,positive
valuedshopper,transition_strength,2,triple2vec,6214.0,6214.0,0.12761164629178598,0.009214769977026893,0.04212949544145664,0.014691882172578417,3,positive
valuedshopper,transition_strength,3,cbp,6203.333333333333,6203.333333333333,0.12148399254957609,0.003594686808953001,0.024650789641547866,0.011324055059487016,3,positive
valuedshopper,transition_strength,3,diffrec,6203.333333333333,6203.333333333333,0.12325983295461174,0.005823454039564565,0.012413479323036256,0.023619114959537356,3,mixed
valuedshopper,transition_strength,3,dnntsp,6203.333333333333,6203.333333333333,0.12554170927144015,0.006767306405620731,0.017631150253214902,0.010739744708759848,3,positive
valuedshopper,transition_strength,3,fpmc,6203.333333333333,6203.333333333333,0.15267152077555768,0.006907095313132977,0.014375229449877304,0.0069335695482485695,3,positive
valuedshopper,transition_strength,3,frequency,6203.333333333333,6203.333333333333,0.12005895989578474,0.0035090220536217885,0.018401840310717548,0.002453948684739218,3,positive
valuedshopper,transition_strength,3,recency,6203.333333333333,6203.333333333333,0.10766971277175376,0.0023890308599781988,-0.052830088537093395,0.0009718983133385017,3,negative
valuedshopper,transition_strength,3,tifuknn,6203.333333333333,6203.333333333333,0.12771435584400367,0.006810470204182169,0.04531890311149641,0.010895895145227454,3,positive
valuedshopper,transition_strength,3,triple2vec,6203.333333333333,6203.333333333333,0.12765295097605692,0.008992855176037682,0.04240948027311723,0.01443760250490802,3,positive
valuedshopper,transition_strength,5,cbp,6192.333333333333,6192.333333333333,0.12145666184241342,0.003734156525656473,0.02514334666712136,0.01181895628700136,3,positive
valuedshopper,transition_strength,5,diffrec,6192.333333333333,6192.333333333333,0.12313135208874777,0.005738522726772528,0.012273374204263311,0.023603001164552054,3,mixed
valuedshopper,transition_strength,5,dnntsp,6192.333333333333,6192.333333333333,0.12559894588749154,0.006807098610015497,0.01804608578177042,0.010430234342733944,3,positive
valuedshopper,transition_strength,5,fpmc,6192.333333333333,6192.333333333333,0.15255897154257966,0.006844435564290557,0.013969362883990458,0.006891645349528067,3,positive
valuedshopper,transition_strength,5,frequency,6192.333333333333,6192.333333333333,0.12007276418587542,0.0035512705901177494,0.018899356372260104,0.0027654508966596177,3,positive
valuedshopper,transition_strength,5,recency,6192.333333333333,6192.333333333333,0.10745120863438944,0.002698602295570851,-0.05276985748671124,0.000695074023245505,3,negative
valuedshopper,transition_strength,5,tifuknn,6192.333333333333,6192.333333333333,0.12756684511175853,0.007146375516767689,0.04552935064801392,0.010971729581276282,3,positive
valuedshopper,transition_strength,5,triple2vec,6192.333333333333,6192.333333333333,0.12744425410441224,0.009167312618332167,0.042250814606777924,0.014859265706506579,3,positive
