dataset,feature,min_baskets,method,n_users_slice,n_users_feature,rho_raw_mean,rho_raw_sd,rho_centered_mean,rho_centered_sd,n_keysets,rho_centered_sign
tafeng,relational_strength,3,tifuknn,2039.6666666666667,2039.6666666666667,0.02021595708576317,0.006907463536157816,-0.009891842771260682,0.013243742193997713,3,negative
tafeng,relational_strength,3,triple2vec,2039.6666666666667,2039.6666666666667,0.005963053471705351,0.014160774167431481,-0.03172279206322016,0.003034556930695099,3,negative
tafeng,relational_strength,5,cbp,1146.6666666666667,1146.6666666666667,0.04323296924440707,0.020704961681702067,0.024425087063653386,0.03364676200622255,3,mixed
tafeng,relational_strength,5,diffrec,1146.6666666666667,1146.6666666666667,0.020933585537413407,0.03423492004737306,-0.0032954109752701606,0.030104790458401115,3,mixed
tafeng,relational_strength,5,dnntsp,1146.6666666666667,1146.6666666666667,0.03596128335973282,0.012651412611303843,0.02582143891017083,0.021027674779984563,3,positive
tafeng,relational_strength,5,fpmc,1146.6666666666667,1146.6666666666667,0.03292326991777921,0.022563956202399114,0.016855422330681977,0.0217107800307668,3,mixed
tafeng,relational_strength,5,frequency,1146.6666666666667,1146.6666666666667,0.012947878949566312,0.02538986574107018,-0.015213477474245651,0.03148520656645321,3,mixed
tafeng,relational_strength,5,recency,1146.6666666666667,1146.6666666666667,-0.0006319390028526895,0.03251246371704398,-0.02856614361626925,0.0362284686142251,3,mixed
tafeng,relational_strength,5,tifuknn,1146.6666666666667,1146.6666666666667,0.019242932461283592,0.012668361286541679,-0.009396051524302939,0.011818783036667812,3,mixed
tafeng,relational_strength,5,triple2vec,1146.6666666666667,1146.6666666666667,0.011033848993200967,0.024565494704698373,-0.023875046165871872,0.024213954919663383,3,mixed
tafeng,transition_strength,2,cbp,2805.3333333333335,2805.3333333333335,-0.03079672329793957,0.019644220426183263,-0.03256189874609308,0.030967691333105354,3,negative
tafeng,transition_strength,2,diffrec,2805.3333333333335,2805.3333333333335,-0.0147164547587054,0.018899974778410267,0.00638688720715223,0.023889376793383328,3,mixed
tafeng,transition_strength,2,dnntsp,2805.3333333333335,2805.3333333333335,-0.04485140310662333,0.02868492484098466,-0.03214071913912788,0.01464400152171392,3,negative
tafeng,transition_strength,2,fpmc,2805.3333333333335,2805.3333333333335,-0.06990149952452404,0.020576037929618634,-0.05681663839235449,0.031109270821105567,3,negative
tafeng,transition_strength,2,frequency,2805.3333333333335,2805.3333333333335,0.012388262996612498,0.013937109758850003,0.0544852285632541,0.0035350464318574123,3,positive
tafeng,transition_strength,2,recency,2805.3333333333335,2805.3333333333335,0.013817139575495902,0.02177434014719871,0.03329036991081705,0.004921779106659637,3,positive
tafeng,transition_strength,2,tifuknn,2805.3333333333335,2805.3333333333335,0.015188093838046542,0.020921103199799264,0.04844053434966588,0.014055044132195129,3,positive
tafeng,transition_strength,2,triple2vec,2805.3333333333335,2805.3333333333335,0.00023376629218655604,0.012743201690564478,0.024385622648216292,0.011144351719265432,3,positive
tafeng,transition_strength,3,cbp,2039.6666666666667,2039.6666666666667,-0.030761753265262034,0.0152587736448492,-0.030589444262015777,0.02494580746779475,3,negative
tafeng,transition_strength,3,diffrec,2039.6666666666667,2039.6666666666667,-0.00951938705794863,0.019910007868179928,0.011898929519751638,0.015033336292120713,3,mixed
