user,total purchases,HR@5,WHR@5,nDCG@5,recall@5,precision@5,HR@10,WHR@10,nDCG@10,recall@10,precision@10
16385,9,0.2,0.19999999999999998,0.16958010263680803,0.1111111111111111,0.2,0.3333333333333333,0.2777777777777778,0.2700199064638123,0.3333333333333333,0.3
16386,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8195,32,0.4,0.4666666666666666,0.38356636737133554,0.0625,0.4,0.3,0.38181818181818183,0.3222722491219546,0.09375,0.3
5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8198,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8199,6,0.2,0.3333333333333333,0.33916020527361607,0.16666666666666666,0.2,0.3333333333333333,0.2222222222222222,0.30260241349881345,0.3333333333333333,0.2
24591,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,26,0.2,0.13333333333333333,0.14606834984270645,0.038461538461538464,0.2,0.2,0.2,0.16815228646891084,0.07692307692307693,0.2
8215,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24607,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,26,0.2,0.26666666666666666,0.2139862647345275,0.038461538461538464,0.2,0.3,0.29090909090909095,0.28165758790969175,0.11538461538461539,0.3
8225,10,0.6,0.6666666666666666,0.6843515475204854,0.3,0.6,0.3,0.45454545454545453,0.44409732781325567,0.3,0.3
37,11,0.2,0.3333333333333333,0.33916020527361607,0.09090909090909091,0.2,0.2,0.21818181818181817,0.28634598975246917,0.18181818181818182,0.2
16421,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24619,5,0.2,0.3333333333333333,0.33916020527361607,0.2,0.2,0.2,0.25,0.33916020527361607,0.2,0.1
16428,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,13,0.2,0.3333333333333333,0.33916020527361607,0.07692307692307693,0.2,0.2,0.23636363636363636,0.2895229882348574,0.15384615384615385,0.2
16438,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16443,23,0.4,0.5333333333333333,0.5087403079104241,0.08695652173913043,0.4,0.2,0.32727272727272727,0.3301376494471202,0.08695652173913043,0.2
60,21,0.6,0.7333333333333334,0.6992148198508501,0.14285714285714285,0.6,0.4,0.5272727272727272,0.5231737964779627,0.19047619047619047,0.4
16448,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1
66,1,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1
8265,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24650,16,0.4,0.6,0.5531464700081437,0.125,0.4,0.3,0.43636363636363634,0.43735247915031,0.1875,0.3
8277,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8279,5,0.4,0.4666666666666666,0.38356636737133554,0.4,0.4,0.4,0.42500000000000004,0.38356636737133554,0.4,0.2
16477,1,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1
95,8,0.2,0.3333333333333333,0.33916020527361607,0.125,0.2,0.125,0.1923076923076923,0.2529427027676571,0.125,0.1
24672,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
