metric,value,std_error,count
recall@10,0.1295015959330128,0.00163855395074609,3
WHR@5,0.143003103649196,0.001175647692078021,3
precision@10,0.08821047957371227,0.0005412733719131607,3
nDCG@5,0.14063595391177408,0.001243344201840201,3
precision@5,0.11912374185908821,0.00045308549037934064,3
WHR@10,0.12134930915530366,0.0007108094016773588,3
HR@10,0.14989072030035616,0.0013315148486250574,3
HR@5,0.14717411683441878,0.0011935320169250841,3
recall@5,0.0932618306096941,0.0011663214845991758,3
nDCG@10,0.12404605659519813,0.0007720432753771645,3
