user,total purchases,HR@5,WHR@5,nDCG@5,recall@5,precision@5,HR@10,WHR@10,nDCG@10,recall@10,precision@10
980,29,1.0,1.0,1.0,0.1724137931034483,1.0,0.6,0.8,0.7222954974312067,0.20689655172413793,0.6
8343,7,0.2,0.3333333333333333,0.33916020527361607,0.14285714285714285,0.2,0.2857142857142857,0.2040816326530612,0.27487633291429087,0.2857142857142857,0.2
11759,7,0.6,0.7333333333333334,0.6992148198508501,0.42857142857142855,0.6,0.42857142857142855,0.5306122448979591,0.5666867828578932,0.42857142857142855,0.3
774,10,0.2,0.3333333333333333,0.33916020527361607,0.1,0.2,0.1,0.18181818181818182,0.22009176629808014,0.1,0.1
4603,1,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1
6691,44,0.8,0.9333333333333332,0.8687949224876582,0.09090909090909091,0.8,0.5,0.6545454545454547,0.6300426811446146,0.11363636363636363,0.5
13153,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9729,13,1.0,1.0,1.0,0.38461538461538464,1.0,0.7,0.8545454545454546,0.7917267193679839,0.5384615384615384,0.7
9629,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11772,17,0.6,0.7999999999999999,0.7227265726449518,0.17647058823529413,0.6,0.7,0.7090909090909091,0.750637296052051,0.4117647058823529,0.7
12859,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7125,12,0.4,0.4666666666666666,0.38356636737133554,0.16666666666666666,0.4,0.4,0.4181818181818182,0.39092738420022155,0.3333333333333333,0.4
5278,8,0.6,0.7999999999999999,0.7227265726449518,0.375,0.6,0.5,0.5961538461538461,0.6233173655322678,0.5,0.4
17734,1,1.0,0.0,0.0,1.0,0.2,1.0,0.0,0.0,1.0,0.1
8592,3,0.3333333333333333,0.33333333333333337,0.29608191096586517,0.3333333333333333,0.2,0.3333333333333333,0.3333333333333333,0.29608191096586517,0.3333333333333333,0.1
6055,13,0.4,0.3333333333333333,0.31564845247951445,0.15384615384615385,0.4,0.4,0.41818181818181815,0.3526637384340434,0.3076923076923077,0.4
277,5,0.6,0.7999999999999999,0.7227265726449518,0.6,0.6,0.6,0.675,0.7227265726449518,0.6,0.3
16392,8,0.6,0.7999999999999999,0.7227265726449518,0.375,0.6,0.375,0.5192307692307693,0.5390031312763821,0.375,0.3
11454,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3026,8,0.2,0.13333333333333333,0.14606834984270645,0.125,0.2,0.5,0.23076923076923075,0.19903650127012357,0.5,0.4
13272,25,0.4,0.19999999999999998,0.2772734273550482,0.08,0.4,0.3,0.309090909090909,0.2532954041105318,0.12,0.3
11622,2,1.0,0.4444444444444445,0.3868528072345415,1.0,0.4,1.0,0.4736842105263158,0.3868528072345415,1.0,0.2
18742,9,0.4,0.26666666666666666,0.3007851801491498,0.2222222222222222,0.4,0.4444444444444444,0.4259259259259259,0.3705242357969101,0.4444444444444444,0.4
15072,4,0.25,0.28571428571428575,0.2463023887407299,0.25,0.2,0.25,0.2647058823529412,0.2463023887407299,0.25,0.1
